content,clean_emoji,language
"dokternya baik baik banget, ga pernah ngeburu buru kalo konsul dan selalu bikin nyaman buat ceritain keluhan yang gue alamin","dokternya baik baik banget, ga pernah ngeburu buru kalo konsul dan selalu bikin nyaman buat ceritain keluhan yang gue alamin",id
Baru tau ada app klikdokter kaum milenial sampe gen z harus punya sih jelas,baru tau ada application klikdokter kaum milenial sampe gen z harus punya sih jelas,id
di klikdokter banyak promonya padahal harga udah terjangkau banget haha,di klikdokter banyak promonya padahal harga udah terjangkau banget haha,id
"fitur lengkap dan yang paling penting adalah aplikasinya user friendly banget, jadi fitur yang lengkap itu bisa kepake semuanya","fitur lengkap dan yang paling penting adalah aplikasinya user friendly banget, jadi fitur yang lengkap itu bisa kepake semuanya",id
"dokter-dokternya ramah dan fastrep, ga terkesan ngeburu buruin walau ada durasi konsul","dokter-dokternya ramah dan fastrep, ga terkesan ngeburu buruin walau ada durasi konsul",id
"such a pleasant experience. konsul sama dokter bisa chat atau video call, resep langsung ada lewat aplikasi dan obatnya bisa langsung di official store klikdokter","such a pleasant experience. konsul sama dokter bisa chat atau video call, resep langsung ada lewat aplikasi dan obatnya bisa langsung di official store klikdokter",id
"Respon dokter cepet dan jelas. pernah coba pake aplikasi lain eh penjelasan dokternya muter muter dan bikin bingung, skrg mending ke klikdokter aja yang udah jelas","respon dokter cepet dan jelas. pernah coba pake aplikasi lain eh penjelasan dokternya muter muter dan bikin bingung, skrg mending ke klikdokter aja yang udah jelas",id
"awal pake klikdokter agak skeptis karena harganya murah bgt takut dokternya jutek dll. ternyata pas gue coba sendiri, dokternya baik banget dan responnya cepet","awal pake klikdokter agak skeptis karena harganya murah bgt takut dokternya jutek dll. ternyata pas gue coba sendiri, dokternya baik banget dan responnya cepet",id
"Daripada asal beli obat warung, mending tanya dulu sih sama ahlinya. Paling engga bukan yang asal diagnosa kan, bahkan dokter spesialis juga ada 👍🏻","daripada asal beli obat warung, mending tanya dulu sih sama ahlinya. paling engga bukan yang asal diagnosa kan, bahkan dokter spesialis juga ada",id
"ga cuma dokter umum ternyata, dokter spesialis juga ada ya ternyata, baru tau aku juga","ga cuma dokter umum ternyata, dokter spesialis juga ada ya ternyata, baru tau aku juga",id
"Yang ga punya BPJS coba deh, lumayan menghemat soalnya kalo konsul jaman sekarang ke dokter above 50k, apalagi spesialis","yang ga punya bpjs coba deh, lumayan menghemat soalnya kalo konsul jaman sekarang ke dokter above 50k, apalagi spesialis",id
"Sungkem sama yang buat klikdokter, sangat membantu ketika tiba tiba drop pas kerjaan numpuk","sungkem sama yang buat klikdokter, sangat membantu ketika tiba tiba drop pas kerjaan numpuk",id
"Kalo cari yang available gampang, soalnya emang banyak juga pilihan dokternya. Jadi segimana kita butuh nah itu yang ada","kalo cari yang available gampang, soalnya emang banyak juga pilihan dokternya. jadi segimana kita butuh nah itu yang ada",id
"Jam berapa pun mau konsul ke dokternya dijamin ada yang stand by, tenang ya buibu responnya juga cepet koo","jam berapa pun mau konsul ke dokternya dijamin ada yang stand by, tenang ya buibu responnya juga cepet koo",id
"Skeptis sama app ini awalnya, abis baca review, trs download and yess its user friendly","skeptis sama application ini awalnya, abis baca review, trs download and yess its user friendly",en
"Harganya anak kos friendly banget, pokonya kalo gue gaenak badan sedikit udh langsung klikdokter to the rescue deh","harganya anak kos friendly banget, pokonya kalo gue gaenak badan sedikit udh langsung klikdokter to the rescue deh",id
"Selalu suka sama pelayanan yang diajukan sama Klikdokter, puas pokoknya","selalu suka sama pelayanan yang diajukan sama klikdokter, puas pokoknya",id
"Ternyata pelayananya sangat memuaskan sekali, apa apa aku jd gampang dech","ternyata pelayananya sangat memuaskan sekali, apa apa aku jd gampang dech",id
bagus bgt sih ini apk nya. gampang di gunakan.,bagus bgt sih ini apk nya. gampang di gunakan.,id
"Paling mantep sih jujur ni aplikasi, selalu suka banget banget sama pelayanan nya","paling mantep sih jujur ni aplikasi, selalu suka banget banget sama pelayanan nya",id
Dari awal emang udah tertarik buat nyoba soalnya pake aplikasi sebelah tu respon dokternya lama,dari awal emang udah tertarik buat nyoba soalnya pake aplikasi sebelah tu respon dokternya lama,id
"Mantep banget sih suka sama pelayanan dari klikdokter, selalu bikin customer nya puas dan nyaman","mantep banget sih suka sama pelayanan dari klikdokter, selalu bikin customer nya puas dan nyaman",id
"Mantep abis sih ni aplikasi makin hari makin berkembang pesat, apalagi soal fitur-fitur yang terbaru","mantep abis sih ni aplikasi makin hari makin berkembang pesat, apalagi soal fitur-fitur yang terbaru",id
"Tampilan barunya lebih fresh dan mempermudah user untuk konsultasi dan booking dokter di faskes, kereeen!","tampilan barunya lebih fresh dan mempermudah user untuk konsultasi dan booking dokter di faskes, kereeen!",id
"Puji syukur banget deh aku sama ni aplikasi, super duper membantu banget buat kami anak kost","puji syukur banget deh aku sama ni aplikasi, super duper membantu banget buat kami anak kost",id
"Mau mengapresiasi yang setinggi-tingginya sama klikdokter, si selalu berkembang terus👍🏻","mau mengapresiasi yang setinggi-tingginya sama klikdokter, si selalu berkembang terus",id
Pelayanan dan fiturnya balance banget sama-sama bagus pol,pelayanan dan fiturnya balance banget sama-sama bagus pol,id
"Selama ini gue udah rekomenin ni aplikasi ke banyak orang, saking gue cinta dan nyamannya sama ni aplikasi","selama ini gue udah rekomenin ni aplikasi ke banyak orang, saking gue cinta dan nyamannya sama ni aplikasi",id
"Gaperlu lo antri-antri buat konsul sama dokter, ni aplikasi langsung sat set responnya","gaperlu lo antri-antri buat konsul sama dokter, ni aplikasi langsung sat set responnya",id
"Dari awal covid gue dah suka sama ni aplikasi, dimulai dari gue selalu stock vitamin pasti konsul dan beli dari ni aplikasi","dari awal covid gue dah suka sama ni aplikasi, dimulai dari gue selalu stock vitamin pasti konsul dan beli dari ni aplikasi",id
Membantu bangetsi buat gue yang kaum mager mageran dan kalau sakit tu pengennya langsung ada obatnya,membantu bangetsi buat gue yang kaum mager mageran dan kalau sakit tu pengennya langsung ada obatnya,id
Selain responsif point plusnya tu pelayanan dari dokternya ajib pol,selain responsif point plusnya tu pelayanan dari dokternya ajib pol,id
Patut diacungi banyak jempol buat para dokter-dokter yang super ramah,patut diacungi banyak jempol buat para dokter-dokter yang super ramah,id
"Yang paling nyaman tu emang dari dokter-dokternya, ramah ramah banget fastrespon pula","yang paling nyaman tu emang dari dokter-dokternya, ramah ramah banget fastrespon pula",id
"Chat dokternya buruk sekali ya, dijatah 30 menit tapi lama sekali membalas pesan yang sudah ditulis padahal bayar lho gak gratisan. Sekalinya balas kaya orang lagi dikejar debt collector, buru2 banget gak nunggu saya respon udah langsung dia selesaikan konsultasinya padahal belum habis waktunya. Saya udah 2 kali coba yang mana lebih dari 5 kali nya gagal menghubungkan. Bad experience buat aplikasi konsultasi online kek gini. Di app lain dokternya cukup tanggap dan fokus ke kita aja","chat dokternya buruk sekali ya, dijatah 30 menit tapi lama sekali membalas pesan yang sudah ditulis padahal bayar lho gak gratisan. sekalinya balas kaya orang lagi dikejar debt collector, buru2 banget gak nunggu saya respon udah langsung dia selesaikan konsultasinya padahal belum habis waktunya. saya udah 2 kali coba yang mana lebih dari 5 kali nya gagal menghubungkan. bad experience buat aplikasi konsultasi online kek gini. di application lain dokternya cukup tanggap dan fokus ke kita aja",id
"awal-awal covid tu selalu parno buat ke klinik, sampe akhirnya nemu ni aplikasi eh malah keterusan sampe sekarang","awal-awal covid tu selalu parno buat ke klinik, sampe akhirnya nemu ni aplikasi eh malah keterusan sampe sekarang",id
"Dari semenjak ngekost gue selalu pakai ini buat gue konsultasi, lebih hemat ajaah","dari semenjak ngekost gue selalu pakai ini buat gue konsultasi, lebih hemat ajaah",id
"Selalu mantap deh sama ni aplikasi, gapernah gagal dalam apapun.","selalu mantap deh sama ni aplikasi, gapernah gagal dalam apapun.",id
"Selain responnya cepet, ni juga sangat membantu buat kaum kaum mager keluar rumah apalagi masih keadaaan covid gini","selain responnya cepet, ni juga sangat membantu buat kaum kaum mager keluar rumah apalagi masih keadaaan covid gini",id
"Gapernah kecewa sama pelayanan nya, selalu memuaskan pasien","gapernah kecewa sama pelayanan nya, selalu memuaskan pasien",id
"Bisa cek imunisasi anaku di klikdokter, jadi gampang deh sekarang","bisa cek imunisasi anaku di klikdokter, jadi gampang deh sekarang",id
"Baru pertama kali nyobain konsul online, dokternya detail banget dan sabar ngejelasinya . Mantap pokonya","baru pertama kali nyobain konsul online, dokternya detail banget dan sabar ngejelasinya . mantap pokonya",id
"Konsultasi kanker, jantung lansgung ke klikdokter mudah banget","konsultasi kanker, jantung lansgung ke klikdokter mudah banget",id
"Gaperlu ngantri cuy mau konsul di klikdokter mah, soalnya donternya juga udh lengkap dan banyak","gaperlu ngantri cuy mau konsul di klikdokter mah, soalnya donternya juga udh lengkap dan banyak",id
10/10 lah pokoknya ni aplikasi konsultasi sama dokter yang paling tercepat responnya,10/10 lah pokoknya ni aplikasi konsultasi sama dokter yang paling tercepat responnya,id
Perkembangan aplikasi ini melejit banget deh. Sekarang dokter-dokternya luar biasa. Paling suka sama responsif nya.,perkembangan aplikasi ini melejit banget deh. sekarang dokter-dokternya luar biasa. paling suka sama responsif nya.,id
"Selalu suka sama pelayanan di Klikdokter, gapernah nyesel dah","selalu suka sama pelayanan di klikdokter, gapernah nyesel dah",id
"Suka banget!!! Sama aplikasi klikdokter ini, emang paling bikin nyaman","suka banget!!! sama aplikasi klikdokter ini, emang paling bikin nyaman",tl
"Suka banget sama klik dokter, gercep banget balasannya dan pelayanannya juga memuaskan","suka banget sama klik dokter, gercep banget balasannya dan pelayanannya juga memuaskan",id
"Siapa ya yg ciptain klikdokter, gila pelayananya sangat memuaskan sekali","siapa ya yg ciptain klikdokter, gila pelayananya sangat memuaskan sekali",id
"Suka banget sama pelayanannya, pasti selalu konsul ke klikdokter","suka banget sama pelayanannya, pasti selalu konsul ke klikdokter",id
"Omg ternyata pelayanan klikdokter sebagus itu, sampe temen2 ku minta dispill","omg ternyata pelayanan klikdokter sebagus itu, sampe temen2 ku minta dispill",id
"Dokter spesialisnya lengkap dan ready kapanpun, mau tengah malam juga masih ready","dokter spesialisnya lengkap dan ready kapanpun, mau tengah malam juga masih ready",id
"Waw puas banget sama dokter disini, fast respon dan super baik dokternya","waw puas banget sama dokter disini, fast respon dan super baik dokternya",id
Terimakasih adanya klikdokter sangat membatu untuk semuanya,terimakasih adanya klikdokter sangat membatu untuk semuanya,id
Riview aku sebagai pengguna setia klikdokter bintang 5 deh🫶,riview aku sebagai pengguna setia klikdokter bintang 5 deh,id
Selama ini saya selalu suka sama ni aplikasi mantep pol!,selama ini saya selalu suka sama ni aplikasi mantep pol!,id
"Pelayanan dokternya mantap banget, aplikasinya juga fiturnya banyak bikin aku nyaman sama ni aplikasi","pelayanan dokternya mantap banget, aplikasinya juga fiturnya banyak bikin aku nyaman sama ni aplikasi",id
Pertama kali nyoba-nyoba ajah eh alhamdulilah malah nyaman banget sama aplikasinya,pertama kali nyoba-nyoba ajah eh alhamdulilah malah nyaman banget sama aplikasinya,id
Gaperlu nunggu lama-lama buat kamu konsultasi ke dokter keren di apkikasi ini,gaperlu nunggu lama-lama buat kamu konsultasi ke dokter keren di apkikasi ini,id
"Doctor end the conversation in the middle of consultation, doctor doesn't ask for allergy, there is no detailed dose of the drug prescription, the app cannot find the pharmacy nearby me, how can I buy the drug? Uninstall it after first unfaedah use.","doctor end the conversation in the middle of consultation, doctor does not ask for allergy, there is no detailed dose of the drug prescription, the application cannot find the pharmacy nearby me, how can i buy the drug? uninstall it after first unfaedah use.",en
"klikdokter mempermudah banget buat kalo tiba tiba lagi sakit, dan gasempet ke dokter, atau lagi gaada yg bisa nganterin ke dokter, konsultasi dulu aja kesini, ini sangat membantu banget","klikdokter mempermudah banget buat kalo tiba tiba lagi sakit, dan gasempet ke dokter, atau lagi gaada yg bisa nganterin ke dokter, konsultasi dulu aja kesini, ini sangat membantu banget",id
Aplikasinya mudah digunakan (friendly user) puas banget deh,aplikasinya mudah digunakan (friendly user) puas banget deh,id
"Cepet banget dokter disini, walaupun tengah malam tetap fast response balasnya 🥰","cepet banget dokter disini, walaupun tengah malam tetap fast response balasnya",id
Kalian kalau sakit suka berobat kemana? Kalau aku dan keluarga suka banget di KlikDokter,kalian kalau sakit suka berobat kemana? kalau aku dan keluarga suka banget di klikdokter,id
Aplikasinya sangat top banget bintang 5 deh👍,aplikasinya sangat top banget bintang 5 deh,tl
Happy bgt bisa nemu app klikdokter aplikasinya canggih bet cari dokter hewan ada dongg wkwk,happy bgt bisa nemu application klikdokter aplikasinya canggih bet cari dokter hewan ada dongg wkwk,id
"gampang gesss gunain aplikasi telehealth gini, menurut gw ini layanan udh paling baik dibanding kompetitor lainnya","gampang gesss gunain aplikasi telehealth gini, menurut gw ini layanan udh paling baik dibanding kompetitor lainnya",id
"yang punya hewan peliharan gausah khawatir skrg ada vet juga di klikdokter, gausah repot bawa anabulku ke dokter hewan langsung hehehe","yang punya hewan peliharan gausah khawatir skrg ada vet juga di klikdokter, gausah repot bawa anabulku ke dokter hewan langsung hehehe",id
"klikdokter paling the bestt!! urusan konsultasi dokter larinya pasti kesini, suka sama respon dari dokter, tidak mengecewakan","klikdokter paling the bestt!! urusan konsultasi dokter larinya pasti kesini, suka sama respon dari dokter, tidak mengecewakan",id
"Kalau dibandingkan dengan telehealth lain.. ini app yang teroke sihh terutama soal layanan dokternya, attitudenya bagus dan profesional","kalau dibandingkan dengan telehealth lain.. ini application yang teroke sihh terutama soal layanan dokternya, attitudenya bagus dan profesional",id
"Honest review sebagai pengguna lama klikdokter, suka banyak promo yg jd salah satu alesan aku berobat disini dann dokternya emg berkualitas. Pantes buat dapet bintang 5!","honest review sebagai pengguna lama klikdokter, suka banyak promo yg jd salah satu alesan aku berobat disini dann dokternya emg berkualitas. pantes buat dapet bintang 5!",id
"aplikasi telehealth terbaik yang pernah gw coba, khususnya waktu sesi chat dengan dokter itu biasanya kl di telehealth kendala respon yang lama tp disini dokternya fastresp dan baik bgt ditanya macem2 ttp menjawab dengan ramah","aplikasi telehealth terbaik yang pernah gw coba, khususnya waktu sesi chat dengan dokter itu biasanya kl di telehealth kendala respon yang lama tp disini dokternya fastresp dan baik bgt ditanya macem2 ttp menjawab dengan ramah",id
tinggal klik klik aja udh langsung bisa berobat + ga ribet hrs cari apotek dimana soalnya udh lengkap bisa tebus resep,tinggal klik klik aja udh langsung bisa berobat + ga ribet hrs cari apotek dimana soalnya udh lengkap bisa tebus resep,id
"mantap nih klikdokter ga expect dapet well treated sama dokternya, apalagi bisa komunikasi lewat video call jd gampang dehh konsulnya","mantap nih klikdokter ga expect dapet well treated sama dokternya, apalagi bisa komunikasi lewat video call jd gampang dehh konsulnya",id
"Fitur video call waktu konsultasi memudahkan saya, jadi berasa konsul langsung apalagi bisa ngobrol sama dokternya yg super ramah ❤❤","fitur video call waktu konsultasi memudahkan saya, jadi berasa konsul langsung apalagi bisa ngobrol sama dokternya yg super ramah",id
Aplikasi error terus. Tidak jelas. Gak recommend deh,aplikasi error terus. tidak jelas. gak recommend deh,no
"Aplikasi yang sering error dan sangat tidak membantu. Tidak usah install, buang waktu","aplikasi yang sering error dan sangat tidak membantu. tidak usah install, buang waktu",id
"Sudah pesan janji dokter berkali kali, tapi gagal terus.. yang dokter sibuk, gabisa tersambung, dokter sudah tutup (padahal diketerangan masih buka), dll.. jelek banget","sudah pesan janji dokter berkali kali, tapi gagal terus.. yang dokter sibuk, gabisa tersambung, dokter sudah tutup (padahal diketerangan masih buka), dll.. jelek banget",id
kereeeen klikdokter bisa banget bantu aku buat berobat ditengah malem terus bisa sekalian tebus resep jd serba mudah🥰 terimakasih klikdokter,kereeeen klikdokter bisa banget bantu aku buat berobat ditengah malem terus bisa sekalian tebus resep jd serba mudah terimakasih klikdokter,id
Aplikasi sampah 5x order dokternya ga ada yg trima dana malah berkurang,aplikasi sampah 5x order dokternya ga ada yg trima dana malah berkurang,id
"Setelah konsul dan pesen obat lewat klikdokter, kita tinggal duduk manis aja nunggu paketan sampe rumah","setelah konsul dan pesen obat lewat klikdokter, kita tinggal duduk manis aja nunggu paketan sampe rumah",id
"Telemedicine andalan aku skrg klikdokter, paling bagus paling menarik..","telemedicine andalan aku skrg klikdokter, paling bagus paling menarik..",id
"Buat ngerasain bagusnya sesuatu emang perlu dicoba dulu, awalnya aku underestimate sama KlikDokter, tapi ternyata setelah coba pake bagus juga dari berbagai aspeknya.","buat ngerasain bagusnya sesuatu emang perlu dicoba dulu, awalnya aku underestimate sama klikdokter, tapi ternyata setelah coba pake bagus juga dari berbagai aspeknya.",id
"Kita bebas memilih mau konsul dengan dokter yg mana, bebas sesuai pilihan kita, jadi nyaman kaan..","kita bebas memilih mau konsul dengan dokter yg mana, bebas sesuai pilihan kita, jadi nyaman kaan..",id
"Aplikasi kesehatan tuh banyak kompetitornya, tp yg pas dihati cuma klikdokter.","aplikasi kesehatan tuh banyak kompetitornya, tp yg pas dihati cuma klikdokter.",id
"Selain buat janji sama dokter, kita juga bisa booking rs via klikdokter👍🏻","selain buat janji sama dokter, kita juga bisa booking rs via klikdokter",id
"banyak banget artikel kesehatan ter up to date di klikdokter, jd fresh ilmunya gaiss","banyak banget artikel kesehatan ter up to date di klikdokter, jd fresh ilmunya gaiss",id
"Sekarang lagi musim bgt sakit, tapi tenang aja sih karena kalo mau konsultasi tinggal pake klikdokter aja…","sekarang lagi musim bgt sakit, tapi tenang aja sih karena kalo mau konsultasi tinggal pake klikdokter aja",id
"Kirain temen gw gimmick doang bilang konsultasi di klikdokter nyaman & enak, ternyata rill cuy, gw dah rasain sendiri","kirain temen gw gimmick doang bilang konsultasi di klikdokter nyaman & enak, ternyata rill cuy, gw dah rasain sendiri",id
"kalo udah suka sama sesuatu, gue bakalan continue pakee, termasuk aplikasi klikdokter yg servicenya oke","kalo udah suka sama sesuatu, gue bakalan continue pakee, termasuk aplikasi klikdokter yg servicenya oke",id
"Bintang 5 sih buat klikdokter, pelayanannya the best menurutku","bintang 5 sih buat klikdokter, pelayanannya the best menurutku",id
"Siapa sih yg gasuka promo, di klikdokter banyak bgt promo nya loh guyss","siapa sih yg gasuka promo, di klikdokter banyak bgt promo nya loh guyss",id
"sekeluarga bapilll, baru aja masuk musim hujan padahal. alhasil konsul klikdokter lagi dan lagi wkwkwk, dokternya baik bgt akhirnya w konsulin sekeluarga gt di satu dokter XD baik bgt dan gercepp","sekeluarga bapilll, baru aja masuk musim hujan padahal. alhasil konsul klikdokter lagi dan lagi wkwkwk, dokternya baik bgt akhirnya w konsulin sekeluarga gt di satu dokter xd baik bgt dan gercepp",id
"alhamdulillah ada klikdokter jd ga kuatir dah w asam lambung gaenak gini, konsul udah dan obat jg udah otw. sangat helpful","alhamdulillah ada klikdokter jd ga kuatir dah w asam lambung gaenak gini, konsul udah dan obat jg udah otw. sangat helpful",id
"dokter spesialis apa aja ada ya ini di klikdokter, bau baunya mah bakal jd app telemedicine kecintaan saya","dokter spesialis apa aja ada ya ini di klikdokter, bau baunya mah bakal jd application telemedicine kecintaan saya",id
konsulin anabul ke vet di klikdokter alhamdulillah sangat terbantu karena dokternya fastrep dan solutif bgt,konsulin anabul ke vet di klikdokter alhamdulillah sangat terbantu karena dokternya fastrep dan solutif bgt,id
Kalo bisa online napa harus ribet pergi berobat offline? aku cukup pake klikdokter aja xixi,kalo bisa online napa harus ribet pergi berobat offline? aku cukup pake klikdokter aja xixi,id
"Aplikasi KlikDokter sejauh ini yang paling enak dipandang interfacenya, terus gampang jg digunainnyaaa","aplikasi klikdokter sejauh ini yang paling enak dipandang interfacenya, terus gampang jg digunainnyaaa",id
dokter di klikdokter betulan baik-baik dan gercep-gercep banget sampe heran w,dokter di klikdokter betulan baik-baik dan gercep-gercep banget sampe heran w,af
"Bapakku gaenak badan aku udah khawatir aja, tak suruh konsul klikdokter terus mau wkwkwk. katanya dokternya baik dan ga galak wkwk, jadi tenang wes ninggalin ortu di rumah karena udah ngerti telehealth","bapakku gaenak badan aku udah khawatir aja, tak suruh konsul klikdokter terus mau wkwkwk. katanya dokternya baik dan ga galak wkwk, jadi tenang wes ninggalin ortu di rumah karena udah ngerti telehealth",id
"baru kali ini konsul online sama dokter, balesannya secepet ini dan enak bgt baikkk. otw pindah hati ke klikdokter deh aku","baru kali ini konsul online sama dokter, balesannya secepet ini dan enak bgt baikkk. otw pindah hati ke klikdokter deh aku",id
sekeluarga ketagihan konsul di klikdokter wkwkwk. kata mamaku enak soalnya dokternya baik baik HAHAHA,sekeluarga ketagihan konsul di klikdokter wkwkwk. kata mamaku enak soalnya dokternya baik baik hahaha,id
"pelayanan klikdokter sejauh ini masih nomor satuw di hati gweee, soalnya appnya lengkap dan dokternya the bestt","pelayanan klikdokter sejauh ini masih nomor satuw di hati gweee, soalnya appnya lengkap dan dokternya the bestt",id
user friendly banget ya ini klikdokter soalnya bundaku aja langsung paham diajarin sekali,user friendly banget ya ini klikdokter soalnya bundaku aja langsung paham diajarin sekali,id
"kayanya cuma klikdokter deh yang dokternya available kapan aja... pernah ada emergency subuh2 trus langsung terbantu lewat konsul dokter di klikdokter. salut bngt, thank you ya klikdokter huhu","kayanya cuma klikdokter deh yang dokternya available kapan aja... pernah ada emergency subuh2 trus langsung terbantu lewat konsul dokter di klikdokter. salut bngt, thank you ya klikdokter huhu",id
"availability dokter klikdokter luar biasa dah wkwkwk, ada aja yg online sampai tengah malem. malah dokter spesialisnya juga lengkapp, mantepp","availability dokter klikdokter luar biasa dah wkwkwk, ada aja yg online sampai tengah malem. malah dokter spesialisnya juga lengkapp, mantepp",id
di musim hujan kaya gini harus sering2 stok obat dan sekaliny drop boleh diabaikan. cuma di klikdokter saya percayain buat memenuhi kebutuhan tsb 😇🙌,di musim hujan kaya gini harus sering2 stok obat dan sekaliny drop boleh diabaikan. cuma di klikdokter saya percayain buat memenuhi kebutuhan tsb,id
nahh aplikasi teledoc begini yang gw cari. gk gampang crash atau lag tiba2 pas sesi sm dokternya. sama sekali gk pernah ngecewain!,nahh aplikasi teledoc begini yang gw cari. gk gampang crash atau lag tiba2 pas sesi sm dokternya. sama sekali gk pernah ngecewain!,id
"gw pribadi ngerasa kebantu bgt sama aplikasi klikdokter ini, jam berapa pun dokter disini selalu ready.","gw pribadi ngerasa kebantu bgt sama aplikasi klikdokter ini, jam berapa pun dokter disini selalu ready.",id
ga perlu mikir dua kali buat install klikdokter terjamin pokoknya kualitas dokter dan pelayanannya,ga perlu mikir dua kali buat install klikdokter terjamin pokoknya kualitas dokter dan pelayanannya,id
Suka banget pilihan dokter spesialisnya di Klikdokter lengkapp ada drh juga dong wow deh!!,suka banget pilihan dokter spesialisnya di klikdokter lengkapp ada drh juga dong wow deh!!,id
sekeluarga pd pake klikdokter ... selalu memuaskan dan pilihan dokter spesialisnya banyak,sekeluarga pd pake klikdokter ... selalu memuaskan dan pilihan dokter spesialisnya banyak,id
makasi Klikdokter udah bantu adik saya berobat online hihi maklum dia suka takut ketemu dokter langsung sungguh app yg instan dan solutif,makasi klikdokter udah bantu adik saya berobat online hihi maklum dia suka takut ketemu dokter langsung sungguh application yg instan dan solutif,id
KlikDokter semua adaaa dokter spesialis dan Health Tools-nya juga sesuai sama yang aku butuhin,klikdokter semua adaaa dokter spesialis dan health tools-nya juga sesuai sama yang aku butuhin,id
pelayanan tiada duanya lah klikdokter ini. fiturnya banyak banget yg bisa kita pake dari janji dokter smpe bisa buat janji medis,pelayanan tiada duanya lah klikdokter ini. fiturnya banyak banget yg bisa kita pake dari janji dokter smpe bisa buat janji medis,id
berbulan2 udh langganan klikdokter jarang bgt mengecewakan. recomended buat yg males keluar rumah tpi perlu berobat,berbulan2 udh langganan klikdokter jarang bgt mengecewakan. recomended buat yg males keluar rumah tpi perlu berobat,id
KlikDokter mempermudah kebutuhan saya tiap ada perlu beli obat. gk perlu susah2 lg ke apotik,klikdokter mempermudah kebutuhan saya tiap ada perlu beli obat. gk perlu susah2 lg ke apotik,id
Aplikasi kesehatan yang jadi opsi pertamaku kalau sakit soalnya gampang aksesnya,aplikasi kesehatan yang jadi opsi pertamaku kalau sakit soalnya gampang aksesnya,id
gw yakin org tua di luar sana juga bisa make app klikdokter karena ui nya mudah dipahami,gw yakin org tua di luar sana juga bisa make application klikdokter karena ui nya mudah dipahami,id
"aku pernah konsul di app lain, tapi dokternya nggak nyambung :( untung klikdokter dokternya mudeng semua","aku pernah konsul di application lain, tapi dokternya nggak nyambung :( untung klikdokter dokternya mudeng semua",id
tersuka kalau konsul di klikdokter karena loadingnya ga pake lama,tersuka kalau konsul di klikdokter karena loadingnya ga pake lama,id
"klikdokter ini cocok untuk pertolongan pertama saat sakit, apalagi pas sakitnya malem2","klikdokter ini cocok untuk pertolongan pertama saat sakit, apalagi pas sakitnya malem2",id
Bakal terus ngandelin klikdokter buat konsultasi kesehatan karena dokternya baik-baik,bakal terus ngandelin klikdokter buat konsultasi kesehatan karena dokternya baik-baik,id
"ga cuma buat konsul sederhana, konsul spesialis juga bisa langsung sm klikdokter, keren deh pokoknyaa","ga cuma buat konsul sederhana, konsul spesialis juga bisa langsung sm klikdokter, keren deh pokoknyaa",id
"cocok bgt sm klikdokter karena pelayanannya selalu berkembang, mantap deh","cocok bgt sm klikdokter karena pelayanannya selalu berkembang, mantap deh",id
"jujur, aku jarang bgt pake app beginian, tapi karena klikdokter menarik, aku jadi ikutan pake deh","jujur, aku jarang bgt pake application beginian, tapi karena klikdokter menarik, aku jadi ikutan pake deh",id
ramah-ramah & profesional dokter di klikdokter. sangat solutif dan selalu ngasih resep dokter yg bs kita tebus,ramah-ramah & profesional dokter di klikdokter. sangat solutif dan selalu ngasih resep dokter yg bs kita tebus,id
"minggu kmrn sekeluarga kena covid terus sahabat saya ngenalinlah app klikdokter, cobain beli paket isomannya ternyata worth it dtambah dapet voucher konsul dokter + gratis ongkir makin cepetlah kita sekeluarga sembuhnya. Thanks klikdokter","minggu kmrn sekeluarga kena covid terus sahabat saya ngenalinlah application klikdokter, cobain beli paket isomannya ternyata worth it dtambah dapet voucher konsul dokter + gratis ongkir makin cepetlah kita sekeluarga sembuhnya. thanks klikdokter",id
"aduuh adik kak jiiil, berobat di klikdokter beneran nyaman banget adik kak jil","aduuh adik kak jiiil, berobat di klikdokter beneran nyaman banget adik kak jil",id
"Kemana aja sih aku baru tau ada telehealth klikdokter ini?!! pelayanannya bintang 5, dokternya baik dan sama sekali ga ngejudge aku sebagai pasien","kemana aja sih aku baru tau ada telehealth klikdokter ini?!! pelayanannya bintang 5, dokternya baik dan sama sekali ga ngejudge aku sebagai pasien",id
"terbaik lah klikdokter, andalan keluarga gue bgt kalau urgent butuh saran dari dokter","terbaik lah klikdokter, andalan keluarga gue bgt kalau urgent butuh saran dari dokter",id
perlu konsul dokter tinggal meluncurrr aja ke Klikdokter. dokternya cepat dan tanggap,perlu konsul dokter tinggal meluncurrr aja ke klikdokter. dokternya cepat dan tanggap,id
udah coba beberapa kali aplikasi klik dokter dan slalu puass sama hasil konsulnya,udah coba beberapa kali aplikasi klik dokter dan slalu puass sama hasil konsulnya,id
"Aplikasi telehealth yang bantu beneran buat jaga kesehatan soalnya ada fitur cek kesehatan pula, terus kalau sakit enak tinggal pilih dokter sp-nya buat konsultasi","aplikasi telehealth yang bantu beneran buat jaga kesehatan soalnya ada fitur cek kesehatan pula, terus kalau sakit enak tinggal pilih dokter sp-nya buat konsultasi",id
Semoga jodohku kaya dokter diklikdokter ya sat set sat set langsung bikin sembuh hehehe thanks klikdokter,semoga jodohku kaya dokter diklikdokter ya sat set sat set langsung bikin sembuh hehehe thanks klikdokter,id
