content,clean_emoji,language
"aplikasi bagus & sangat membantu apalagi bisa disambungkan dgn asuransi juga. NAMUN, kenapa beberapa kali saat pembelian obat, obat yg diresepkan dari dokter tdk pernah lengkap ada di apotek saat mau checkout obat dari resep dokter. Padahal jika obat2 td dibeli terpisah (tdk dari resep dokter) ada. Tolong, sistemnya diperbaiki ttg ini.","aplikasi bagus & sangat membantu apalagi bisa disambungkan dgn asuransi juga. namun, kenapa beberapa kali saat pembelian obat, obat yg diresepkan dari dokter tdk pernah lengkap ada di apotek saat mau checkout obat dari resep dokter. padahal jika obat2 td dibeli terpisah (tdk dari resep dokter) ada. tolong, sistemnya diperbaiki ttg ini.",id
convenient app 👍,convenient application,fr
pesen obat disini keburu mati orngnya. sumpah lama bngt pengirimannya.,pesen obat disini keburu mati orngnya. sumpah lama bngt pengirimannya.,id
New normal era heath solition all in one,new normal era heath solition all in one,en
Mempermudah proses konsultasi saat pandemi,mempermudah proses konsultasi saat pandemi,id
Aplikasinya nge freeze oy nggak bisa di klik sama. Sekali.. Poor,aplikasinya nge freeze oy nggak bisa di klik sama. sekali.. poor,tl
"terima kasih Halodoc,aplikasi ini membantu sekali di saat pandemi","terima kasih halodoc,aplikasi ini membantu sekali di saat pandemi",id
Keren bangets !! Sangat berguna sekali,keren bangets !! sangat berguna sekali,id
It's really helpful!,it is really helpful!,en
Sangat membantu disaat emergency dan saat pandemi seperti sekarang ini,sangat membantu disaat emergency dan saat pandemi seperti sekarang ini,id
Ckp praktis dan mudah,ckp praktis dan mudah,id
Sangat membantu di kondisi sekarang,sangat membantu di kondisi sekarang,id
Sangat membantu sekali di masa Pandemi seperti ini👍,sangat membantu sekali di masa pandemi seperti ini,id
"Halo Doc, kenapa pesanan saya tidak dikirim secara lengkap tanpa penjelasan? Sudah hubungi CS selama 6 hari tapi selalu dijawab robot dg teks yg sama. Kelemahan utama halodoc : 1. Sbg konsumen kita tidak tahu dari apotik mana obat dikirim, shg tidak bisa kita hubungi langsung apotik tsb jika ada kekurangan obat yg dipesan. 2. Tidak ada mekanisme refund untuk obat yg tidak dikirim oleh apotik. Pengalaman saya lebih menyenangkan menggunakan Kimia Farma Mobile dan Apotik K24.","halo doc, kenapa pesanan saya tidak dikirim secara lengkap tanpa penjelasan? sudah hubungi cs selama 6 hari tapi selalu dijawab robot dg teks yg sama. kelemahan utama halodoc : 1. sbg konsumen kita tidak tahu dari apotik mana obat dikirim, shg tidak bisa kita hubungi langsung apotik tsb jika ada kekurangan obat yg dipesan. 2. tidak ada mekanisme refund untuk obat yg tidak dikirim oleh apotik. pengalaman saya lebih menyenangkan menggunakan kimia farma mobile dan apotik k24.",id
"CS nya tidak berfungsi, tidak Ada yg respon, katanya suruh telpon tetapi di telpon tidak bisa, di suruh cek e-mail tp tidak Ada email masuk, not rekomend apalagi disaat covid gini zonk bgt","cs nya tidak berfungsi, tidak ada yg respon, katanya suruh telpon tetapi di telpon tidak bisa, di suruh cek e-mail tp tidak ada email masuk, not rekomend apalagi disaat covid gini zonk bgt",id
"aplikasi yang sangat bermanfaat, tampilan interface menarik, user friendly, dan banyak sekali menu pilihan untuk membantu pasien dalam menemukan obat dan berkonsultasi dengan dokter","aplikasi yang sangat bermanfaat, tampilan interface menarik, user friendly, dan banyak sekali menu pilihan untuk membantu pasien dalam menemukan obat dan berkonsultasi dengan dokter",id
Dokter nya ramah2.. pertanyaan langsung dijawab dengan jelas.,dokter nya ramah2.. pertanyaan langsung dijawab dengan jelas.,id
Sangat membantu dikondisi pamdemi gini apalagi klo anak ada keluhan...aga ngeri ke rumkit skr,sangat membantu dikondisi pamdemi gini apalagi klo anak ada keluhan...aga ngeri ke rumkit skr,id
"Mudah digunakan, respons cepat, pengiriman obat tepat watu.","mudah digunakan, respons cepat, pengiriman obat tepat watu.",id
"Bagus appsnya user friendly hanya agak sedikit kecewa karena pesan 3 jenis obat berbeda, ojolnya sampai 3 kali sehingga ongkirnya luar biasa mahal ga sebanding sama harga obatnya dan ternyata dari 3 apotik berbeda.","bagus appsnya user friendly hanya agak sedikit kecewa karena pesan 3 jenis obat berbeda, ojolnya sampai 3 kali sehingga ongkirnya luar biasa mahal ga sebanding sama harga obatnya dan ternyata dari 3 apotik berbeda.",id
test result that should be available within 24 hours not yet released and now it has been 52 hours. customer support has could not be contacted via phone number. chat via app and not yet responded since 7 hours ago.,test result that should be available within 24 hours not yet released and now it has been 52 hours. customer support has could not be contacted via phone number. chat via application and not yet responded since 7 hours ago.,en
"User Interface-nya tidak smooth, khususnya ketika menambah item ke keranjang. Minimum pembelian untuk membeli obat merepotkan, karena tidak ada kebutuhan obat lain. Ketika mau menambah item sesuai minimun pembelian, biaya pengirimannya tambah lagi 18rb. Masa beli item 7rb salep + 6rb minum (demi memenuhi minimum pembelian) biaya pengirimannya 2x18rb dihitung per item? Busuk amat.","user interface-nya tidak smooth, khususnya ketika menambah item ke keranjang. minimum pembelian untuk membeli obat merepotkan, karena tidak ada kebutuhan obat lain. ketika mau menambah item sesuai minimun pembelian, biaya pengirimannya tambah lagi 18rb. masa beli item 7rb salep + 6rb minum (demi memenuhi minimum pembelian) biaya pengirimannya 2x18rb dihitung per item? busuk amat.",id
Dokter nya sopan dan cepat dlm menjelaskan,dokter nya sopan dan cepat dlm menjelaskan,id
"The doctor can have multiple patients at the same time and it makes the service terrible. My last consultation with the doctor, she said that she's currently handling 14 patients AT THE SAME TIME. How in the world can someone gave a consultation with a lot of people at once? With different problems!? Please halodoc, your apps has a lot of benefits especially during this pandemic. But, be considerable, be reasonable. I would rather uninstall this apps until your further improvement.","the doctor can have multiple patients at the same time and it makes the service terrible. my last consultation with the doctor, she said that she is currently handling 14 patients at the same time. how in the world can someone gave a consultation with a lot of people at once? with different problems!? please halodoc, your application has a lot of benefits especially during this pandemic. but, be considerable, be reasonable. i would rather uninstall this application until your further improvement.",en
"I love this app, to chat or book chat with Doctor easily. You have to download this app. So highly recommended.","i love this application, to chat or book chat with doctor easily. you have to download this application. so highly recommended.",en
Sangat membantu sekali,sangat membantu sekali,id
Alhamdulillah.. dokternya responsif.. dimasa pandemi ini sangan membantu,alhamdulillah.. dokternya responsif.. dimasa pandemi ini sangan membantu,id
"Kesel, mau sambungin ke gopay aja susah banget! Lama","kesel, mau sambungin ke gopay aja susah banget! lama",id
Such a nice app,such a nice application,en
"Very helpfull app, saran sih metode penambahan saldonya dikasih opsi via transfer bank ataupun pembayaran digital wallet lain seperti linkaja, ovo, dll.","very helpfull application, saran sih metode penambahan saldonya dikasih opsi via transfer bank ataupun pembayaran digital wallet lain seperti linkaja, ovo, dll.",id
Very good application and healpull.,very good application and healpull.,en
Sangat membantu dan very good,sangat membantu dan very good,id
Sulit menghubungi CS nya.. berhari hari masih belum bisa.. Sepertinya Hoax no tlp dan emailnya.. kalau bisa dihubungi / direspon tidak mungkin sy kasih bintang 1.. tolong otaknya dipakai..,sulit menghubungi cs nya.. berhari hari masih belum bisa.. sepertinya hoax no tlp dan emailnya.. kalau bisa dihubungi / direspon tidak mungkin sy kasih bintang 1.. tolong otaknya dipakai..,id
sangat membantu sekali,sangat membantu sekali,id
"Sekedar share saja ke temen2 semua. Mungkin sebaiknya helodoc konsen ke konsul dokter saja dari pada jualan obat. Saya pribadi membeli obat ke helodoc tanggal 28 juni 2021 dan alhamdulilah sampai 11 juli belum sampai. Saat saya tanyakan, helodoc melemparkan kesalahan ke jasa pengiriman. Sebaiknya temen2 kalau mau beli obat online nda usah ke helodoc. Rumah saya karanganyar jateng, mosok jakarta karanganyar sampai 13 hari belum dateng, sangat luar biasa. Untungnya itu obat biasa bukan vital.","sekedar share saja ke temen2 semua. mungkin sebaiknya helodoc konsen ke konsul dokter saja dari pada jualan obat. saya pribadi membeli obat ke helodoc tanggal 28 juni 2021 dan alhamdulilah sampai 11 juli belum sampai. saat saya tanyakan, helodoc melemparkan kesalahan ke jasa pengiriman. sebaiknya temen2 kalau mau beli obat online nda usah ke helodoc. rumah saya karanganyar jateng, mosok jakarta karanganyar sampai 13 hari belum dateng, sangat luar biasa. untungnya itu obat biasa bukan vital.",id
"Sudah upload resep tapi selalu dibatalkan tanpa ada keterangan dibatalkan karena apa, jika tidak ada obatnya informasikan itu lebih baik jadi tidak buang-buang waktu menunggu balasan, di chat balasannya super lama tidak efisien","sudah upload resep tapi selalu dibatalkan tanpa ada keterangan dibatalkan karena apa, jika tidak ada obatnya informasikan itu lebih baik jadi tidak buang-buang waktu menunggu balasan, di chat balasannya super lama tidak efisien",id
Pertama kali menggunakan aplikasi ini dan sangat berguna sekali. Cepat dan mudah digunakan,pertama kali menggunakan aplikasi ini dan sangat berguna sekali. cepat dan mudah digunakan,id
"Kecewa banget sih, tulisannya pesanan obat dibatalkan sepihak oleh apotek. Tapi ditunggu 2 hari gak dikembalikan uangnya. Kemudian mencoba minta bantuan melalui fitur bantuan tapi sampai 3 hari ini tidak ada respon sama sekali, tidak membantu sama sekali. Diputus koneksi berkali kali sepihak oleh cs halodoc. Uang nyangkut, barang gak dikirim, klaim pun tidak ditanggapi. Benar benar mengecewakan.","kecewa banget sih, tulisannya pesanan obat dibatalkan sepihak oleh apotek. tapi ditunggu 2 hari gak dikembalikan uangnya. kemudian mencoba minta bantuan melalui fitur bantuan tapi sampai 3 hari ini tidak ada respon sama sekali, tidak membantu sama sekali. diputus koneksi berkali kali sepihak oleh cs halodoc. uang nyangkut, barang gak dikirim, klaim pun tidak ditanggapi. benar benar mengecewakan.",id
Thanx already help me from home,thanx already help me from home,en
Sangat membantu dikala gak bisa keluar Dan butuh obat cepat,sangat membantu dikala gak bisa keluar dan butuh obat cepat,id
Very responsive dan harganya juga terjangkau,very responsive dan harganya juga terjangkau,id
Baru dua kali pakai apps. Sejauh ini informasi yg didapat cukup lengkap dan dokternya detail. Thank you,baru dua kali pakai application. sejauh ini informasi yg didapat cukup lengkap dan dokternya detail. thank you,id
"Aplikasi dengan kebijakan sampah dan tolol. Saya memesan PCR ke rumah di Halodoc dan dikonfirmasi serta diberikan jadwal. Tetapi berjam-jam setelah jadwal yang ditentukan, tidak ada informasi sama sekali tentang order saya. Customer Service bajingannya pun tidak bisa dihubungi berjam-jam. Akhirnya saya cancel, karena saya membutuhkan PCR nya cepat untuk orang tua saya. Di regulasi disebutkan uang refund akan dikembalikan ke rekening pengirim. Ternyata itu sebuah penipuan dan kebohongan. Hina.","aplikasi dengan kebijakan sampah dan tolol. saya memesan pcr ke rumah di halodoc dan dikonfirmasi serta diberikan jadwal. tetapi berjam-jam setelah jadwal yang ditentukan, tidak ada informasi sama sekali tentang order saya. customer service bajingannya pun tidak bisa dihubungi berjam-jam. akhirnya saya cancel, karena saya membutuhkan pcr nya cepat untuk orang tua saya. di regulasi disebutkan uang refund akan dikembalikan ke rekening pengirim. ternyata itu sebuah penipuan dan kebohongan. hina.",id
Dokter nya ok banget.. sabar dan jelas penjelasannya,dokter nya ok banget.. sabar dan jelas penjelasannya,id
"Sudah pymt melalui apps gojek, tp disebutkan dokter yg dipilih msh sibuk, ketika kembali ke apps Halodoc, pilih lagi dktr lagi, mesti byr lagi","sudah pymt melalui application gojek, tp disebutkan dokter yg dipilih msh sibuk, ketika kembali ke application halodoc, pilih lagi dktr lagi, mesti byr lagi",id
"Already sent the receipt and need to wait at least 15 minutes without nothing i get, 3rd time's I tried and the answer is same, either I try the option "" Chat us "" No response !!!! Guys What happened ?????","already sent the receipt and need to wait at least 15 minutes without nothing i get, 3rd time's i tried and the answer is same, either i try the option "" chat us "" no response !!!! guys what happened ?????",en
Konsultasi dengan Dokter sangat mudah sekali. Terima kasih Dr. Yasinta.,konsultasi dengan dokter sangat mudah sekali. terima kasih dr. yasinta.,id
Sangat membantu di saat harus isoman dan bisa terkoneksi dengan asuransi anda,sangat membantu di saat harus isoman dan bisa terkoneksi dengan asuransi anda,id
Sangat cepat dan ramah,sangat cepat dan ramah,id
Saya menghubungi cs terkait pembatalan obat sepihak oleh pihak apotek dan saldo gopay saya tak kunjung kembali belum ada respon dr pihak cs,saya menghubungi cs terkait pembatalan obat sepihak oleh pihak apotek dan saldo gopay saya tak kunjung kembali belum ada respon dr pihak cs,id
"Teruntuk Halodoc, Vaksinasi Covid-19 diperluas dong seperti Yogyakarta karena peminat banyak.","teruntuk halodoc, vaksinasi covid-19 diperluas dong seperti yogyakarta karena peminat banyak.",id
User friendly apps👍🏻,user friendly application,en
"Gak usah pake aplikasi ini. Buat janji dgn RS ternyata tidak terintegrasi, di rumah sakit masih harus daftar lagi. Pesen obat di 2 order number berbeda (misal A dan B), nyampe B tapi order yg dianggap selesai yang A. Padahal order A lebih mahal. Gak ada customer service karena reply saya belum dibales setelah nunggu sekian menit. Status char dibilang ""reply in few hours"". Gila.","gak usah pake aplikasi ini. buat janji dgn rs ternyata tidak terintegrasi, di rumah sakit masih harus daftar lagi. pesen obat di 2 order number berbeda (misal a dan b), nyampe b tapi order yg dianggap selesai yang a. padahal order a lebih mahal. gak ada customer service karena reply saya belum dibales setelah nunggu sekian menit. status char dibilang ""reply in few hours"". gila.",id
"Konsultasi belum terjadi karena dokter sibuk, saldo gopay sudah terpotong. Respon komplain dari halodoc lambat. So, bagi yg baru pake aplikasi ini, hati2. Coba pilih dokter yg murah dulu. Jd kalau terpotong saldo gopay pdhal konsultasi belum terjadi, gak rugi2 amat. Update: gopay dah di refund dlm waktu 40 menit.","konsultasi belum terjadi karena dokter sibuk, saldo gopay sudah terpotong. respon komplain dari halodoc lambat. so, bagi yg baru pake aplikasi ini, hati2. coba pilih dokter yg murah dulu. jd kalau terpotong saldo gopay pdhal konsultasi belum terjadi, gak rugi2 amat. update: gopay dah di refund dlm waktu 40 menit.",id
"sangat membantu, cepat dan akurat, thabk you halodoc","sangat membantu, cepat dan akurat, thabk you halodoc",id
"Benar-benar sangat membantu, dokter-dokternya OK 👍😁🙏, diagnosa dan pemberian resep nya OK 👍😁🙏","benar-benar sangat membantu, dokter-dokternya ok , diagnosa dan pemberian resep nya ok",id
"Sangat mbantu, terutama masa pandemi seperti ini. Trm ksh","sangat mbantu, terutama masa pandemi seperti ini. trm ksh",id
Gilaaaaa........pesen obat dr jam 1 siang sampe jam 8 malam ga sampe2......bisa sekarat orang.....di chat ga bales2,gilaaaaa........pesen obat dr jam 1 siang sampe jam 8 malam ga sampe2......bisa sekarat orang.....di chat ga bales2,id
Pelayanan dokter dan pembelian obat recommended,pelayanan dokter dan pembelian obat recommended,id
"Untuk masa pandemi ini, atau kedepan bagi masyarakat yang urgent konsultasi ke dokter, ini bisa jadi pilihan. Good job dok. Thanks 😇 GBU","untuk masa pandemi ini, atau kedepan bagi masyarakat yang urgent konsultasi ke dokter, ini bisa jadi pilihan. good job dok. thanks gbu",id
Very helpfull in this pandemi situation,very helpfull in this pandemi situation,en
Sangat membantu dan proses sangat cepat. Harga Obat juga tidak mahal,sangat membantu dan proses sangat cepat. harga obat juga tidak mahal,id
Pesen obat langsung sampeee cuman 20 menitan ah keren banged sangat membantu banged disaat urgent,pesen obat langsung sampeee cuman 20 menitan ah keren banged sangat membantu banged disaat urgent,id
Started using it today to consult with a dentist. Seems like a good app. Will re-rate once I am more familiar with the app. So far easy and streamline. Payment is also easy,started using it today to consult with a dentist. seems like a good application. will re-rate once i am more familiar with the application. so far easy and streamline. payment is also easy,en
Helpful for me n my family,helpful for me n my family,en
good banget..dokternya baik.,good banget..dokternya baik.,id
"Sesi konsul hanya 30 menit, semetara dalam 30 menit dokter lama sekali respon, belum ada jawaban terkait obat dan sarannya, masih tanya2 apakah ada gejala A B C D, dan sesi habis??","sesi konsul hanya 30 menit, semetara dalam 30 menit dokter lama sekali respon, belum ada jawaban terkait obat dan sarannya, masih tanya2 apakah ada gejala a b c d, dan sesi habis??",id
Sangat memudahkan membeli obat menggunakan halodoc. Terima kasih Halodoc!,sangat memudahkan membeli obat menggunakan halodoc. terima kasih halodoc!,id
Good app for health,good application for health,en
Fast respon dan sangat membantu sekali,fast respon dan sangat membantu sekali,id
Easy to use...,easy to use...,en
"good app, good doctor","good application, good doctor",en
"Praktis, Cepat dan Memuaskan","praktis, cepat dan memuaskan",id
Responsif dan cukup jelas,responsif dan cukup jelas,id
Ramah dokter nya,ramah dokter nya,id
Suka nge lag,suka nge lag,tl
"Pesan obat udah nunggu lama sampe lewat sehari eh taunya dibatalin, ngescan resep tapi gk bisa ditolak terus padahal foto udah jelas. Keburu mati orang kalo mesen disini","pesan obat udah nunggu lama sampe lewat sehari eh taunya dibatalin, ngescan resep tapi gk bisa ditolak terus padahal foto udah jelas. keburu mati orang kalo mesen disini",id
Proses konsultasi jelas dan mudah dan biayanya terjangkau . Lengkap dengan blog dan konten konten seputar kesehatan mantap,proses konsultasi jelas dan mudah dan biayanya terjangkau . lengkap dengan blog dan konten konten seputar kesehatan mantap,id
"Kalau untuk pengiriman obat baik. Tapi untuk sesi konsultasi dokter, saya benar2 tidak puas. Saya sudah beli paket Rp 99.000 utk 14x konsultasi, tapi ada sesi dimana dokter tidak membalas chat saya sama sekali. Saya spt patung. Mohon maaf tapi saya benar2 tidak puas konsultasi dengan halodoc","kalau untuk pengiriman obat baik. tapi untuk sesi konsultasi dokter, saya benar2 tidak puas. saya sudah beli paket rp 99.000 utk 14x konsultasi, tapi ada sesi dimana dokter tidak membalas chat saya sama sekali. saya spt patung. mohon maaf tapi saya benar2 tidak puas konsultasi dengan halodoc",id
"Fast respond, nice doctor","fast respond, nice doctor",ro
"Sangat membantu di saat ppkb, chat dgn dokter baik, respon cepat, pemesanan obat jg baik dan cepat","sangat membantu di saat ppkb, chat dgn dokter baik, respon cepat, pemesanan obat jg baik dan cepat",id
Obat pesanan saya sudah seminggu lebih belum sampe. Padahal di aplikasi keterangan waktu prosesnya 1-4 hari. Keterangan pemesanan udah 7 hari Masih tertulis 'Dalam Proses'. CS ditelepon sibuk terus. Chat yang balas robot.,obat pesanan saya sudah seminggu lebih belum sampe. padahal di aplikasi keterangan waktu prosesnya 1-4 hari. keterangan pemesanan udah 7 hari masih tertulis 'dalam proses'. cs ditelepon sibuk terus. chat yang balas robot.,id
membantu sekali aplikasi ini,membantu sekali aplikasi ini,id
Cepat terhubung dgn docter.. lsg ditangani,cepat terhubung dgn docter.. lsg ditangani,id
Bought a medicine 5 days ago. Still not delivered to me yet and my money stuck with them. I cant even get any access to the support team until now.,bought a medicine 5 days ago. still not delivered to me yet and my money stuck with them. i cannot even get any access to the support team until now.,en
Konsultasi dokter dimanapun dan cepat,konsultasi dokter dimanapun dan cepat,id
"Tidak dapat chat dengan driver pengirim obatnya sehingga bisa terjadi kesalahpahaman saat penerimaan obat, customer service via chat sangat lambat membalas dan jika ditelfon terlalu menghabiskan pulsa.","tidak dapat chat dengan driver pengirim obatnya sehingga bisa terjadi kesalahpahaman saat penerimaan obat, customer service via chat sangat lambat membalas dan jika ditelfon terlalu menghabiskan pulsa.",id
"Aplikasi bagus, dokter konsul nya juga bagus","aplikasi bagus, dokter konsul nya juga bagus",id
"After update, the app keep lag a lot, it require me to reinstall it again and again several times when it lagged.","after update, the application keep lag a lot, it require me to reinstall it again and again several times when it lagged.",en
Ok untuk emergency,ok untuk emergency,id
so far so good,so far so good,so
"Sangat memudahkan pengguna untuk menemukan obat yg dibutuhkan.. Proses cepat walau memang psti ada wktu pengantaran jd butuh sabar untuk smpai di rmh.. Tp agk disayangkan untuk bbrp obat yg urgent di saat covid tp fiwajibkan oleh aplikasi untuk konsultasi dgn dokter dulu dan harus janjian esok hari nya jd g bs urgent untuk bbrp obat sperti antibiotic fluvir, decivir, oseltamivir padahal langka di apotek2.. But overall oke pelayanan nya.. Thank you","sangat memudahkan pengguna untuk menemukan obat yg dibutuhkan.. proses cepat walau memang psti ada wktu pengantaran jd butuh sabar untuk smpai di rmh.. tp agk disayangkan untuk bbrp obat yg urgent di saat covid tp fiwajibkan oleh aplikasi untuk konsultasi dgn dokter dulu dan harus janjian esok hari nya jd g bs urgent untuk bbrp obat sperti antibiotic fluvir, decivir, oseltamivir padahal langka di apotek2.. but overall oke pelayanan nya.. thank you",id
Still pending while download the app,still pending while download the application,en
Cool App! Membantu sekali. Thank you.,cool application! membantu sekali. thank you.,en
Klo bisa sharing video akan mempermudah utk tau kondisi kucing,klo bisa sharing video akan mempermudah utk tau kondisi kucing,id
Very useful application,very useful application,en
"Sudah bagus semua, terimakasih yaa🙏","sudah bagus semua, terimakasih yaa",id
Super useful apps!!!,super useful application!!!,it
CS ga jelas. Pengiriman dari luar kota lama bukan main. Ga bisa tracking. Pengalaman terburuk.,cs ga jelas. pengiriman dari luar kota lama bukan main. ga bisa tracking. pengalaman terburuk.,id
"Saya sudah bayar biaya untuk chatnya, tapi saat saya mau masuk ke percakapannya malah ""error loading messages"". Sampe 3x saya bayar biaya untuk chat nya dan selalu eror gitu. Ini maksudnya gimana sih?","saya sudah bayar biaya untuk chatnya, tapi saat saya mau masuk ke percakapannya malah ""error loading messages"". sampe 3x saya bayar biaya untuk chat nya dan selalu eror gitu. ini maksudnya gimana sih?",id
Cukup membantu kalo lg ga bisa ke dokter/klinik,cukup membantu kalo lg ga bisa ke dokter/klinik,id
It really help me,it really help me,en
Nice aplikasi. Memudahkan utk konsultasi. Dan murah pastinya...👍,nice aplikasi. memudahkan utk konsultasi. dan murah pastinya...,id
"Bagus, cepat pelayanannya","bagus, cepat pelayanannya",id
"Detil penjelasan dokternya, Kalau beli obat jg kurang daei satu jam sudah sampai. Cocok buat di masa pandemi ini.","detil penjelasan dokternya, kalau beli obat jg kurang daei satu jam sudah sampai. cocok buat di masa pandemi ini.",id
Membantu banget untuk konsultasi sebelum visit ke dokter terdekat,membantu banget untuk konsultasi sebelum visit ke dokter terdekat,id
Sangat membantu apalagi lagi situasi pandemi gini.,sangat membantu apalagi lagi situasi pandemi gini.,id
Aplikasi yg sangat membantu,aplikasi yg sangat membantu,id
"Great app. Big helped since I installed in 2019. Helped me to get medicines for myself, my kids and my pets.","great application. big helped since i installed in 2019. helped me to get medicines for myself, my kids and my pets.",en
"Puas dengan pelayanan Dokter hewan, detail dan sabar. Terutama drh Reh br Tarigan recommended vet","puas dengan pelayanan dokter hewan, detail dan sabar. terutama drh reh br tarigan recommended vet",id
"Perihal obat yang tidak tersedia kami mohon maaf atas ketidaknyamanannya, mohon kesediaannya Bapak lakukan pemesanan ulang dan coba secara berkala ya. coba sampai kapan? sampai dijemput malaikat? tidak bisakah ganti obat sejenis?","perihal obat yang tidak tersedia kami mohon maaf atas ketidaknyamanannya, mohon kesediaannya bapak lakukan pemesanan ulang dan coba secara berkala ya. coba sampai kapan? sampai dijemput malaikat? tidak bisakah ganti obat sejenis?",id
Pesan obat lewat aplikasi ini gak sampe 1jam sdh sampai...👍👍👍,pesan obat lewat aplikasi ini gak sampe 1jam sdh sampai...,id
"Vaksin lewat halodoc KACAU PARAH!! Saya sdh buat janji tgl 9 juli pkl. 13.00 di aplikasi dan sudah terkonfirmasi, tapi saya datang ke puskesmas lebih awal pkl 09.00 dgn maksud memastikan, ternyata oleh puskesmas dpt info kuota per hari ini sdh habis, dan tidak berlaku janji di halodoc, saya telp CS halodoc selalu sibuk. Tolong kalau buat program, apalagi yang gratis yg sinkron dgn di lapangan!","vaksin lewat halodoc kacau parah!! saya sdh buat janji tgl 9 juli pkl. 13.00 di aplikasi dan sudah terkonfirmasi, tapi saya datang ke puskesmas lebih awal pkl 09.00 dgn maksud memastikan, ternyata oleh puskesmas dpt info kuota per hari ini sdh habis, dan tidak berlaku janji di halodoc, saya telp cs halodoc selalu sibuk. tolong kalau buat program, apalagi yang gratis yg sinkron dgn di lapangan!",id
Sangat sangat membantu,sangat sangat membantu,tl
"Beware of this SCAM apps! It try to STEAL your money & never intended to give it back!! I ordered for 3 stripes of medicine, and HAVE PAID IN FULL with gopay... but it only delivered 2 stripes! And my money/gopay NEVER RETURNED! Have been trying to email, twice, with NO RESPONSE! AND HALODOC STILL KEPT MY OWN PERSONAL MONEY!! 1 STAR UNTILL YOU RETURN MY MONEY!! :(","beware of this scam application! it try to steal your money & never intended to give it back!! i ordered for 3 stripes of medicine, and have paid in full with gopay... but it only delivered 2 stripes! and my money/gopay never returned! have been trying to email, twice, with no response! and halodoc still kept my own personal money!! 1 star untill you return my money!! :(",en
Aplikasi yg sangat bermanfaat,aplikasi yg sangat bermanfaat,id
Sdh coba chat Dokter di Halodoc..sepertinya hanya statusnya sj yg aktif. Buat minta resep Digital saja sulit..Tdk ada yg respon..mungkin sibuk handle pasien Covid. Salam Sehat selalu Guys..jgn sampe kena Covid.,sdh coba chat dokter di halodoc..sepertinya hanya statusnya sj yg aktif. buat minta resep digital saja sulit..tdk ada yg respon..mungkin sibuk handle pasien covid. salam sehat selalu guys..jgn sampe kena covid.,id
Pcr sameday. Hasil ga keluar sudah hampir 1 minggu. Uang tidak kembali. Cs hanya bot yg balas. PARAH!!!,pcr sameday. hasil ga keluar sudah hampir 1 minggu. uang tidak kembali. cs hanya bot yg balas. parah!!!,id
"Pesan obat dari tanggal 3 ga dikirim2, hubungi halodoc susah banget, email chat telp ga digubris, terakhir malah suruh dibatalin, keterlaluan, not recommended","pesan obat dari tanggal 3 ga dikirim2, hubungi halodoc susah banget, email chat telp ga digubris, terakhir malah suruh dibatalin, keterlaluan, not recommended",id
Aplikasi yg sangat bermanfaat. Terutama masa pandemi ini.,aplikasi yg sangat bermanfaat. terutama masa pandemi ini.,id
Pengalaman konsultasi dengan dokter yg ramah dan jelaa,pengalaman konsultasi dengan dokter yg ramah dan jelaa,id
Sangat membantu.. tdk perlu pergi ke rmh sakit,sangat membantu.. tdk perlu pergi ke rmh sakit,id
"sangat memudahkan, terimakasih halodoc","sangat memudahkan, terimakasih halodoc",id
Mesen obat ada yg error ga bisa dapat driver padahal reguler.,mesen obat ada yg error ga bisa dapat driver padahal reguler.,id
"FIX SIH KACAU BGT. masa saya pesen halofit dr hari selasa sampe hari jumat statusnya masih dalam proses aja? pdhl itu aja saya masih mesti nunggu 1-4 hari lagi sampe obatnya nyampe kerumah pas udah dikirim. mau komplain chat cs jawabannya cuma sabar menunggu, di telfon susah selalu sibuk, di emailpun ga ada jawaban. kalau org sakit kronis n ngandelin beli obat disini doang yg ada keburu MATI!!! kalian ini aplikasi kesehatan kalo kalian lupa!!!","fix sih kacau bgt. masa saya pesen halofit dr hari selasa sampe hari jumat statusnya masih dalam proses aja? pdhl itu aja saya masih mesti nunggu 1-4 hari lagi sampe obatnya nyampe kerumah pas udah dikirim. mau komplain chat cs jawabannya cuma sabar menunggu, di telfon susah selalu sibuk, di emailpun ga ada jawaban. kalau org sakit kronis n ngandelin beli obat disini doang yg ada keburu mati!!! kalian ini aplikasi kesehatan kalo kalian lupa!!!",id
"ngubungin CSnya minta di refund, malah di reschedule. setelah diprotes katanya bakal di proses. sampe skrng hampir 3minggu ga ada kejelasan, keren bgt ya halodoc 😂","ngubungin csnya minta di refund, malah di reschedule. setelah diprotes katanya bakal di proses. sampe skrng hampir 3minggu ga ada kejelasan, keren bgt ya halodoc",id
"Mudah, solutif, dibutuhkan.","mudah, solutif, dibutuhkan.",id
Aplikasi yang sangat berguna,aplikasi yang sangat berguna,id
Pfft...dokternya yang nggak bisa dihubungi tapi saldo ttp kepotong dan nggak balik,pfft...dokternya yang nggak bisa dihubungi tapi saldo ttp kepotong dan nggak balik,id
"Respon lambat, pesanan obat ditulis 1-4 hari,tapi sampai hari ke 5 masih Tidak dikirim juga","respon lambat, pesanan obat ditulis 1-4 hari,tapi sampai hari ke 5 masih tidak dikirim juga",id
"Worst ux in health app ever, just worst, i end up buying way way more that I need, you should fire all your ux team and start fresh","worst ux in health application ever, just worst, i end up buying way way more that i need, you should fire all your ux team and start fresh",en
