content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
Always helping me!!!!!!,always helping me!!!!!!,en,0.5216,0.0,0.373,0.627,2,helping
Help ful aplication in pandemic era,help ful aplication in pandemic era,en,0.4019,0.0,0.649,0.351,1,aplication pandemic era
Good Helping for Everyone,good helping for everyone,en,0.6249,0.0,0.282,0.718,2,good helping
Very helpfull apps for your health,very helpfull application for your health,en,0.0,0.0,1.0,0.0,0,helpfull application health
Very Helpful & simple,very helpful & simple,en,0.4754,0.0,0.492,0.508,2,helpful simple
"Best place to do doctor consultation, has integration with insurance, pharmacy and laboratory","best place to do doctor consultation, has integration with insurance, pharmacy and laboratory",en,0.6369,0.0,0.741,0.259,1,doctor consultation integration
Always malfunctioned when I'm about to checkout the medicine,always malfunctioned when i am about to checkout the medicine,en,0.0,0.0,1.0,0.0,0,malfunctioned checkout medicine
"bad experience, cs not helpful, my complaints not taken seriously, do not use this app, i warn you already","bad experience, cs not helpful, my complaints not taken seriously, do not use this application, i warn you already",en,-0.5355,0.289,0.56,0.151,-1,cs helpful
"Fast service, informative to first time users","fast service, informative to first time users",en,0.0,0.0,1.0,0.0,0,fast service informative
I wish after you go out of the App you still can continue your transaction It logged me out from my previous transaction.i was in the middle of it and i had to start all over.,i wish after you go out of the application you still can continue your transaction it logged me out from my previous transaction.i was in the middle of it and i had to start all over.,en,0.4019,0.0,0.928,0.072,1,application continue transaction
"Halodoc is the best compare to others similiar app without ""H""","halodoc is the best compare to others similiar application without ""h""",en,0.6369,0.0,0.704,0.296,1,halodoc best compare
Super helpful. Thank you very much. Having this app is a must for everyone I guess.,super helpful. thank you very much. having this application is a must for everyone i guess.,en,0.8481,0.0,0.586,0.414,1,thank having application
Very useful apps,very useful application,en,0.4927,0.0,0.385,0.615,2,useful application
"You need doctor & other health product? Well, you've come to the right place","you need doctor & other health product? well, you have come to the right place",en,0.2732,0.0,0.861,0.139,1,health product come
Fast response and helpful,fast response and helpful,en,0.4215,0.0,0.517,0.483,1,fast response helpful
"this app very helpfull, recommended doctor.","this application very helpfull, recommended doctor.",en,0.2682,0.0,0.706,0.294,1,helpfull recommended doctor
Good apps...so much helping,good application...so much helping,en,0.6249,0.0,0.282,0.718,2,good application helping
Its a little bit hard because sometimes error,its a little bit hard because sometimes error,en,-0.4256,0.389,0.611,0.0,-1,hard error
Best and so helpful,best and so helpful,en,0.807,0.0,0.215,0.785,2,best helpful
"Please activate chat with driver feature as it will ease our experience without having to contact driver separately through call, sms or even wa Fyi some houses don't have a good celular recipient hence they only could use wifi supported channel as in wa, in app chat, etc. Hope you could fix that, no issue other than that you saved mine & my family lives through 2021 covid, thank you","please activate chat with driver feature as it will ease our experience without having to contact driver separately through call, sms or even wa fyi some houses do not have a good celular recipient hence they only could use wifi supported channel as in wa, in application chat, etc. hope you could fix that, no issue other than that you saved mine & my family lives through 2021 covid, thank you",en,0.8884,0.056,0.738,0.207,1,activate chat driver
I'd love to give 5 star but the thing is I can't locate my driver and see the navigation. Overall this app is helping me a lot especially during these bad times.,i would love to give 5 star but the thing is i cannot locate my driver and see the navigation. overall this application is helping me a lot especially during these bad times.,en,-0.189,0.13,0.733,0.137,-1,driver navigation
App is good! Difficult to change insurance which already linked with new number!,application is good! difficult to change insurance which already linked with new number!,en,0.3147,0.145,0.579,0.277,1,change insurance linked
Very very useful,very very useful,en,0.5379,0.0,0.366,0.634,2,useful
Nice app. Helpful,nice application. helpful,en,0.6808,0.0,0.152,0.848,2,nice application helpful
Easy and useful to keep our health,easy and useful to keep our health,en,0.7003,0.0,0.463,0.537,2,easy useful health
"What's wrong with the app, I'm not able to use my insurance to purchase the medicines prescribed by the doctor!","what is wrong with the application, i am not able to use my insurance to purchase the medicines prescribed by the doctor!",en,-0.5255,0.151,0.849,0.0,-1,insurance purchase medicines
Helpful app in time of needs.,helpful application in time of needs.,en,0.4215,0.0,0.641,0.359,1,helpful application time
Feature to chat with doctor is great and the online medicine store is cool as well. My worst experience is in the booking for appointment with doctor. The schedule information is invalid (per information given by the hospital) and I can't request for cancel by myself neither can the hospital staff. Please make the information of doctor schedule valid and reliable so people don't waste their time making an appointment and confirming with the hospital just for requsting it to be cancelled.,feature to chat with doctor is great and the online medicine store is cool as well. my worst experience is in the booking for appointment with doctor. the schedule information is invalid (per information given by the hospital) and i cannot request for cancel by myself neither can the hospital staff. please make the information of doctor schedule valid and reliable so people do not waste their time making an appointment and confirming with the hospital just for requsting it to be cancelled.,en,0.7927,0.064,0.777,0.159,1,appointment doctor schedule
Simple and many choices for out healthy. Thank you very much 🙏,simple and many choices for out healthy. thank you very much,en,0.6369,0.0,0.679,0.321,1,choices healthy thank
Great one stop health & medical solutions,great one stop health & medical solutions,en,0.5574,0.183,0.333,0.483,1,health medical solutions
Very helpfull apps when i need some medicines immediately,very helpfull application when i need some medicines immediately,en,0.0,0.0,1.0,0.0,0,application need medicines
Easy and practical to use,easy and practical to use,en,0.4404,0.0,0.58,0.42,1,easy practical use
"Good, very helpful during pandemic, thanks","good, very helpful during pandemic, thanks",en,0.8357,0.0,0.252,0.748,2,good helpful pandemic
"The app keeps crashing down whenever I try to chat with the doctor and the fact that we have limited time to consult makes it difficult to use, please fix it.","the application keeps crashing down whenever i try to chat with the doctor and the fact that we have limited time to consult makes it difficult to use, please fix it.",en,-0.2732,0.127,0.807,0.066,-1,application keeps crashing
helpful dok. friendly and details explanation,helpful dok. friendly and details explanation,en,0.7184,0.0,0.4,0.6,2,helpful dok friendly
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
Helpfull aplication.. great,helpfull aplication.. great,en,0.6249,0.0,0.328,0.672,2,helpfull aplication great
"Very helpfull, intuitive and easy to use. Thanks !","very helpfull, intuitive and easy to use. thanks !",en,0.7263,0.0,0.535,0.465,1,easy use thanks
easily and helpfully,easily and helpfully,en,0.6908,0.0,0.149,0.851,2,easily helpfully
Great app n helpful,great application n helpful,en,0.7845,0.0,0.225,0.775,2,great application helpful
Not bad for my first time.,not bad for my first time.,en,0.431,0.0,0.637,0.363,1,bad
Good doctor and easily to check our health,good doctor and easily to check our health,en,0.6486,0.0,0.531,0.469,1,good doctor easily
"Helping people, before long que at the clinic","helping people, before long que at the clinic",en,0.296,0.0,0.761,0.239,1,helping people long
Fast and reliable,fast and reliable,en,0.0,0.0,1.0,0.0,0,fast reliable
"Worst experience, i've already paid to chat with doctor but i always waiting that those doctor is ready to chat and didn't get contact for customer service to chat again","worst experience, i have already paid to chat with doctor but i always waiting that those doctor is ready to chat and did not get contact for customer service to chat again",en,0.1779,0.075,0.828,0.096,1,chat doctor waiting
Very fast and efficient,very fast and efficient,en,0.4703,0.0,0.495,0.505,2,fast efficient
"Please fix the notification bug, where the notification keep telling me to complete the purchase but i didn't make any transaction in the application","please fix the notification bug, where the notification keep telling me to complete the purchase but i did not make any transaction in the application",en,0.1655,0.0,0.933,0.067,1,fix notification bug
"Worst experience. For the first time I want to try this application and consult about veterinarians using the gopay payment method, but the balance has been deducted first while I can't consult with the doctor, maybe cost cuts can be made after consulting so that the patient does not lose","worst experience. for the first time i want to try this application and consult about veterinarians using the gopay payment method, but the balance has been deducted first while i cannot consult with the doctor, maybe cost cuts can be made after consulting so that the patient does not lose",en,-0.3211,0.097,0.831,0.073,-1,veterinarians using gopay
This is very useful. You can get the drug recommendation.,this is very useful. you can get the drug recommendation.,en,0.4927,0.0,0.738,0.262,1,useful drug recommendation
Best to consult experience doctor online,best to consult experience doctor online,en,0.6369,0.0,0.543,0.457,1,consult experience doctor
Fast and exact renspons! Keep up the good job! (Cepat tepat tanggap..keren!),fast and exact renspons! keep up the good job! (cepat tepat tanggap..keren!),en,0.5826,0.0,0.744,0.256,1,tepat tanggap keren
One of the best apps! Very convenient!,one of the best application! very convenient!,en,0.6988,0.0,0.556,0.444,1,best application convenient
DRH Ami is very helpful and patient. She gave guidelines on how to take care the adopt kitten with clear explanation in this prime time around 9.30ish pm. Recommended to consult with her,drh ami is very helpful and patient. she gave guidelines on how to take care the adopt kitten with clear explanation in this prime time around 9.30ish pm. recommended to consult with her,en,0.8858,0.0,0.693,0.307,1,care adopt kitten
Very usefull apps,very usefull application,en,0.0,0.0,1.0,0.0,0,usefull application
"The most complete health app, it's got everything you name it, you can even talk to real doctor, pharmacist. Especially during COVID pandemic this app is highly recommended and a must have a whole hospital in your pocket anytime you need it. It's got ton's of very detail information that you can compare to a real person, as long any virus around and keep on mutating this app will keep you standard safety protocol in place. Stay safe and God Bless.","the most complete health application, it is got everything you name it, you can even talk to real doctor, pharmacist. especially during covid pandemic this application is highly recommended and a must have a whole hospital in your pocket anytime you need it. it is got ton's of very detail information that you can compare to a real person, as long any virus around and keep on mutating this application will keep you standard safety protocol in place. stay safe and god bless.",en,0.8932,0.0,0.857,0.143,1,complete health application
The doctor seems doing other things on the same time. The response takes time. The domtor does.not answer all the questions.,the doctor seems doing other things on the same time. the response takes time. the domtor does.not answer all the questions.,en,0.0,0.0,1.0,0.0,0,response takes time
"Good apps, reliable, and easy to use. 5 star!","good application, reliable, and easy to use. 5 star!",en,0.7263,0.0,0.535,0.465,1,easy use star
This app it's really helping for sure😊,this application it is really helping for sure,en,0.8766,0.0,0.42,0.58,2,application really helping
Very helpful 👍👍👍👍👍👍👍,very helpful,en,0.4754,0.0,0.829,0.171,1,helpful
Good app for simple life,good application for simple life,en,0.4404,0.0,0.58,0.42,1,application simple life
"Since the update, purchasing medicine for other person (family members) or even self are difficult. Seemed like they just want you to consult with their doctor. I uninstall immediately","since the update, purchasing medicine for other person (family members) or even self are difficult. seemed like they just want you to consult with their doctor. i uninstall immediately",en,0.0772,0.077,0.805,0.118,1,update purchasing medicine
"I appreciate this app It help me during quarantine, when i need a medicines and in health facility on quarantine place not occupied","i appreciate this application it help me during quarantine, when i need a medicines and in health facility on quarantine place not occupied",en,0.6597,0.0,0.795,0.205,1,application help quarantine
Good and effective,good and effective,en,0.7184,0.0,0.143,0.857,2,good effective
"The app is good. It helps people to have a consultation with Specialist in an easy and less expensive way. However, there are no option for self-pick up medicine or an option that we can order the medicine straight to the med store. It's so uncomfotable to wait for the medicine's shipping for the next 4 days maximum, while suffering from the disease","the application is good. it helps people to have a consultation with specialist in an easy and less expensive way. however, there are no option for self-pick up medicine or an option that we can order the medicine straight to the med store. it is so uncomfotable to wait for the medicine's shipping for the next 4 days maximum, while suffering from the disease",en,0.6124,0.073,0.785,0.142,1,pick medicine option
"really helpfull even we need consul in the middle of the night, the doctor was ready for it","really helpfull even we need consul in the middle of the night, the doctor was ready for it",en,0.3612,0.0,0.872,0.128,1,consul middle night
Good application for our healthy ⭐⭐⭐⭐⭐,good application for our healthy,en,0.6808,0.0,0.588,0.412,1,good application healthy
"Super app , consultation with doctor and they sent the medicine within 1-2 hours ....awesome","super application , consultation with doctor and they sent the medicine within 1-2 hours ....awesome",en,0.8402,0.0,0.619,0.381,1,sent medicine hours
NO RECOMENDED!Buy medicine must have receipt.. even a no need medicine must include receipt... Apps for the easier buy medicine?? No thats not this apps.. Too complicated apps ever!,no recomended!buy medicine must have receipt.. even a no need medicine must include receipt... application for the easier buy medicine?? no that is not this application.. too complicated application ever!,en,-0.668,0.229,0.693,0.078,-1,buy medicine receipt
Best app ever,best application ever,en,0.6369,0.0,0.323,0.677,2,best application
Sangat membantu sekali aplikasi ini and good service so far. Keep up the good work! 👌👌👌👌,sangat membantu sekali aplikasi ini and good service so far. keep up the good work!,en,0.9828,0.0,0.298,0.702,2,membantu sekali aplikasi
Great health app,great health application,en,0.6249,0.0,0.328,0.672,2,great health application
Easy application. 👍,easy application.,en,0.4404,0.0,0.508,0.492,1,easy application
Great app as fast solution when we're not feeling well,great application as fast solution when we are not feeling well,en,0.6388,0.204,0.385,0.411,1,fast solution feeling
Helpful in urgernt time,helpful in urgernt time,en,0.4215,0.0,0.517,0.483,1,helpful urgernt time
Quick response and helpful.,quick response and helpful.,en,0.4215,0.0,0.517,0.483,1,quick response helpful
Nice. N always be update for variative.,nice. n always be update for variative.,en,0.4215,0.0,0.682,0.318,1,nice update variative
Good but the medicine is quite expensive,good but the medicine is quite expensive,en,0.2382,0.0,0.755,0.245,1,medicine quite expensive
"make it simple, fast, & easy","make it simple, fast, & easy",en,0.4404,0.0,0.633,0.367,1,simple fast easy
You have to get this apps. Really helpful for our family.,you have to get this application. really helpful for our family.,en,0.4754,0.0,0.764,0.236,1,application really helpful
Make all easy whennin urgent,make all easy whennin urgent,en,0.5719,0.0,0.39,0.61,2,easy whennin urgent
"Help me so much, easier to consultation in harsh time.","help me so much, easier to consultation in harsh time.",en,0.4364,0.185,0.446,0.369,1,help easier consultation
"Good App, straight to the point","good application, straight to the point",en,0.5859,0.0,0.455,0.545,2,good application straight
"Worst Experience Trying to order swab test, the app shows an error but still got charged. have contacted the customer service and they said will email later regarding the problems. But till today theres no contact or email at all.","worst experience trying to order swab test, the application shows an error but still got charged. have contacted the customer service and they said will email later regarding the problems. but till today there is no contact or email at all.",en,-0.899,0.27,0.73,0.0,-1,trying order swab
This apps really helpfull during pandemic.. very easy to used!!,this application really helpfull during pandemic.. very easy to used!!,en,0.5827,0.0,0.704,0.296,1,pandemic easy used
"Suka banget sama halodoc. Benar2 membantu di situasi genting saat sakit & ga bisa kemana mana. Dokter fast respond, informatif, biaya konsul murah & obatnya sampe ga lebih dari 30 menit. Thank you so much halodoc team! Will definitely be my ""must owned"" app in my phone & recommend it to all my family & friends. Good job!","suka banget sama halodoc. benar2 membantu di situasi genting saat sakit & ga bisa kemana mana. dokter fast respond, informatif, biaya konsul murah & obatnya sampe ga lebih dari 30 menit. thank you so much halodoc team! will definitely be my ""must owned"" application in my phone & recommend it to all my family & friends. good job!",en,0.9229,0.0,0.788,0.212,1,banget sama halodoc
Simple n express n very helfulllll,simple n express n very helfulllll,en,0.0,0.0,1.0,0.0,0,simple express helfulllll
Worst service ever. Halodoc is not ready to handle the cashless insurance facility of Manulife. The cashless is useless. You have to wait for more than 3 days to get Halodoc approval to approve your request for cashless facility for each medical request. The list of hospital cashless facility is also not entirely listed in the apps yet. There are still many insurance that can do far better than Manulife cooperation with Halodoc. Don't be deceived by this apps that offer cashless facility.,worst service ever. halodoc is not ready to handle the cashless insurance facility of manulife. the cashless is useless. you have to wait for more than 3 days to get halodoc approval to approve your request for cashless facility for each medical request. the list of hospital cashless facility is also not entirely listed in the application yet. there are still many insurance that can do far better than manulife cooperation with halodoc. do not be deceived by this application that offer cashless facility.,en,-0.1541,0.095,0.816,0.089,-1,insurance facility manulife
"Customer service is very bad. Every time i called them, they were busy.","customer service is very bad. every time i called them, they were busy.",en,-0.5849,0.24,0.76,0.0,-1,customer service bad
"Nice dok, thanks","nice dok, thanks",en,0.6908,0.0,0.149,0.851,2,nice dok thanks
Good enough to chat with the health specialist. Better than we search from google.CMIW,good enough to chat with the health specialist. better than we search from google.cmiw,en,0.7003,0.0,0.674,0.326,1,chat health specialist
Cannot order medicine Complex costumer services protocol with no final solution,cannot order medicine complex costumer services protocol with no final solution,en,-0.4874,0.316,0.684,0.0,-1,order medicine complex
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
Very helpful apps. What a masterpiece work,very helpful application. what a masterpiece work,en,0.8016,0.0,0.41,0.59,2,helpful application masterpiece
Very good service,very good service,en,0.4927,0.0,0.385,0.615,2,good service
Efficient and safe time. Apps also easy to use,efficient and safe time. application also easy to use,en,0.8225,0.0,0.411,0.589,2,efficient safe time
really help me anytime. thanks,really help me anytime. thanks,en,0.7089,0.0,0.337,0.663,2,help anytime thanks
Very helpfull. Thx halodoc,very helpfull. thanks halodoc,en,0.4173,0.0,0.519,0.481,1,helpfull thanks halodoc
Good application and this is really helpful.,good application and this is really helpful.,en,0.7178,0.0,0.455,0.545,2,application really helpful
"Awesome app but not received medicine and Dr. Talk with another language i think aliyans language , hospital not show Near my home Please , send me some your representative to my home for teach me how to use your app Love from india 🇮🇳","awesome application but not received medicine and dr. talk with another language i think aliyans language , hospital not show near my home please , send me some your representative to my home for teach me how to use your application love from india",en,0.9062,0.0,0.788,0.212,1,application received medicine
I like the experience,i like the experience,en,0.3612,0.0,0.545,0.455,1,like experience
I lost my phone number and I tried to login via email but there's no option to do it. Is there any way for me to access my account? What's the use of email then if we only get ads from it lol,i lost my phone number and i tried to login via email but there is no option to do it. is there any way for me to access my account? what is the use of email then if we only get ads from it lol,en,0.1027,0.092,0.807,0.1,1,lost phone number
Easy to use and the doctor quick response,easy to use and the doctor quick response,en,0.4404,0.0,0.707,0.293,1,easy use doctor
"Truly benefit from this app. Easy to use, user friendly interface. However, it'd be much nicer if there's an option if patient/user can self-pick the medications directly in the pharmacy.","truly benefit from this application. easy to use, user friendly interface. however, it would be much nicer if there is an option if patient/user can self-pick the medications directly in the pharmacy.",en,0.9313,0.0,0.627,0.373,1,pick medications directly
Really like this app..Everything is very good..Doctor consultation is very helpful when We can't go out .and can get medicine fast.,really like this application..everything is very good..doctor consultation is very helpful when we cannot go out .and can get medicine fast.,en,0.7083,0.0,0.763,0.237,1,application good doctor
"This app has been a great help since day 1, no bugs, no hassle. Plus they added tons of payment methods recently.","this application has been a great help since day 1, no bugs, no hassle. plus they added tons of payment methods recently.",en,0.7571,0.076,0.623,0.301,1,application great
"Love this app, and kind doctor and realll doctor 😊🙏","love this application, and kind doctor and realll doctor",en,0.9274,0.0,0.469,0.531,2,application kind doctor
"Good service, docter is experienced","good service, docter is experienced",en,0.4404,0.0,0.58,0.42,1,service docter experienced
"Good experience, but mostly we used chat for consultation","good experience, but mostly we used chat for consultation",en,0.2382,0.0,0.804,0.196,1,used chat consultation
Very good apps,very good application,en,0.4927,0.0,0.385,0.615,2,good application
Good apps and very helpful,good application and very helpful,en,0.7178,0.0,0.334,0.666,2,good application helpful
Love it. So easy. Helpful. Many thank for u halodoc,love it. so easy. helpful. many thank for you halodoc,en,0.9181,0.0,0.316,0.684,2,helpful thank halodoc
Good and helpful,good and helpful,en,0.6908,0.0,0.149,0.851,2,helpful
very helpful when you are sick and can't go out to see a doctor,very helpful when you are sick and cannot go out to see a doctor,en,-0.0534,0.179,0.652,0.168,-1,helpful sick
Very helpful app,very helpful application,en,0.4754,0.0,0.393,0.607,2,helpful application
Very good for service quality,very good for service quality,en,0.4927,0.0,0.556,0.444,1,good service quality
Best answer from doctor 😊😊,best answer from doctor,en,0.9451,0.0,0.357,0.643,2,best answer doctor
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
Usually i booked my pcr or swab test thru this app and i found no issue so far. Today i tried to consult with one of the doctor and it was a seamless experience. It was so easy and i had no time to waste.,usually i booked my pcr or swab test thru this application and i found no issue so far. today i tried to consult with one of the doctor and it was a seamless experience. it was so easy and i had no time to waste.,en,-0.3525,0.139,0.789,0.072,-1,pcr swab test
Good application for us to chat with doctor,good application for us to chat with doctor,en,0.4404,0.0,0.707,0.293,1,application chat doctor
Great help when I can't go out,great help when i cannot go out,en,0.7783,0.0,0.424,0.576,2,help
Very instantly to get healthy,very instantly to get healthy,en,0.4019,0.0,0.597,0.403,1,instantly healthy
"Easy to navigate, fast response. Overall ir's a good app.","easy to navigate, fast response. overall ir's a good application.",en,0.7003,0.0,0.58,0.42,1,ir good application
Great apps.. 👍👍,great application..,en,0.6249,0.0,0.549,0.451,1,great application
This app is very useful and easy to use.,this application is very useful and easy to use.,en,0.7474,0.0,0.524,0.476,1,application useful easy
Crash after update to Android 12. Please fix,crash after update to android 12. please fix,en,-0.1027,0.245,0.545,0.209,-1,crash update android
Love the app..very helpful..,love the application..very helpful..,en,0.7906,0.0,0.222,0.778,2,application helpful
A very Helpfull App👍,a very helpfull application,en,0.0,0.0,1.0,0.0,0,helpfull application
Often get laggy during consultation,often get laggy during consultation,en,0.0,0.0,1.0,0.0,0,laggy consultation
"Great experience of using this app, very convenient and fast delivery! A consultation and prescription delivery less than an hour.","great experience of using this application, very convenient and fast delivery! a consultation and prescription delivery less than an hour.",en,0.6588,0.0,0.812,0.188,1,prescription delivery hour
Making the medical cost cheaper and lowering the barrier to seek proper medical help,making the medical cost cheaper and lowering the barrier to seek proper medical help,en,0.0516,0.203,0.64,0.157,1,medical cost cheaper
"Very helpfull, in urgent situation","very helpfull, in urgent situation",en,0.2648,0.0,0.66,0.34,1,helpfull urgent situation
Thanks halodoc. Make it easier.,thanks halodoc. make it easier.,en,0.6908,0.0,0.345,0.655,2,thanks halodoc
"Good app ,","good application ,",en,0.4404,0.0,0.408,0.592,2,good application
"I have used the app twice now, so far it really works and it really helps if you don't have time to go to hospital. Saran saya coba ditambah filter dokternya berdasarkan lokasi, supaya kami lebih mudah cari dokter yg berdasarkan domisili pasiennya","i have used the application twice now, so far it really works and it really helps if you do not have time to go to hospital. saran saya coba ditambah filter dokternya berdasarkan lokasi, supaya kami lebih mudah cari dokter yg berdasarkan domisili pasiennya",en,0.4391,0.0,0.936,0.064,1,coba ditambah filter
Very helpful and fast response. Thank you halodoc 🙏🏻❤,very helpful and fast response. thank you halodoc,en,0.8687,0.0,0.551,0.449,1,response thank halodoc
"Easy to use, doctors are fast response,","easy to use, doctors are fast response,",en,0.4404,0.0,0.674,0.326,1,easy use doctors
"Waiting for almost 24 hours for my prescribed meds to come but no updated news whatsoever. But when i complained to cs, they said they dont even get the pharmacy to send me the meds, WHAT? Then my order got cancelled and wait for 3 to 5 WORKING days to refund my money. WHAT??? Is this how you treat sick people????","waiting for almost 24 hours for my prescribed meds to come but no updated news whatsoever. but when i complained to cs, they said they do not even get the pharmacy to send me the meds, what? then my order got cancelled and wait for 3 to 5 working days to refund my money. what??? is this how you treat sick people????",en,-0.8936,0.193,0.759,0.048,-1,meds come updated
It really helps. So from now on you dont have to search all over place for a medicine. This apps will find the nearest drug store which have the stock. Save your time and energy.,it really helps. so from now on you do not have to search all over place for a medicine. this application will find the nearest drug store which have the stock. save your time and energy.,en,0.8016,0.0,0.796,0.204,1,search place medicine
I have never used this app.,i have never used this application.,en,0.0,0.0,1.0,0.0,0,used application
Very helpfull if we don't have time to go to doctor,very helpfull if we do not have time to go to doctor,en,0.0,0.0,1.0,0.0,0,helpfull time doctor
Helpful ... all the doctors also very nice ...,helpful ... all the doctors also very nice ...,en,0.7089,0.0,0.543,0.457,1,helpful doctors nice
"Can't delete unused profiles (linked to old private insurance). So if you have 3 family members and 2 unused private insurances, it would be 8 useless profiles. Imagine if you have any urgent situations and should choose one of the profiles.","cannot delete unused profiles (linked to old private insurance). so if you have 3 family members and 2 unused private insurances, it would be 8 useless profiles. imagine if you have any urgent situations and should choose one of the profiles.",en,-0.25,0.064,0.894,0.041,-1,insurances useless profiles
"Great medical app, user friendly and easy to use. And currently have doctor's prescription and doctor's letter which not have any differencies compare to visit a hospital","great medical application, user friendly and easy to use. and currently have doctor's prescription and doctor's letter which not have any differencies compare to visit a hospital",en,0.8807,0.0,0.702,0.298,1,great medical application
Fast respond. Thanks,fast respond. thanks,en,0.4404,0.0,0.408,0.592,2,fast respond thanks
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
Helpfull aplication when emergency condition,helpfull aplication when emergency condition,en,-0.3818,0.394,0.606,0.0,-1,aplication emergency condition
"Order was cancelled unilaterally by halodoc, payment has not been refunded, it takes 7-14 working days....will not use this apps again","order was cancelled unilaterally by halodoc, payment has not been refunded, it takes 7-14 working days....will not use this application again",en,-0.25,0.091,0.909,0.0,-1,halodoc payment refunded
"Great app, helps alot!","great application, helps alot!",en,0.7901,0.0,0.222,0.778,2,great application helps
"Great premise, terrible execution. I could not save cc as payment option and updating address/basket leads to screen loading. They need to spend more money to develop seamless app experience instead of spending money to create cool ads.","great premise, terrible execution. i could not save cc as payment option and updating address/basket leads to screen loading. they need to spend more money to develop seamless application experience instead of spending money to create cool ads.",en,0.416,0.121,0.699,0.18,1,cc payment option
"Fast, reliable and affordable price","fast, reliable and affordable price",en,0.0,0.0,1.0,0.0,0,fast reliable affordable
"Great everything is fast,all in your finger tip doctor consul order a receipt n delivery","great everything is fast,all in your finger tip doctor consul order a receipt n delivery",en,0.6249,0.0,0.773,0.227,1,tip doctor consul
"Overall the app is great, but would be nice if there's option to tip or rate the instant courier.","overall the application is great, but would be nice if there is option to tip or rate the instant courier.",en,0.7391,0.0,0.731,0.269,1,rate instant courier
thanks for standby everywhere!,thanks for standby everywhere!,en,0.4926,0.0,0.484,0.516,2,thanks standby
"Easy for doctors consulting but the drug delivery process takes a long time. I ordered the medicine for 3 days, it didn't arrive and estimates arrive always change I'm confused.","easy for doctors consulting but the drug delivery process takes a long time. i ordered the medicine for 3 days, it did not arrive and estimates arrive always change i am confused.",en,-0.25,0.09,0.851,0.059,-1,ordered medicine days
Excellent and friendly doctors and this app is good and easy to use.,excellent and friendly doctors and this application is good and easy to use.,en,0.9136,0.0,0.415,0.585,2,excellent friendly doctors
Great app. Love. Keep on the good work.,great application. love. keep on the good work.,en,0.9042,0.0,0.309,0.691,2,great application love
"They will took your money for prescription, and send you the medicines from far far away, like your ill is not important and can wait. you dont know till you do complain why your medicine never arrive, the only way you get your tracking number for your medicine package is only by sending them complaining email. And that's also not a guarantee you will receive your medicine, because apparently the address that you put, and the address that the pharmacy received are different.","they will took your money for prescription, and send you the medicines from far far away, like your ill is not important and can wait. you do not know till you do complain why your medicine never arrive, the only way you get your tracking number for your medicine package is only by sending them complaining email. and that is also not a guarantee you will receive your medicine, because apparently the address that you put, and the address that the pharmacy received are different.",en,-0.684,0.116,0.842,0.042,-1,guarantee receive medicine
Good aplication 👍,good aplication,en,0.4404,0.0,0.508,0.492,1,good aplication
"Thanks, really help when I need some medicine in urgent","thanks, really help when i need some medicine in urgent",en,0.7713,0.0,0.476,0.524,2,need medicine urgent
"Really good application. Good prices, very fast delivery... excellent!","really good application. good prices, very fast delivery... excellent!",en,0.8913,0.0,0.361,0.639,2,really good application
reliable and fast,reliable and fast,en,0.0,0.0,1.0,0.0,0,reliable fast
Costumer service tidak sopan!,costumer service tidak sopan!,en,0.0,0.0,1.0,0.0,0,service tidak sopan
Very useful esp during this pandemic. This app also very easy to use and there are lots of choices of doctors. Keep up good work !,very useful esp during this pandemic. this application also very easy to use and there are lots of choices of doctors. keep up good work !,en,0.8617,0.0,0.706,0.294,1,useful esp pandemic
"Great apps, especially when pandemi still happen, thanks Halodoc","great application, especially when pandemi still happen, thanks halodoc",en,0.7906,0.0,0.5,0.5,1,pandemi happen thanks
"The price is way too much, very expensive compare with conventional store/pharmacies, sometimes they double the price. Check local store first, if you want to buy from this application.","the price is way too much, very expensive compare with conventional store/pharmacies, sometimes they double the price. check local store first, if you want to buy from this application.",en,0.0772,0.0,0.956,0.044,1,pharmacies double price
Simple and fast,simple and fast,en,0.0,0.0,1.0,0.0,0,simple fast
easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
the best app ever,the best application ever,en,0.6369,0.0,0.417,0.583,2,best application
Fast response and delivery Good products,fast response and delivery good products,en,0.4404,0.0,0.633,0.367,1,delivery good products
Helpful to timely-urgent medicine,helpful to timely-urgent medicine,en,0.4215,0.0,0.517,0.483,1,timely urgent medicine
Easy to operate n fast respon👍,easy to operate n fast respon,en,0.4404,0.0,0.707,0.293,1,easy operate fast
Great. It will be better if we can see our appointmen in laptop or pc not only in handphone,great. it will be better if we can see our appointmen in laptop or pc not only in handphone,en,0.7906,0.0,0.708,0.292,1,laptop pc handphone
"Helping bgt, thx","helping bgt, thanks",en,0.5719,0.0,0.175,0.825,2,helping bgt thanks
Puas pk app ini,puas pk application ini,en,0.0,0.0,1.0,0.0,0,puas pk application
