app_name,index,content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword,extracted_phrases,grouped_phrases
klikdokter,21,Very Helpful and Voluntary Doctor also Available,very helpful and voluntary doctor also available,en,0.4754,0,0.66,0.34,1,"[('helpful voluntary doctor', 0.7988), ('doctor available', 0.5625), ('voluntary', 0.3965), ('helpful', 0.3745), ('available', 0.126)]",helpful voluntary doctor,free mode
klikdokter,21,Very Helpful and Voluntary Doctor also Available,very helpful and voluntary doctor also available,en,0.4754,0,0.66,0.34,1,"[('helpful voluntary doctor', 0.7988), ('doctor available', 0.5625), ('voluntary', 0.3965), ('helpful', 0.3745), ('available', 0.126)]",doctor available,doctor availability
klikdokter,21,Very Helpful and Voluntary Doctor also Available,very helpful and voluntary doctor also available,en,0.4754,0,0.66,0.34,1,"[('helpful voluntary doctor', 0.7988), ('doctor available', 0.5625), ('voluntary', 0.3965), ('helpful', 0.3745), ('available', 0.126)]",voluntary,None
klikdokter,21,Very Helpful and Voluntary Doctor also Available,very helpful and voluntary doctor also available,en,0.4754,0,0.66,0.34,1,"[('helpful voluntary doctor', 0.7988), ('doctor available', 0.5625), ('voluntary', 0.3965), ('helpful', 0.3745), ('available', 0.126)]",helpful,None
klikdokter,21,Very Helpful and Voluntary Doctor also Available,very helpful and voluntary doctor also available,en,0.4754,0,0.66,0.34,1,"[('helpful voluntary doctor', 0.7988), ('doctor available', 0.5625), ('voluntary', 0.3965), ('helpful', 0.3745), ('available', 0.126)]",available,None
klikdokter,22,Great application to help us very fast in urgent situations 👌🏿,great application to help us very fast in urgent situations,en,0.9325,0,0.4,0.6,2,"[('fast urgent situations', 0.7358), ('great application help', 0.6504), ('help fast', 0.381), ('situations', 0.3568), ('great', 0.1579)]",fast urgent situations,None
klikdokter,22,Great application to help us very fast in urgent situations 👌🏿,great application to help us very fast in urgent situations,en,0.9325,0,0.4,0.6,2,"[('fast urgent situations', 0.7358), ('great application help', 0.6504), ('help fast', 0.381), ('situations', 0.3568), ('great', 0.1579)]",great application help,None
klikdokter,22,Great application to help us very fast in urgent situations 👌🏿,great application to help us very fast in urgent situations,en,0.9325,0,0.4,0.6,2,"[('fast urgent situations', 0.7358), ('great application help', 0.6504), ('help fast', 0.381), ('situations', 0.3568), ('great', 0.1579)]",help fast,None
klikdokter,22,Great application to help us very fast in urgent situations 👌🏿,great application to help us very fast in urgent situations,en,0.9325,0,0.4,0.6,2,"[('fast urgent situations', 0.7358), ('great application help', 0.6504), ('help fast', 0.381), ('situations', 0.3568), ('great', 0.1579)]",situations,None
klikdokter,22,Great application to help us very fast in urgent situations 👌🏿,great application to help us very fast in urgent situations,en,0.9325,0,0.4,0.6,2,"[('fast urgent situations', 0.7358), ('great application help', 0.6504), ('help fast', 0.381), ('situations', 0.3568), ('great', 0.1579)]",great,None
klikdokter,23,"very good 👍 i haven't tried the other app. But the first time i'm using klikdokter, it makes me dont want to try another apps.","very good i have not tried the other application. but the first time i am using klikdokter, it makes me do not want to try another application.",en,0.1934,0.049,0.875,0.076,1,"[('using klikdokter', 0.6774), ('try application', 0.472), ('application time', 0.32), ('good tried', 0.1249), ('makes want', -0.0133)]",using klikdokter,None
klikdokter,23,"very good 👍 i haven't tried the other app. But the first time i'm using klikdokter, it makes me dont want to try another apps.","very good i have not tried the other application. but the first time i am using klikdokter, it makes me do not want to try another application.",en,0.1934,0.049,0.875,0.076,1,"[('using klikdokter', 0.6774), ('try application', 0.472), ('application time', 0.32), ('good tried', 0.1249), ('makes want', -0.0133)]",try application,None
klikdokter,23,"very good 👍 i haven't tried the other app. But the first time i'm using klikdokter, it makes me dont want to try another apps.","very good i have not tried the other application. but the first time i am using klikdokter, it makes me do not want to try another application.",en,0.1934,0.049,0.875,0.076,1,"[('using klikdokter', 0.6774), ('try application', 0.472), ('application time', 0.32), ('good tried', 0.1249), ('makes want', -0.0133)]",application time,None
klikdokter,23,"very good 👍 i haven't tried the other app. But the first time i'm using klikdokter, it makes me dont want to try another apps.","very good i have not tried the other application. but the first time i am using klikdokter, it makes me do not want to try another application.",en,0.1934,0.049,0.875,0.076,1,"[('using klikdokter', 0.6774), ('try application', 0.472), ('application time', 0.32), ('good tried', 0.1249), ('makes want', -0.0133)]",good tried,None
klikdokter,24,Very useful and good user experience!,very useful and good user experience!,en,0.7683,0,0.376,0.624,2,"[('good user experience', 0.6889), ('useful', 0.5579), ('useful good user', 0.5414), ('user', 0.2415), ('good', 0.1034)]",good user experience,user experience
klikdokter,24,Very useful and good user experience!,very useful and good user experience!,en,0.7683,0,0.376,0.624,2,"[('good user experience', 0.6889), ('useful', 0.5579), ('useful good user', 0.5414), ('user', 0.2415), ('good', 0.1034)]",useful,None
klikdokter,24,Very useful and good user experience!,very useful and good user experience!,en,0.7683,0,0.376,0.624,2,"[('good user experience', 0.6889), ('useful', 0.5579), ('useful good user', 0.5414), ('user', 0.2415), ('good', 0.1034)]",useful good user,None
klikdokter,24,Very useful and good user experience!,very useful and good user experience!,en,0.7683,0,0.376,0.624,2,"[('good user experience', 0.6889), ('useful', 0.5579), ('useful good user', 0.5414), ('user', 0.2415), ('good', 0.1034)]",user,None
klikdokter,24,Very useful and good user experience!,very useful and good user experience!,en,0.7683,0,0.376,0.624,2,"[('good user experience', 0.6889), ('useful', 0.5579), ('useful good user', 0.5414), ('user', 0.2415), ('good', 0.1034)]",good,None
klikdokter,25,Good and Best Application 👍🏻,good and best application,en,0.7964,0,0.496,0.504,2,"[('good best application', 0.9565), ('best application', 0.8907), ('application', 0.6894), ('best', 0.3291), ('good', 0.205)]",good best application,None
klikdokter,25,Good and Best Application 👍🏻,good and best application,en,0.7964,0,0.496,0.504,2,"[('good best application', 0.9565), ('best application', 0.8907), ('application', 0.6894), ('best', 0.3291), ('good', 0.205)]",best application,None
klikdokter,25,Good and Best Application 👍🏻,good and best application,en,0.7964,0,0.496,0.504,2,"[('good best application', 0.9565), ('best application', 0.8907), ('application', 0.6894), ('best', 0.3291), ('good', 0.205)]",application,None
klikdokter,25,Good and Best Application 👍🏻,good and best application,en,0.7964,0,0.496,0.504,2,"[('good best application', 0.9565), ('best application', 0.8907), ('application', 0.6894), ('best', 0.3291), ('good', 0.205)]",best,None
klikdokter,25,Good and Best Application 👍🏻,good and best application,en,0.7964,0,0.496,0.504,2,"[('good best application', 0.9565), ('best application', 0.8907), ('application', 0.6894), ('best', 0.3291), ('good', 0.205)]",good,None
klikdokter,26,"excellent, the doctor answer every question that I ask, , and explain it in the very good way, and I am satisfied.. 👍🏻👍🏻👍🏻👍🏻","excellent, the doctor answer every question that i ask, , and explain it in the very good way, and i am satisfied..",en,0.8655,0,0.801,0.199,1,"[('excellent doctor answer', 0.6666), ('way satisfied', 0.3327), ('excellent', 0.2834), ('explain good', 0.2647), ('answer question ask', 0.2329)]",excellent doctor answer,doctor consultation
klikdokter,26,"excellent, the doctor answer every question that I ask, , and explain it in the very good way, and I am satisfied.. 👍🏻👍🏻👍🏻👍🏻","excellent, the doctor answer every question that i ask, , and explain it in the very good way, and i am satisfied..",en,0.8655,0,0.801,0.199,1,"[('excellent doctor answer', 0.6666), ('way satisfied', 0.3327), ('excellent', 0.2834), ('explain good', 0.2647), ('answer question ask', 0.2329)]",way satisfied,None
klikdokter,26,"excellent, the doctor answer every question that I ask, , and explain it in the very good way, and I am satisfied.. 👍🏻👍🏻👍🏻👍🏻","excellent, the doctor answer every question that i ask, , and explain it in the very good way, and i am satisfied..",en,0.8655,0,0.801,0.199,1,"[('excellent doctor answer', 0.6666), ('way satisfied', 0.3327), ('excellent', 0.2834), ('explain good', 0.2647), ('answer question ask', 0.2329)]",excellent,None
klikdokter,26,"excellent, the doctor answer every question that I ask, , and explain it in the very good way, and I am satisfied.. 👍🏻👍🏻👍🏻👍🏻","excellent, the doctor answer every question that i ask, , and explain it in the very good way, and i am satisfied..",en,0.8655,0,0.801,0.199,1,"[('excellent doctor answer', 0.6666), ('way satisfied', 0.3327), ('excellent', 0.2834), ('explain good', 0.2647), ('answer question ask', 0.2329)]",explain good,None
klikdokter,26,"excellent, the doctor answer every question that I ask, , and explain it in the very good way, and I am satisfied.. 👍🏻👍🏻👍🏻👍🏻","excellent, the doctor answer every question that i ask, , and explain it in the very good way, and i am satisfied..",en,0.8655,0,0.801,0.199,1,"[('excellent doctor answer', 0.6666), ('way satisfied', 0.3327), ('excellent', 0.2834), ('explain good', 0.2647), ('answer question ask', 0.2329)]",answer question ask,None
klikdokter,27,Doctor not respond our chat even already pay for it,doctor not respond our chat even already pay for it,en,-0.1027,0.135,0.865,0,-1,"[('doctor respond chat', 0.7629), ('respond chat pay', 0.6566), ('doctor', 0.4088), ('pay', 0.3431), ('respond', 0.2443)]",doctor respond chat,doctor response
klikdokter,27,Doctor not respond our chat even already pay for it,doctor not respond our chat even already pay for it,en,-0.1027,0.135,0.865,0,-1,"[('doctor respond chat', 0.7629), ('respond chat pay', 0.6566), ('doctor', 0.4088), ('pay', 0.3431), ('respond', 0.2443)]",respond chat pay,None
klikdokter,27,Doctor not respond our chat even already pay for it,doctor not respond our chat even already pay for it,en,-0.1027,0.135,0.865,0,-1,"[('doctor respond chat', 0.7629), ('respond chat pay', 0.6566), ('doctor', 0.4088), ('pay', 0.3431), ('respond', 0.2443)]",doctor,None
klikdokter,27,Doctor not respond our chat even already pay for it,doctor not respond our chat even already pay for it,en,-0.1027,0.135,0.865,0,-1,"[('doctor respond chat', 0.7629), ('respond chat pay', 0.6566), ('doctor', 0.4088), ('pay', 0.3431), ('respond', 0.2443)]",pay,payment system
klikdokter,27,Doctor not respond our chat even already pay for it,doctor not respond our chat even already pay for it,en,-0.1027,0.135,0.865,0,-1,"[('doctor respond chat', 0.7629), ('respond chat pay', 0.6566), ('doctor', 0.4088), ('pay', 0.3431), ('respond', 0.2443)]",respond,None
klikdokter,28,Will listening first,will listening first,en,0,0,1,0,0,"[('listening', 0.6798)]",listening,None
klikdokter,29,very helpful application,very helpful application,en,0.4754,0,0.393,0.607,2,"[('helpful application', 0.9036), ('application', 0.7185), ('helpful', 0.5717)]",helpful application,None
klikdokter,29,very helpful application,very helpful application,en,0.4754,0,0.393,0.607,2,"[('helpful application', 0.9036), ('application', 0.7185), ('helpful', 0.5717)]",application,None
klikdokter,29,very helpful application,very helpful application,en,0.4754,0,0.393,0.607,2,"[('helpful application', 0.9036), ('application', 0.7185), ('helpful', 0.5717)]",helpful,None
klikdokter,30,"Actually, very helpful when this pandemic. So apps, loved it.","actually, very helpful when this pandemic. so application, loved it.",en,0.8059,0,0.524,0.476,1,"[('helpful pandemic application', 0.7751), ('application', 0.3947), ('helpful', 0.3711), ('actually', 0.1726), ('loved', 0.1698)]",helpful pandemic application,covid pandemic
klikdokter,30,"Actually, very helpful when this pandemic. So apps, loved it.","actually, very helpful when this pandemic. so application, loved it.",en,0.8059,0,0.524,0.476,1,"[('helpful pandemic application', 0.7751), ('application', 0.3947), ('helpful', 0.3711), ('actually', 0.1726), ('loved', 0.1698)]",application,None
klikdokter,30,"Actually, very helpful when this pandemic. So apps, loved it.","actually, very helpful when this pandemic. so application, loved it.",en,0.8059,0,0.524,0.476,1,"[('helpful pandemic application', 0.7751), ('application', 0.3947), ('helpful', 0.3711), ('actually', 0.1726), ('loved', 0.1698)]",helpful,None
klikdokter,30,"Actually, very helpful when this pandemic. So apps, loved it.","actually, very helpful when this pandemic. so application, loved it.",en,0.8059,0,0.524,0.476,1,"[('helpful pandemic application', 0.7751), ('application', 0.3947), ('helpful', 0.3711), ('actually', 0.1726), ('loved', 0.1698)]",actually,None
klikdokter,30,"Actually, very helpful when this pandemic. So apps, loved it.","actually, very helpful when this pandemic. so application, loved it.",en,0.8059,0,0.524,0.476,1,"[('helpful pandemic application', 0.7751), ('application', 0.3947), ('helpful', 0.3711), ('actually', 0.1726), ('loved', 0.1698)]",loved,None
klikdokter,31,"during pandemic and uncertain time like this, this app surely help me a lot! very easy to use, thank you 🙏🏻","during pandemic and uncertain time like this, this application surely help me a lot! very easy to use, thank you",en,0.8976,0.062,0.538,0.399,1,"[('pandemic uncertain time', 0.6272), ('easy use thank', 0.3764), ('like application', 0.3354), ('surely help lot', 0.1926), ('thank', 0.1153)]",pandemic uncertain time,covid pandemic
klikdokter,31,"during pandemic and uncertain time like this, this app surely help me a lot! very easy to use, thank you 🙏🏻","during pandemic and uncertain time like this, this application surely help me a lot! very easy to use, thank you",en,0.8976,0.062,0.538,0.399,1,"[('pandemic uncertain time', 0.6272), ('easy use thank', 0.3764), ('like application', 0.3354), ('surely help lot', 0.1926), ('thank', 0.1153)]",easy use thank,ease of usage
klikdokter,31,"during pandemic and uncertain time like this, this app surely help me a lot! very easy to use, thank you 🙏🏻","during pandemic and uncertain time like this, this application surely help me a lot! very easy to use, thank you",en,0.8976,0.062,0.538,0.399,1,"[('pandemic uncertain time', 0.6272), ('easy use thank', 0.3764), ('like application', 0.3354), ('surely help lot', 0.1926), ('thank', 0.1153)]",like application,None
klikdokter,31,"during pandemic and uncertain time like this, this app surely help me a lot! very easy to use, thank you 🙏🏻","during pandemic and uncertain time like this, this application surely help me a lot! very easy to use, thank you",en,0.8976,0.062,0.538,0.399,1,"[('pandemic uncertain time', 0.6272), ('easy use thank', 0.3764), ('like application', 0.3354), ('surely help lot', 0.1926), ('thank', 0.1153)]",surely help lot,None
klikdokter,31,"during pandemic and uncertain time like this, this app surely help me a lot! very easy to use, thank you 🙏🏻","during pandemic and uncertain time like this, this application surely help me a lot! very easy to use, thank you",en,0.8976,0.062,0.538,0.399,1,"[('pandemic uncertain time', 0.6272), ('easy use thank', 0.3764), ('like application', 0.3354), ('surely help lot', 0.1926), ('thank', 0.1153)]",thank,None
klikdokter,32,Very helpful for a new user👍,very helpful for a new user,en,0.4754,0,0.694,0.306,1,"[('helpful new user', 0.7585), ('helpful new', 0.6981), ('helpful', 0.592), ('user', 0.4439), ('new', 0.3969)]",helpful new user,user experience
klikdokter,32,Very helpful for a new user👍,very helpful for a new user,en,0.4754,0,0.694,0.306,1,"[('helpful new user', 0.7585), ('helpful new', 0.6981), ('helpful', 0.592), ('user', 0.4439), ('new', 0.3969)]",helpful new,None
klikdokter,32,Very helpful for a new user👍,very helpful for a new user,en,0.4754,0,0.694,0.306,1,"[('helpful new user', 0.7585), ('helpful new', 0.6981), ('helpful', 0.592), ('user', 0.4439), ('new', 0.3969)]",helpful,None
klikdokter,32,Very helpful for a new user👍,very helpful for a new user,en,0.4754,0,0.694,0.306,1,"[('helpful new user', 0.7585), ('helpful new', 0.6981), ('helpful', 0.592), ('user', 0.4439), ('new', 0.3969)]",user,None
klikdokter,32,Very helpful for a new user👍,very helpful for a new user,en,0.4754,0,0.694,0.306,1,"[('helpful new user', 0.7585), ('helpful new', 0.6981), ('helpful', 0.592), ('user', 0.4439), ('new', 0.3969)]",new,None
klikdokter,33,Helpful and good Apps,helpful and good application,en,0.6908,0,0.26,0.74,2,"[('helpful good application', 0.9717), ('good application', 0.8297), ('application', 0.6876), ('helpful', 0.5002), ('good', 0.1699)]",helpful good application,None
klikdokter,33,Helpful and good Apps,helpful and good application,en,0.6908,0,0.26,0.74,2,"[('helpful good application', 0.9717), ('good application', 0.8297), ('application', 0.6876), ('helpful', 0.5002), ('good', 0.1699)]",good application,None
klikdokter,33,Helpful and good Apps,helpful and good application,en,0.6908,0,0.26,0.74,2,"[('helpful good application', 0.9717), ('good application', 0.8297), ('application', 0.6876), ('helpful', 0.5002), ('good', 0.1699)]",application,None
klikdokter,33,Helpful and good Apps,helpful and good application,en,0.6908,0,0.26,0.74,2,"[('helpful good application', 0.9717), ('good application', 0.8297), ('application', 0.6876), ('helpful', 0.5002), ('good', 0.1699)]",helpful,None
klikdokter,33,Helpful and good Apps,helpful and good application,en,0.6908,0,0.26,0.74,2,"[('helpful good application', 0.9717), ('good application', 0.8297), ('application', 0.6876), ('helpful', 0.5002), ('good', 0.1699)]",good,None
klikdokter,34,Best health app in Indonesia!,best health application in indonesia!,en,0.6696,0,0.471,0.529,2,"[('health application indonesia', 0.9131), ('best health application', 0.7253), ('health', 0.4688), ('application', 0.3759), ('best', 0.1277)]",health application indonesia,None
klikdokter,34,Best health app in Indonesia!,best health application in indonesia!,en,0.6696,0,0.471,0.529,2,"[('health application indonesia', 0.9131), ('best health application', 0.7253), ('health', 0.4688), ('application', 0.3759), ('best', 0.1277)]",best health application,None
klikdokter,34,Best health app in Indonesia!,best health application in indonesia!,en,0.6696,0,0.471,0.529,2,"[('health application indonesia', 0.9131), ('best health application', 0.7253), ('health', 0.4688), ('application', 0.3759), ('best', 0.1277)]",health,None
klikdokter,34,Best health app in Indonesia!,best health application in indonesia!,en,0.6696,0,0.471,0.529,2,"[('health application indonesia', 0.9131), ('best health application', 0.7253), ('health', 0.4688), ('application', 0.3759), ('best', 0.1277)]",application,None
klikdokter,34,Best health app in Indonesia!,best health application in indonesia!,en,0.6696,0,0.471,0.529,2,"[('health application indonesia', 0.9131), ('best health application', 0.7253), ('health', 0.4688), ('application', 0.3759), ('best', 0.1277)]",best,None
klikdokter,35,Helpful. Doing conversation with the helpful doctors is an amazing experience when I using this app. Great app for doing great job. Keep it up. Sukses terus. Terimakasih,helpful. doing conversation with the helpful doctors is an amazing experience when i using this application. great application for doing great job. keep it up. sukses terus. terimakasih,en,0.9559,0,0.567,0.433,1,"[('conversation helpful doctors', 0.6773), ('helpful', 0.4096), ('using application', 0.3381), ('great job sukses', 0.284), ('terimakasih', 0.1502)]",conversation helpful doctors,None
klikdokter,35,Helpful. Doing conversation with the helpful doctors is an amazing experience when I using this app. Great app for doing great job. Keep it up. Sukses terus. Terimakasih,helpful. doing conversation with the helpful doctors is an amazing experience when i using this application. great application for doing great job. keep it up. sukses terus. terimakasih,en,0.9559,0,0.567,0.433,1,"[('conversation helpful doctors', 0.6773), ('helpful', 0.4096), ('using application', 0.3381), ('great job sukses', 0.284), ('terimakasih', 0.1502)]",helpful,None
klikdokter,35,Helpful. Doing conversation with the helpful doctors is an amazing experience when I using this app. Great app for doing great job. Keep it up. Sukses terus. Terimakasih,helpful. doing conversation with the helpful doctors is an amazing experience when i using this application. great application for doing great job. keep it up. sukses terus. terimakasih,en,0.9559,0,0.567,0.433,1,"[('conversation helpful doctors', 0.6773), ('helpful', 0.4096), ('using application', 0.3381), ('great job sukses', 0.284), ('terimakasih', 0.1502)]",using application,None
klikdokter,35,Helpful. Doing conversation with the helpful doctors is an amazing experience when I using this app. Great app for doing great job. Keep it up. Sukses terus. Terimakasih,helpful. doing conversation with the helpful doctors is an amazing experience when i using this application. great application for doing great job. keep it up. sukses terus. terimakasih,en,0.9559,0,0.567,0.433,1,"[('conversation helpful doctors', 0.6773), ('helpful', 0.4096), ('using application', 0.3381), ('great job sukses', 0.284), ('terimakasih', 0.1502)]",great job sukses,None
klikdokter,35,Helpful. Doing conversation with the helpful doctors is an amazing experience when I using this app. Great app for doing great job. Keep it up. Sukses terus. Terimakasih,helpful. doing conversation with the helpful doctors is an amazing experience when i using this application. great application for doing great job. keep it up. sukses terus. terimakasih,en,0.9559,0,0.567,0.433,1,"[('conversation helpful doctors', 0.6773), ('helpful', 0.4096), ('using application', 0.3381), ('great job sukses', 0.284), ('terimakasih', 0.1502)]",terimakasih,None
klikdokter,36,"nice one apps, the doctors fast response and keep it up 👍","nice one application, the doctors fast response and keep it up",en,0.4215,0,0.811,0.189,1,"[('nice application doctors', 0.7702), ('doctors fast', 0.5192), ('application', 0.4338), ('fast response', 0.3436), ('nice', 0.1825)]",nice application doctors,None
klikdokter,36,"nice one apps, the doctors fast response and keep it up 👍","nice one application, the doctors fast response and keep it up",en,0.4215,0,0.811,0.189,1,"[('nice application doctors', 0.7702), ('doctors fast', 0.5192), ('application', 0.4338), ('fast response', 0.3436), ('nice', 0.1825)]",doctors fast,doctor response
klikdokter,36,"nice one apps, the doctors fast response and keep it up 👍","nice one application, the doctors fast response and keep it up",en,0.4215,0,0.811,0.189,1,"[('nice application doctors', 0.7702), ('doctors fast', 0.5192), ('application', 0.4338), ('fast response', 0.3436), ('nice', 0.1825)]",application,None
klikdokter,36,"nice one apps, the doctors fast response and keep it up 👍","nice one application, the doctors fast response and keep it up",en,0.4215,0,0.811,0.189,1,"[('nice application doctors', 0.7702), ('doctors fast', 0.5192), ('application', 0.4338), ('fast response', 0.3436), ('nice', 0.1825)]",fast response,None
klikdokter,36,"nice one apps, the doctors fast response and keep it up 👍","nice one application, the doctors fast response and keep it up",en,0.4215,0,0.811,0.189,1,"[('nice application doctors', 0.7702), ('doctors fast', 0.5192), ('application', 0.4338), ('fast response', 0.3436), ('nice', 0.1825)]",nice,None
klikdokter,37,Very helpful apps! Loved it. Keep it up!,very helpful application! loved it. keep it up!,en,0.8334,0,0.434,0.566,2,"[('helpful application loved', 0.6168), ('application', 0.433), ('helpful', 0.3587), ('application loved', 0.3564), ('loved', 0.2134)]",helpful application loved,None
klikdokter,37,Very helpful apps! Loved it. Keep it up!,very helpful application! loved it. keep it up!,en,0.8334,0,0.434,0.566,2,"[('helpful application loved', 0.6168), ('application', 0.433), ('helpful', 0.3587), ('application loved', 0.3564), ('loved', 0.2134)]",application,None
klikdokter,37,Very helpful apps! Loved it. Keep it up!,very helpful application! loved it. keep it up!,en,0.8334,0,0.434,0.566,2,"[('helpful application loved', 0.6168), ('application', 0.433), ('helpful', 0.3587), ('application loved', 0.3564), ('loved', 0.2134)]",helpful,None
klikdokter,37,Very helpful apps! Loved it. Keep it up!,very helpful application! loved it. keep it up!,en,0.8334,0,0.434,0.566,2,"[('helpful application loved', 0.6168), ('application', 0.433), ('helpful', 0.3587), ('application loved', 0.3564), ('loved', 0.2134)]",application loved,None
klikdokter,37,Very helpful apps! Loved it. Keep it up!,very helpful application! loved it. keep it up!,en,0.8334,0,0.434,0.566,2,"[('helpful application loved', 0.6168), ('application', 0.433), ('helpful', 0.3587), ('application loved', 0.3564), ('loved', 0.2134)]",loved,None
klikdokter,38,Best app 👍👍👍,best application,en,0.6369,0,0.625,0.375,1,"[('best application', 1.0), ('application', 0.6963), ('best', 0.3296)]",best application,None
klikdokter,38,Best app 👍👍👍,best application,en,0.6369,0,0.625,0.375,1,"[('best application', 1.0), ('application', 0.6963), ('best', 0.3296)]",application,None
klikdokter,38,Best app 👍👍👍,best application,en,0.6369,0,0.625,0.375,1,"[('best application', 1.0), ('application', 0.6963), ('best', 0.3296)]",best,None
klikdokter,39,Very good account for increasing my health knowledges,very good account for increasing my health knowledges,en,0.4927,0,0.687,0.313,1,"[('account increasing health', 0.7554), ('increasing health knowledges', 0.7475), ('knowledges', 0.4424), ('account', 0.3605), ('good', 0.2363)]",account increasing health,None
klikdokter,39,Very good account for increasing my health knowledges,very good account for increasing my health knowledges,en,0.4927,0,0.687,0.313,1,"[('account increasing health', 0.7554), ('increasing health knowledges', 0.7475), ('knowledges', 0.4424), ('account', 0.3605), ('good', 0.2363)]",increasing health knowledges,information
klikdokter,39,Very good account for increasing my health knowledges,very good account for increasing my health knowledges,en,0.4927,0,0.687,0.313,1,"[('account increasing health', 0.7554), ('increasing health knowledges', 0.7475), ('knowledges', 0.4424), ('account', 0.3605), ('good', 0.2363)]",knowledges,None
klikdokter,39,Very good account for increasing my health knowledges,very good account for increasing my health knowledges,en,0.4927,0,0.687,0.313,1,"[('account increasing health', 0.7554), ('increasing health knowledges', 0.7475), ('knowledges', 0.4424), ('account', 0.3605), ('good', 0.2363)]",account,None
klikdokter,39,Very good account for increasing my health knowledges,very good account for increasing my health knowledges,en,0.4927,0,0.687,0.313,1,"[('account increasing health', 0.7554), ('increasing health knowledges', 0.7475), ('knowledges', 0.4424), ('account', 0.3605), ('good', 0.2363)]",good,None
klikdokter,40,Phone number verification sms not received,phone number verification sms not received,en,0.0772,0,0.794,0.206,1,"[('number verification sms', 0.8509), ('verification', 0.392), ('phone number', 0.3336), ('phone', 0.2565), ('received', 0.1609)]",verification,None
klikdokter,40,Phone number verification sms not received,phone number verification sms not received,en,0.0772,0,0.794,0.206,1,"[('number verification sms', 0.8509), ('verification', 0.392), ('phone number', 0.3336), ('phone', 0.2565), ('received', 0.1609)]",phone number,None
klikdokter,40,Phone number verification sms not received,phone number verification sms not received,en,0.0772,0,0.794,0.206,1,"[('number verification sms', 0.8509), ('verification', 0.392), ('phone number', 0.3336), ('phone', 0.2565), ('received', 0.1609)]",phone,None
klikdokter,40,Phone number verification sms not received,phone number verification sms not received,en,0.0772,0,0.794,0.206,1,"[('number verification sms', 0.8509), ('verification', 0.392), ('phone number', 0.3336), ('phone', 0.2565), ('received', 0.1609)]",received,None
klikdokter,41,Good aplication. Need room for giving free service at specialized doctors.,good aplication. need room for giving free service at specialized doctors.,en,0.8225,0,0.482,0.518,2,"[('service specialized doctors', 0.6773), ('free service', 0.4975), ('room giving free', 0.4156), ('good aplication need', 0.3396), ('good', 0.1592)]",free service,free mode
klikdokter,41,Good aplication. Need room for giving free service at specialized doctors.,good aplication. need room for giving free service at specialized doctors.,en,0.8225,0,0.482,0.518,2,"[('service specialized doctors', 0.6773), ('free service', 0.4975), ('room giving free', 0.4156), ('good aplication need', 0.3396), ('good', 0.1592)]",room giving free,None
klikdokter,41,Good aplication. Need room for giving free service at specialized doctors.,good aplication. need room for giving free service at specialized doctors.,en,0.8225,0,0.482,0.518,2,"[('service specialized doctors', 0.6773), ('free service', 0.4975), ('room giving free', 0.4156), ('good aplication need', 0.3396), ('good', 0.1592)]",good aplication need,None
klikdokter,41,Good aplication. Need room for giving free service at specialized doctors.,good aplication. need room for giving free service at specialized doctors.,en,0.8225,0,0.482,0.518,2,"[('service specialized doctors', 0.6773), ('free service', 0.4975), ('room giving free', 0.4156), ('good aplication need', 0.3396), ('good', 0.1592)]",good,None
klikdokter,42,"You know what one of your so called doctor asked me to google my problem. Like w.t.f. i mean even ""doktor umum"" don't know how to answer doesn't mean she can tell me to google????? Like explain to me KINDLY not to google or short half forking asses answer. If you guys can't handle patient. Why bother. Uninstalling :p","you know what one of your so called doctor asked me to google my problem. like w.t.f. i mean even ""doktor umum"" do not know how to answer does not mean she can tell me to google????? like explain to me kindly not to google or short half forking asses answer. if you guys cannot handle patient. why bother. uninstalling :p",en,0.7778,0.073,0.757,0.17,1,"[('patient bother uninstalling', 0.544), ('google like', 0.3225), ('mean doktor umum', 0.313), ('know called doctor', 0.2753), ('forking asses answer', 0.1314)]",patient bother uninstalling,None
klikdokter,42,"You know what one of your so called doctor asked me to google my problem. Like w.t.f. i mean even ""doktor umum"" don't know how to answer doesn't mean she can tell me to google????? Like explain to me KINDLY not to google or short half forking asses answer. If you guys can't handle patient. Why bother. Uninstalling :p","you know what one of your so called doctor asked me to google my problem. like w.t.f. i mean even ""doktor umum"" do not know how to answer does not mean she can tell me to google????? like explain to me kindly not to google or short half forking asses answer. if you guys cannot handle patient. why bother. uninstalling :p",en,0.7778,0.073,0.757,0.17,1,"[('patient bother uninstalling', 0.544), ('google like', 0.3225), ('mean doktor umum', 0.313), ('know called doctor', 0.2753), ('forking asses answer', 0.1314)]",google like,None
klikdokter,42,"You know what one of your so called doctor asked me to google my problem. Like w.t.f. i mean even ""doktor umum"" don't know how to answer doesn't mean she can tell me to google????? Like explain to me KINDLY not to google or short half forking asses answer. If you guys can't handle patient. Why bother. Uninstalling :p","you know what one of your so called doctor asked me to google my problem. like w.t.f. i mean even ""doktor umum"" do not know how to answer does not mean she can tell me to google????? like explain to me kindly not to google or short half forking asses answer. if you guys cannot handle patient. why bother. uninstalling :p",en,0.7778,0.073,0.757,0.17,1,"[('patient bother uninstalling', 0.544), ('google like', 0.3225), ('mean doktor umum', 0.313), ('know called doctor', 0.2753), ('forking asses answer', 0.1314)]",mean doktor umum,general practioners
