content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
fast response and straight answers,fast response and straight answers,en,0.2263,0.0,0.678,0.322,1,fast response straight
really helpfull for knowing my or other conditions in urgent time,really helpfull for knowing my or other conditions in urgent time,en,0.2023,0.0,0.847,0.153,1,knowing conditions urgent
"This app is so bad, i order a medicine in shop and it's take too long time for delivery, and after use this app i got called more than 3 times in one day they claim that from Alodok customer service and ask to send the bank account, it's so annoying","this application is so bad, i order a medicine in shop and it is take too long time for delivery, and after use this application i got called more than 3 times in one day they claim that from alodok customer service and ask to send the bank account, it is so annoying",en,-0.8394,0.14,0.86,0.0,-1,alodok customer service
Thankyou This is very helpful,thankyou this is very helpful,en,0.4754,0.0,0.564,0.436,1,thankyou helpful
This app very helpful,this application very helpful,en,0.4754,0.0,0.492,0.508,2,application helpful
Its good so far,its good so far,en,0.4404,0.0,0.508,0.492,1,good far
Simply The Best...,simply the best...,en,0.6369,0.0,0.323,0.677,2,simply best
They help and answer my question well,they help and answer my question well,en,0.5859,0.0,0.51,0.49,1,help answer question
alodokter is the best one health app to get free consul with super detail explanation from doctors,alodokter is the best one health application to get free consul with super detail explanation from doctors,en,0.9081,0.0,0.551,0.449,1,health application free
Simple & fast answer anytime anywhere,simple & fast answer anytime anywhere,en,0.0,0.0,1.0,0.0,0,simple fast answer
"The last internist Dr. Aging really"" clear in explaining of everything that I may have to know.","the last internist dr. aging really"" clear in explaining of everything that i may have to know.",en,0.4391,0.0,0.847,0.153,1,internist dr aging
That's great app. Useful for me,that is great application. useful for me,en,0.7906,0.0,0.364,0.636,2,great application useful
"Someone just called me and asking for an offer and i find out about the number, everybody says its a liar","someone just called me and asking for an offer and i find out about the number, everybody says its a liar",en,-0.4588,0.14,0.805,0.055,-1,asking offer number
"The shop delivery took so long, been waiting for my meds for >7 hours now (with sameday delivery), took > 3 hours to confirm my orders, and almost 4 hours waiting for the courier. It's cheaper here, but if you sick so badly and need meds urgently, I'm not recommending this apps..","the shop delivery took so long, been waiting for my meds for >7 hours now (with sameday delivery), took > 3 hours to confirm my orders, and almost 4 hours waiting for the courier. it is cheaper here, but if you sick so badly and need meds urgently, i am not recommending this application..",en,-0.8987,0.166,0.834,0.0,-1,waiting meds hours
Don't even bother to try. Just register it and bam! Suddenly you got telemarketing offering you insurance,do not even bother to try. just register it and bam! suddenly you got telemarketing offering you insurance,en,0.3244,0.0,0.873,0.127,1,telemarketing offering insurance
"I don't know about this app security system, but I got a phone call many times telling it was alodokter. I hope you solve this problems, because it is very inconvenient for the customer. Also my friend was asked about his KTP when the marketing agent registered his account. For what reason? Thank you.","i do not know about this application security system, but i got a phone call many times telling it was alodokter. i hope you solve this problems, because it is very inconvenient for the customer. also my friend was asked about his ktp when the marketing agent registered his account. for what reason? thank you.",en,0.7631,0.11,0.671,0.218,1,ktp marketing agent
"The doctor were very fast response, the customer service were very helpful and my privacy is well-protect.","the doctor were very fast response, the customer service were very helpful and my privacy is well-protect.",en,0.4754,0.0,0.838,0.162,1,doctor fast response
It helps me a lot,it helps me a lot,en,0.3818,0.0,0.606,0.394,1,helps lot
"Helpful, informative, fast respond. Thank you👍","helpful, informative, fast respond. thank you",en,0.6486,0.0,0.531,0.469,1,helpful informative
"Giving solution in this pandemic situation, their doctors are very welcome and kind to give information about what the first step we to do","giving solution in this pandemic situation, their doctors are very welcome and kind to give information about what the first step we to do",en,0.8923,0.0,0.632,0.368,1,pandemic situation doctors
Helped me through a lot,helped me through a lot,en,0.0,0.0,1.0,0.0,0,helped lot
"such a great app, really help me...thankyou!","such a great application, really help me...thankyou!",en,0.8118,0.0,0.404,0.596,2,application really help
"Stuck in survey form, can't chat the doctor","stuck in survey form, cannot chat the doctor",en,-0.25,0.222,0.778,0.0,-1,stuck survey form
Bs chat gratis.,bs chat gratis.,en,0.0516,0.0,0.625,0.375,1,bs chat gratis
I like the service is fast response. My privacy is safe with Alodokter. I also got called on phone to subscribe the easiest consultation app also the cheapest one. Good health app for now,i like the service is fast response. my privacy is safe with alodokter. i also got called on phone to subscribe the easiest consultation application also the cheapest one. good health application for now,en,0.8779,0.0,0.73,0.27,1,privacy safe alodokter
Very convenient to chat and consult about your health condition with professional and seek their advice!,very convenient to chat and consult about your health condition with professional and seek their advice!,en,0.0,0.0,1.0,0.0,0,chat consult health
"Problem when chat with free doctor for me new user, because stuck with Seurvey Form that not loading. But can chat with non free doctor...so this no free actually. Thank you for this experience.","problem when chat with free doctor for me new user, because stuck with seurvey form that not loading. but can chat with non free doctor...so this no free actually. thank you for this experience.",en,0.6055,0.154,0.626,0.22,1,chat free doctor
"I got spam call every day, disturbing","i got spam call every day, disturbing",en,-0.7003,0.537,0.463,0.0,-2,spam day disturbing
thankyou for helping,thankyou for helping,en,0.296,0.0,0.476,0.524,2,thankyou helping
Quick and nice feedback,quick and nice feedback,en,0.4215,0.0,0.517,0.483,1,quick nice feedback
"I had chat with med doctor, was fruitfull","i had chat with med doctor, was fruitfull",en,0.0,0.0,1.0,0.0,0,chat med doctor
First experience using this application and it helps me a lot during this pandemic... Thanks Alodokter!,first experience using this application and it helps me a lot during this pandemic... thanks alodokter!,en,0.6996,0.0,0.707,0.293,1,helps lot pandemic
Useful for me as first user,useful for me as first user,en,0.4404,0.0,0.633,0.367,1,useful user
"Helpfull healthy application.. Doctor fast response. My consultations is safe because Alodokter keep my privacy well. The call from Alodokter is no spam, they offer me the best consultation chat subscription","helpfull healthy application.. doctor fast response. my consultations is safe because alodokter keep my privacy well. the call from alodokter is no spam, they offer me the best consultation chat subscription",en,0.9187,0.0,0.65,0.35,1,consultations safe alodokter
I feel safe because Alodokter keep my privacy well. Also the services fast response. A very well health app nowadays,i feel safe because alodokter keep my privacy well. also the services fast response. a very well health application nowadays,en,0.7501,0.0,0.697,0.303,1,safe alodokter privacy
I love this app !!!!!!!,i love this application !!!!!!!,en,0.7482,0.0,0.427,0.573,2,application
good vibes and good doctor,good vibes and good doctor,en,0.7003,0.0,0.341,0.659,2,vibes good doctor
Nice app. Fast respond. Hamble.,nice application. fast respond. hamble.,en,0.4215,0.0,0.588,0.412,1,fast respond hamble
nice service thank you,nice service thank you,en,0.6486,0.0,0.274,0.726,2,nice service thank
Good and very helpful,good and very helpful,en,0.7178,0.0,0.25,0.75,2,good helpful
thankyou for making this app,thankyou for making this application,en,0.0,0.0,1.0,0.0,0,thankyou making application
"waiting 3 days for med, nice","waiting 3 days for med, nice",en,0.4215,0.0,0.641,0.359,1,waiting days med
"the determination of the consultation schedule turned out to be uncertain ""even though there is already a set hour, day, it cannot be concluded as correct; there will be negotiations outside the app: do you want to change the schedule?""","the determination of the consultation schedule turned out to be uncertain ""even though there is already a set hour, day, it cannot be concluded as correct; there will be negotiations outside the application: do you want to change the schedule?""",en,0.2023,0.051,0.856,0.093,1,consultation schedule turned
easy and helping,easy and helping,en,0.6249,0.0,0.164,0.836,2,easy helping
Alo dokter is the best..,alo dokter is the best..,en,0.6369,0.0,0.488,0.512,2,alo dokter best
Great journey of chat with professional doctor and got solve my health problem by quickly,great journey of chat with professional doctor and got solve my health problem by quickly,en,0.4939,0.131,0.583,0.286,1,chat professional doctor
good app..fast responses...really helpfully in the pademic situation..love this app!,good application..fast responses...really helpfully in the pademic situation..love this application!,en,0.7574,0.0,0.552,0.448,1,really helpfully pademic
"The answer is very detail, thanks dokter","the answer is very detail, thanks dokter",en,0.4902,0.0,0.654,0.346,1,answer thanks dokter
Very fast response n very useful,very fast response n very useful,en,0.4927,0.0,0.61,0.39,1,fast response useful
"Good, fast response, great apps","good, fast response, great application",en,0.7906,0.0,0.3,0.7,2,response great application
very helpful for simple questions,very helpful for simple questions,en,0.4754,0.0,0.564,0.436,1,helpful simple questions
Customer service minta no. rek bank itu normal ya?,customer service minta no. rek bank itu normal ya?,en,0.0,0.0,1.0,0.0,0,minta rek bank
My data was shared to tokio marine insurance... Am i agree to share my data to other party?,my data was shared to tokio marine insurance... am i agree to share my data to other party?,en,0.8316,0.0,0.588,0.412,1,data shared tokio
Good apps..real chat and direct with profesional doctor and very helpfull,good application..real chat and direct with profesional doctor and very helpfull,en,0.4404,0.0,0.775,0.225,1,application real chat
Very good experience here...and very helpful. Thank you ALODOKTER,very good experience here...and very helpful. thank you alodokter,en,0.8428,0.0,0.398,0.602,2,experience helpful thank
"It's dissapointed me. There's a number call me and she said she comes from your Customer Service and want to me join billing program a month. When I said no, she close the phone and pop up : Potential Fraud. Help me, I want delete my Alodokter's account, its disturbing me that my privacy data has been spread to others.","it is dissapointed me. there is a number call me and she said she comes from your customer service and want to me join billing program a month. when i said no, she close the phone and pop up : potential fraud. help me, i want delete my alodokter's account, its disturbing me that my privacy data has been spread to others.",en,-0.3182,0.103,0.769,0.128,-1,account disturbing privacy
"It's so annoying, after I use this app. I get call 3 or 4 times in a day!! And said they from alodokter, and different number, so bad","it is so annoying, after i use this application. i get call 3 or 4 times in a day!! and said they from alodokter, and different number, so bad",en,-0.8302,0.235,0.727,0.038,-1,annoying use application
It is great,it is great,en,0.6249,0.0,0.328,0.672,2,great
"Your marketing strategy is bad, forced matketing in a culinaire area. Not like it at all","your marketing strategy is bad, forced matketing in a culinaire area. not like it at all",en,-0.8229,0.398,0.602,0.0,-1,marketing strategy bad
"Nih aplikasi aneh, ortu sy tiba tiba ditelp org mengaku dari Alodoc setelah memakai aplikasi ini dan yg telp ngotot minta no rekening, hati hati ya yg buat download nih apk, jangan kasih nomor telp asli kalo bisa, Someone called my dad with asking about bank number account and said from Alodoc apk after my father asked in apk for free consult with doctor, this very uncomfortable for my dad than, be carefully to download this apk & don't give your true identity number or any else of personal","nih aplikasi aneh, ortu sy tiba tiba ditelp org mengaku dari alodoc setelah memakai aplikasi ini dan yg telp ngotot minta no rekening, hati hati ya yg buat download nih apk, jangan kasih nomor telp asli kalo bisa, someone called my dad with asking about bank number account and said from alodoc apk after my father asked in apk for free consult with doctor, this very uncomfortable for my dad than, be carefully to download this apk & do not give your true identity number or any else of personal",en,-0.2558,0.077,0.847,0.076,-1,aplikasi ini
It is really good app. So usefull. Thank's alodokter.,it is really good application. so usefull. thank's alodokter.,en,0.4927,0.0,0.715,0.285,1,good application usefull
I really don't like my data being leaked to the telemarketing and the way to call me.,i really do not like my data being leaked to the telemarketing and the way to call me.,en,-0.5702,0.238,0.762,0.0,-1,data leaked telemarketing
This app was amazing Fast response Always helpful,this application was amazing fast response always helpful,en,0.765,0.0,0.476,0.524,2,application amazing fast
Thanks for dr.Yahaziel Yason Wijaya,thanks for dr.yahaziel yason wijaya,en,0.4404,0.0,0.58,0.42,1,thanks dr yahaziel
Consutation is very2 clear,consutation is very2 clear,en,0.3818,0.0,0.536,0.464,1,consutation very2 clear
"What is this?? Why do i get robocalls? This app is trash. Hate it, also, the doctor chat is always have to be paid","what is this?? why do i get robocalls? this application is trash. hate it, also, the doctor chat is always have to be paid",en,-0.6416,0.156,0.844,0.0,-1,robocalls application
"great application. but I felt uncomfortable on the phone many times (offering to use all doctors or whatever) asking for my bank account number for automatic debit every month, insisting even though I had refused, the tone went up, even though I was in a sick condition. I un-install this application! then still call with different numbers 3-4 times. you offer not from financial collectors","great application. but i felt uncomfortable on the phone many times (offering to use all doctors or whatever) asking for my bank account number for automatic debit every month, insisting even though i had refused, the tone went up, even though i was in a sick condition. i un-install this application! then still call with different numbers 3-4 times. you offer not from financial collectors",en,-0.8378,0.146,0.801,0.053,-1,number automatic debit
very helpful and fast respond👍👍,very helpful and fast respond,en,0.4754,0.0,0.721,0.279,1,helpful fast respond
"DO NOT DOWNLOAD THIS APP. to access this application, you need to give your personal information such as phone number and email, THEY LEAK YOUR PRIVACY. I already deleted this app and they're still calling me back and forth NOT WORTH IT.","do not download this application. to access this application, you need to give your personal information such as phone number and email, they leak your privacy. i already deleted this application and they are still calling me back and forth not worth it.",en,-0.6176,0.117,0.854,0.028,-1,download application
The best application,the best application,en,0.6369,0.0,0.323,0.677,2,best application
"I downloaded the app and a few days after I got a call that I got free dengue fever service cover for the next year and they are asking my bank account detail. Sounds so suspicious, how can you share our details to third party? Please be careful everyone, scam is everywhere","i downloaded the application and a few days after i got a call that i got free dengue fever service cover for the next year and they are asking my bank account detail. sounds so suspicious, how can you share our details to third party? please be careful everyone, scam is everywhere",en,0.4869,0.108,0.703,0.189,1,dengue fever service
So very usefull,so very usefull,en,0.0,0.0,1.0,0.0,0,usefull
"Chat dengan dokter harusnya bebas chat, bukan diberikan pilihan jawaban. Ketika saya chat dengan dokter umum, saya seperti chat dengan mesin penjawab otomatis. I thought and I said it was robot chat because I had to choose my answers (all of those choices aren't my answers) and ended up the advices were not answering my question at all... And Surprise... I'm sorry she is not a robot!","chat dengan dokter harusnya bebas chat, bukan diberikan pilihan jawaban. ketika saya chat dengan dokter umum, saya seperti chat dengan mesin penjawab otomatis. i thought and i said it was robot chat because i had to choose my answers (all of those choices are not my answers) and ended up the advices were not answering my question at all... and surprise... i am sorry she is not a robot!",en,0.2714,0.019,0.946,0.035,1,said robot chat
"DO NOT USE THIS SERVICE, PEOPLE!! Truly disapponted with Alodokter in general. I'm a new user, hoping can get general consultation, but after signing up, people who claimed they were your CS started calling me and asking for personal data, my bank account. No privacy here. Better not using this service since the beginning. So disappointing","do not use this service, people!! truly disapponted with alodokter in general. i am a new user, hoping can get general consultation, but after signing up, people who claimed they were your cs started calling me and asking for personal data, my bank account. no privacy here. better not using this service since the beginning. so disappointing",en,-0.5201,0.134,0.753,0.114,-1,personal data bank
This is my first time using this app and I really find it helpful in this time of my emergency. I can consult directly with the doctor for free. I am very grateful for Alodokter and the doctor! ❤️,this is my first time using this application and i really find it helpful in this time of my emergency. i can consult directly with the doctor for free. i am very grateful for alodokter and the doctor!,en,0.81,0.054,0.742,0.205,1,grateful alodokter doctor
Very Helpful & Recommended🙏,very helpful & recommended,en,0.6318,0.0,0.437,0.563,2,helpful recommended
"Someone called me asking about experience using this app, i just used it once but they still have my data. Can you please erase my account and all data you have.. i only using this app once and it's good but still having someone contact me about this is strange especially they have my personal data.","someone called me asking about experience using this application, i just used it once but they still have my data. can you please erase my account and all data you have.. i only using this application once and it is good but still having someone contact me about this is strange especially they have my personal data.",en,0.6808,0.035,0.855,0.11,1,data erase account
"nice ,interactive .","nice ,interactive .",en,0.4215,0.0,0.417,0.583,2,nice interactive
"it's very upsetting how my privacy is not guaranteed. a few days after downloading this app i got called by people claiming to be your customer services, not once, but twice in a day with different numbers. i was planning to book an appointment but seeing how my personal details has been spread without consent is a big no from me.","it is very upsetting how my privacy is not guaranteed. a few days after downloading this application i got called by people claiming to be your customer services, not once, but twice in a day with different numbers. i was planning to book an appointment but seeing how my personal details has been spread without consent is a big no from me.",en,-0.718,0.108,0.892,0.0,-1,upsetting privacy guaranteed
"Fast respond, very good","fast respond, very good",en,0.4927,0.0,0.484,0.516,2,fast respond good
Waw such a use ful aplication,waw such a use ful aplication,en,0.0,0.0,1.0,0.0,0,waw use ful
All in one! Everything you need about health service.,all in one! everything you need about health service.,en,0.0,0.0,1.0,0.0,0,health service
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
Good application to ease the consultation,good application to ease the consultation,en,0.6597,0.0,0.426,0.574,2,application ease consultation
"Thanks for the help, its very helpfull","thanks for the help, its very helpfull",en,0.6808,0.0,0.472,0.528,2,thanks help helpfull
Helpful and professional doctor...👍👍,helpful and professional doctor...,en,0.4215,0.0,0.714,0.286,1,helpful professional doctor
"First experience with alodokter shop was bad. Ordered some medicine and after more than 3 hours, the order status is not yet changed. So sad because delivery speed is one of the most important thing in medicine order...","first experience with alodokter shop was bad. ordered some medicine and after more than 3 hours, the order status is not yet changed. so sad because delivery speed is one of the most important thing in medicine order...",en,-0.7505,0.168,0.785,0.047,-1,sad delivery speed
Need more free doctors :),need more free doctors :),en,0.7818,0.0,0.304,0.696,2,need free doctors
"For small injury,it helps ❤","for small injury,it helps",en,0.7783,0.0,0.37,0.63,2,small injury helps
"Helpful, love this app","helpful, love this application",en,0.7906,0.0,0.222,0.778,2,application
"I dont like how the sales promotion team try to persuade me to pay. They called me, told me that i got prize (insurance) for free. Then i ask them what did i need to get that? They said its free, totally free. But then in the end of the call, they said that i need to pay some money each month to activate this insurance. Why dont u just told me to pay from the start? You waste my time. And just right after i said i didn't wanna pay, he shutted the phone! How dare! Please train your sales well!","i do not like how the sales promotion team try to persuade me to pay. they called me, told me that i got prize (insurance) for free. then i ask them what did i need to get that? they said its free, totally free. but then in the end of the call, they said that i need to pay some money each month to activate this insurance. why do not you just told me to pay from the start? you waste my time. and just right after i said i did not want to pay, he shutted the phone! how dare! please train your sales well!",en,0.8111,0.083,0.771,0.146,1,prize insurance free
Best app ever,best application ever,en,0.6369,0.0,0.323,0.677,2,best application
great advancement in medical field,great advancement in medical field,en,0.6249,0.0,0.494,0.506,2,great advancement medical
"Fast response, cheap consultation fee","fast response, cheap consultation fee",en,0.0,0.0,1.0,0.0,0,response cheap consultation
"Thanks a lot, this is really help me..","thanks a lot, this is really help me..",en,0.7089,0.0,0.504,0.496,1,lot really help
"Your on-site marketing salesman is very annoying, MLM detected.","your on-site marketing salesman is very annoying, mlm detected.",en,-0.751,0.478,0.522,0.0,-1,salesman annoying mlm
"Please delete my acc,sales always calling every day.how to delete my data","please delete my acc,sales always calling every day.how to delete my data",en,0.3182,0.0,0.827,0.173,1,delete acc sales
"Great app, lot of payment method","great application, lot of payment method",en,0.6249,0.0,0.549,0.451,1,lot payment method
"Like this app sm, so helpful","like this application sm, so helpful",en,0.7283,0.0,0.395,0.605,2,like application sm
Best apl for healthy,best apl for healthy,en,0.7845,0.0,0.225,0.775,2,best apl healthy
"I love your service. Thanks for your confirmation about misleading and misunderstanding reviews, your second costumer service explain it really well","i love your service. thanks for your confirmation about misleading and misunderstanding reviews, your second costumer service explain it really well",en,0.6115,0.177,0.516,0.306,1,costumer service explain
Very Disappointed for this app,very disappointed for this application,en,-0.5256,0.459,0.541,0.0,-1,disappointed application
Very helpfull apps,very helpfull application,en,0.0,0.0,1.0,0.0,0,helpfull application
"... personal information like address and bank account number. Not every person can decide things on the spot. I even said I haven't downloaded the app and only registered on website. Hope you read my email to delete my account Thank you for the fast response and how you handle the issue. Givin you stars for it. Still waiting on the removal of my account. Once again, thanks","... personal information like address and bank account number. not every person can decide things on the spot. i even said i have not downloaded the application and only registered on website. hope you read my email to delete my account thank you for the fast response and how you handle the issue. givin you stars for it. still waiting on the removal of my account. once again, thanks",en,0.8779,0.0,0.839,0.161,1,application registered
"Consultation should be free. but now, we must pay for it.. as a doctor.. you should make a free flatform for society because not everyone has much money. I'm gonna uninstall this apps. it doesn't help anyone..","consultation should be free. but now, we must pay for it.. as a doctor.. you should make a free flatform for society because not everyone has much money. i am going to uninstall this application. it does not help anyone..",en,0.4789,0.102,0.749,0.15,1,consultation free
This apps can using with around the world or just only indonesian ?,this application can using with around the world or just only indonesian ?,en,0.0,0.0,1.0,0.0,0,just indonesian
"You may only asking once. if you have another question, you have to pay more in every single topic even with the same specialist doctor. Dissapointed !","you may only asking once. if you have another question, you have to pay more in every single topic even with the same specialist doctor. dissapointed !",en,-0.1759,0.061,0.939,0.0,-1,asking question pay
easy to use and very helpful,easy to use and very helpful,en,0.7178,0.0,0.4,0.6,2,easy use helpful
Simple and easy to use. Doctors are all also informative.,simple and easy to use. doctors are all also informative.,en,0.4404,0.0,0.756,0.244,1,easy use doctors
"Offering an insurance via telemarketing and asking for my personal data abruptly? I felt like I was in 2000 something. You can do better, Alodokter! :)","offering an insurance via telemarketing and asking for my personal data abruptly? i felt like i was in 2000 something. you can do better, alodokter! :)",en,0.8268,0.0,0.726,0.274,1,insurance telemarketing asking
Thank you for app,thank you for application,en,0.3612,0.0,0.545,0.455,1,thank application
"If you want to offer smthg, do it via this app. Not by sharing details to telemarketers and contact us. The response merely : ""can you inform the number that called you?"" They hv a lot of numbers. What is the point of asking? This way, I dont even want to try further as I feel unsafe by the possibility of data breach and feel manipulated coz the caller talks extremely fast. Many ppl complaint about the same thing here in the review section. Please change, this app has huge potential.","if you want to offer smthg, do it via this application. not by sharing details to telemarketers and contact us. the response merely : ""can you inform the number that called you?"" they hv a lot of numbers. what is the point of asking? this way, i do not even want to try further as i feel unsafe by the possibility of data breach and feel manipulated coz the caller talks extremely fast. many people complaint about the same thing here in the review section. please change, this application has huge potential.",en,-0.3641,0.088,0.839,0.073,-1,sharing details telemarketers
"I booked an appointment with Alodokter, already got confirmation letter and all. And when I got to the hospital the doctor is not in practice. Wth. Then why gave me confirmation letter. Very unreliable!! Also I got called by Alodokter marketing and it is very annoying! Plz delete me from your database. I am very disapointed with Alodokter.","i booked an appointment with alodokter, already got confirmation letter and all. and when i got to the hospital the doctor is not in practice. wth. then why gave me confirmation letter. very unreliable!! also i got called by alodokter marketing and it is very annoying! plz delete me from your database. i am very disapointed with alodokter.",en,0.3043,0.047,0.87,0.083,1,appointment alodokter got
"Very straight to the point app, like it!","very straight to the point application, like it!",en,0.6105,0.0,0.546,0.454,1,point application like
The Doctor is friendly and giving a clear information about the disease. Keep up the good work and continue to innovate to Alodokter,the doctor is friendly and giving a clear information about the disease. keep up the good work and continue to innovate to alodokter,en,0.9231,0.0,0.557,0.443,1,disease good work
"Dissapointed. My session with a specialist was ended out of the blue in the middle of consultation. The doc said he is going to make a prescription and then the session was ended. There were things i still want to ask about. Did the doctor end the session or was it a system error, idk. Hope to get a solution for this.","dissapointed. my session with a specialist was ended out of the blue in the middle of consultation. the doc said he is going to make a prescription and then the session was ended. there were things i still want to ask about. did the doctor end the session or was it a system error, i do not know. hope to get a solution for this.",en,0.34,0.061,0.843,0.096,1,prescription session ended
good and fast respon,good and fast respon,en,0.4404,0.0,0.508,0.492,1,good fast respon
Nice. Very helpful,nice. very helpful,en,0.7089,0.0,0.145,0.855,2,nice helpful
Coba semua chat gratis,coba semua chat gratis,en,0.0516,0.0,0.714,0.286,1,coba semua chat
It is very useful for medical consultation,it is very useful for medical consultation,en,0.4927,0.0,0.653,0.347,1,useful medical
"it's easy to use, the doctors are friendly, as long I use the app, I feel satisfied with the doctors, well keep it up!","it is easy to use, the doctors are friendly, as long i use the application, i feel satisfied with the doctors, well keep it up!",en,0.8832,0.0,0.639,0.361,1,easy use doctors
"Alodokter, if u want to looking for customers to subscribe, do with the good way. U call via phone and u manipulate with ur words. I know that's a marketing strategy, but sorry i really hate that. If u're really a good app u don't have to do that. People will subscribe u automatically. U have ho different with other sales, annoying.","alodokter, if you want to looking for customers to subscribe, do with the good way. you call via phone and you manipulate with you are words. i know that is a marketing strategy, but sorry i really hate that. if you're really a good application you do not have to do that. people will subscribe you automatically. you have ho different with other sales, annoying.",en,-0.6276,0.142,0.758,0.1,-1,application people subscribe
Provide instant confirmation of health issue so we are more knowledgable to decide further action,provide instant confirmation of health issue so we are more knowledgable to decide further action,en,0.0,0.0,1.0,0.0,0,confirmation health issue
Bergunaa app nya 🥳😻,bergunaa application nya,en,0.6808,0.0,0.588,0.412,1,bergunaa application nya
Good app for heath information,good application for heath information,en,0.4404,0.0,0.58,0.42,1,application heath information
"Good aplication, recommended!!","good aplication, recommended!!",en,0.6467,0.0,0.159,0.841,2,good aplication recommended
Helpful. Thank you 🥰,helpful. thank you,en,0.9118,0.0,0.241,0.759,2,helpful thank
This app was soo good. It help me soo much,this application was soo good. it help me soo much,en,0.6808,0.0,0.588,0.412,1,application soo good
"Go to the nearest pharmacy is a good idea. But then how if it's quite far and the quality is 'eh'? So, this is kinda the best solution for your problem. Thx","go to the nearest pharmacy is a good idea. but then how if it is quite far and the quality is 'eh'? so, this is kind of the best solution for your problem. thanks",en,0.862,0.081,0.618,0.301,1,nearest pharmacy good
"The app is pretty good actually, it is very easy to use and helpful. But the problem is, I got called by unknown number from Alodokter. Honestly, the phone call is very annoying and I had to block them. Hopefully Alodokter will be able to fix this data protection issue.","the application is pretty good actually, it is very easy to use and helpful. but the problem is, i got called by unknown number from alodokter. honestly, the phone call is very annoying and i had to block them. hopefully alodokter will be able to fix this data protection issue.",en,0.3933,0.166,0.584,0.249,1,fix data protection
First time using this and fast response,first time using this and fast response,en,0.0,0.0,1.0,0.0,0,using fast response
Nice chat with the doctor,nice chat with the doctor,en,0.4215,0.0,0.588,0.412,1,nice chat doctor
Really helpfull in this pandemic time,really helpfull in this pandemic time,en,0.0,0.0,1.0,0.0,0,really helpfull pandemic
Fast respon and friendly,fast respon and friendly,en,0.4939,0.0,0.484,0.516,2,fast respon friendly
Nice app. I helped alot with detail information and recommendation.,nice application. i helped alot with detail information and recommendation.,en,0.4215,0.0,0.763,0.237,1,application helped alot
Very disapointing. Doctor cancel in last minute 3 times. Insurance sales call offering insurance for DBD.,very disapointing. doctor cancel in last minute 3 times. insurance sales call offering insurance for dbd.,en,-0.3102,0.131,0.869,0.0,-1,disapointing doctor cancel
Respon cepat dan cukup informatif. Thanks,respon cepat dan cukup informatif. thanks,en,0.4404,0.0,0.633,0.367,1,dan cukup informatif
"It's very helpful,thank you","it is very helpful,thank you",en,0.0,0.0,1.0,0.0,0,helpful thank
It helps me alot if i don't have time to see doctor,it helps me alot if i do not have time to see doctor,en,0.3818,0.0,0.809,0.191,1,helps alot time
the doctors are real 😁,the doctors are real,en,0.4588,0.0,0.727,0.273,1,doctors real
So helpful ❤️,so helpful,en,0.4754,0.0,0.492,0.508,2,helpful
Very Usefull and recomended 👍,very usefull and recomended,en,0.0,0.0,1.0,0.0,0,usefull recomended
very clear explanation,very clear explanation,en,0.4391,0.0,0.409,0.591,2,clear explanation
Thank you for rating us,thank you for rating us,en,0.3612,0.0,0.615,0.385,1,thank rating
"This app is helpful, but i hope Alodokter can fix data protection problem. I got a call from a woman who said she is from Alodokter, and when i checked the number in an app, that number saved by others as scam.","this application is helpful, but i hope alodokter can fix data protection problem. i got a call from a woman who said she is from alodokter, and when i checked the number in an application, that number saved by others as scam.",en,0.1901,0.154,0.626,0.221,1,alodokter checked number
changed my mind. won't coming back to this app ever again.,changed my mind. will not coming back to this application ever again.,en,0.0,0.0,1.0,0.0,0,mind coming application
Nice and informatif Doctor .thank you❤,nice and informatif doctor .thank you,en,0.8591,0.0,0.345,0.655,2,informatif doctor thank
It helps me so much,it helps me so much,en,0.3818,0.0,0.606,0.394,1,helps
Its great to look medicines and diseases and chat doctors about your disease. Great app.,its great to look medicines and diseases and chat doctors about your disease. great application.,en,0.8481,0.0,0.613,0.387,1,diseases chat doctors
"I was hoping to get some answers for my problem, or resolve, but Alodokter just upset me because they didn't even take my question seriously, not even read and reply properly, watta useless app","i was hoping to get some answers for my problem, or resolve, but alodokter just upset me because they did not even take my question seriously, not even read and reply properly, watta useless application",en,-0.8074,0.258,0.656,0.087,-1,watta useless application
Stop calling. Its annoying,stop calling. its annoying,en,-0.5994,0.71,0.29,0.0,-2,stop calling annoying
"Spam calls from marketing team ! If you say yes, they will autodebet your bank account. Careful, dont share any personal info.","spam calls from marketing team ! if you say yes, they will autodebet your bank account. careful, do not share any personal info.",en,-0.0976,0.173,0.667,0.159,-1,spam calls marketing
It’s a great app. The ui and response is very welcoming and charming. doctor are extremely knowledgeable and make great recommendations about medicine and.,it is a great application. the ui and response is very welcoming and charming. doctor are extremely knowledgeable and make great recommendations about medicine and.,en,0.9473,0.0,0.564,0.436,1,great application ui
"Need to update the apps.android home button and apps pile up together, im using samsung note 20 ultra","need to update the application.android home button and application pile up together, i am using samsung note 20 ultra",en,0.0,0.0,1.0,0.0,0,android home button
Very useful ❤️,very useful,en,0.4927,0.0,0.484,0.516,2,useful
A good app,a good application,en,0.4404,0.0,0.408,0.592,2,good application
