content,clean_emoji,language
Dokter menjelaskan secara rinci,dokter menjelaskan secara rinci,id
Tepat dan respon nya cepat,tepat dan respon nya cepat,id
"Lucu ya, nulis review jelek ke seorang dokter, pas ditampilin reviewnya berubah jadi bagus","lucu ya, nulis review jelek ke seorang dokter, pas ditampilin reviewnya berubah jadi bagus",id
Respon cepat dan sangat membantu permasalahan yang sedanng saya hadapi,respon cepat dan sangat membantu permasalahan yang sedanng saya hadapi,id
Cpt dan sigap,cpt dan sigap,id
Cepat responnya dan dokter jwb lengkap. Terimakasih,cepat responnya dan dokter jwb lengkap. terimakasih,id
Sangat membantu sekali di masa pendemi ini. Cuma tetep dengan bertemu langsung dengan dokternya pemerikasaan lebih bisa maksimal.,sangat membantu sekali di masa pendemi ini. cuma tetep dengan bertemu langsung dengan dokternya pemerikasaan lebih bisa maksimal.,id
Kadang janjian sama dokter tidak akurat,kadang janjian sama dokter tidak akurat,id
Menjelaskan dengan detail,menjelaskan dengan detail,id
Terimakasih sangat membantu sekali,terimakasih sangat membantu sekali,id
Dokter menjawab dengan jelas.,dokter menjawab dengan jelas.,id
Aplikasi bagus dan sangat membantu. Terima kasih buat semua dokter yg bertugas tentunya..,aplikasi bagus dan sangat membantu. terima kasih buat semua dokter yg bertugas tentunya..,id
I got covid 19 and Kemenkes suggested me to install Alodokter to get free consultation and medicine. I am so happy that now a days it's easy to access health service from your bed.,i got covid 19 and kemenkes suggested me to install alodokter to get free consultation and medicine. i am so happy that now a days it is easy to access health service from your bed.,en
8rg .b 8 i v tr Vbvn .d?wsl..6.m,8rg .b 8 i v tr vbvn .d?wsl..6.m,da
Terima kasih banyak,terima kasih banyak,id
Sangat membantu sekali,sangat membantu sekali,id
terimakasih dokter sangat membantu,terimakasih dokter sangat membantu,id
"Helpfull, thankyou alodokter","helpfull, thankyou alodokter",en
Responsive and interactive!,responsive and interactive!,en
Beli obatnya kurang berguna. Dapat resep langsung beli tapi obat terpisah di berbagai kota. GILA Butuh obat segara pas disuruh nunggu. Gk masuk akal,beli obatnya kurang berguna. dapat resep langsung beli tapi obat terpisah di berbagai kota. gila butuh obat segara pas disuruh nunggu. gk masuk akal,id
"Did the long review but they somehow removed my post, well anyway i'll make it short this one.. this will be my first and last using this app! Better book directly to the hospital for the Dr's appoitnment","did the long review but they somehow removed my post, well anyway i will make it short this one.. this will be my first and last using this application! better book directly to the hospital for the dr's appoitnment",en
Merasa sangat terbantu dengan adanya telemedicine. Bangga jadi warga Indonesia,merasa sangat terbantu dengan adanya telemedicine. bangga jadi warga indonesia,id
"Sangat membantu, dan dokter nya juga sangat menolong & terbuka untuk menanggapi setiap masalah yg ada.","sangat membantu, dan dokter nya juga sangat menolong & terbuka untuk menanggapi setiap masalah yg ada.",id
Sales nya nipu. Katanya ga akan langganan sblm saya setujui. Rekening uda kepotong 2 bulan. Mau berhenti langganan pun ribet bgt pdhl itu rekening saya sendiri,sales nya nipu. katanya ga akan langganan sblm saya setujui. rekening uda kepotong 2 bulan. mau berhenti langganan pun ribet bgt pdhl itu rekening saya sendiri,id
Sejauh ini kelewatan mudah penggunaan aplikasinya,sejauh ini kelewatan mudah penggunaan aplikasinya,id
Pelayanan dokter sangat baik,pelayanan dokter sangat baik,id
Sangat baik Dan di sarankan,sangat baik dan di sarankan,id
"respon cepat dan ramah, terima kasih dok","respon cepat dan ramah, terima kasih dok",id
Really helpfully 🙏🙏🙏,really helpfully,en
Mudah dan sangat membantu,mudah dan sangat membantu,id
Uda msukin vocer isoman tp abis chat ga dikasi resep berdasarkan kemenkes. Jadi gunanya apa.,uda msukin vocer isoman tp abis chat ga dikasi resep berdasarkan kemenkes. jadi gunanya apa.,id
Membantu isoman bgt. Dokternya pun cepat menanggapi,membantu isoman bgt. dokternya pun cepat menanggapi,id
Sangat membantu semua informasinya,sangat membantu semua informasinya,id
"It seems a chat bot, so quick to ask with template question","it seems a chat bot, so quick to ask with template question",en
"Deskripsi standard yg diberikan via aplikasi terlalu cepat, pasien blm sempat membaca sdh muncul deskripsi lain sehingga kurang nyaman.","deskripsi standard yg diberikan via aplikasi terlalu cepat, pasien blm sempat membaca sdh muncul deskripsi lain sehingga kurang nyaman.",id
Mantapp aplikasi ini untuk layanan isoman,mantapp aplikasi ini untuk layanan isoman,id
It really helps when i needed medicine to cure my sickness and validate any information around internet. Thank you Alodokter,it really helps when i needed medicine to cure my sickness and validate any information around internet. thank you alodokter,en
Sangat Mudah digunakan,sangat mudah digunakan,id
"Jangan pernah beli obat disini, pengiriman lama. Konsul sama dokter juga kayak konsul sama bot","jangan pernah beli obat disini, pengiriman lama. konsul sama dokter juga kayak konsul sama bot",id
Cepat dan membantu,cepat dan membantu,id
"Dokternya salah menuliskan judul resep yang mengakibatkan saya menerima obat yang tidak sesuai, mengecewakan","dokternya salah menuliskan judul resep yang mengakibatkan saya menerima obat yang tidak sesuai, mengecewakan",id
Layanan nya OK kok,layanan nya ok kok,tl
New aplication need to study first,new aplication need to study first,en
"Good aplication, sangat memudahkan dalam konsultasi bila dari rumah","good aplication, sangat memudahkan dalam konsultasi bila dari rumah",id
Harga estimasi jauh banget dari yang dicantum.,harga estimasi jauh banget dari yang dicantum.,id
"Pelayanan cukup cepat, pengiriman obat cukup relatif cepat juga","pelayanan cukup cepat, pengiriman obat cukup relatif cepat juga",id
Dokternya ramah & pertanyaan lengkap ke pasien. Terima kasih membantu.,dokternya ramah & pertanyaan lengkap ke pasien. terima kasih membantu.,id
FuRQAn BNN Indonesia,furqan bnn indonesia,es
Lengkap Dokter mantap,lengkap dokter mantap,id
So helpful and fast response,so helpful and fast response,en
Luar biasa membantu..,luar biasa membantu..,id
"Halo.. sebenernya ini bisa jadi aplikasi bagus.. tapi, pas saya lagi sign in paka nomer telfon yang benar, itu tetap saja bilang "" invalid "" gitu ... walaupun sudah benar.","halo.. sebenernya ini bisa jadi aplikasi bagus.. tapi, pas saya lagi sign in paka nomer telfon yang benar, itu tetap saja bilang "" invalid "" gitu ... walaupun sudah benar.",id
Tdk terjadi komunikasi hanya rentetan informasi,tdk terjadi komunikasi hanya rentetan informasi,id
"Sangat membantu, terima kasih","sangat membantu, terima kasih",id
Pelayanan yg baik dan cepat...Good..,pelayanan yg baik dan cepat...good..,id
"it's worthed, interactive chat with options available doctors. many thanks 🙏 the rest would be wish and pray to GOD 🤲.","it is worthed, interactive chat with options available doctors. many thanks the rest would be wish and pray to god .",en
"Data bocor, abis daftar langsung ada penipu nelpon katanya dari alodokter","data bocor, abis daftar langsung ada penipu nelpon katanya dari alodokter",id
easy to use,easy to use,en
"Saya ingin meminta resep obat untuk isoman , tetapi ketika ingin chat, selalu terhalang oleh survey form, yang ketika diisi selalu ditulis terjadi gangguan","saya ingin meminta resep obat untuk isoman , tetapi ketika ingin chat, selalu terhalang oleh survey form, yang ketika diisi selalu ditulis terjadi gangguan",id
Instruksinya tidak dapat saya ikuti,instruksinya tidak dapat saya ikuti,id
jelas dan rinci sesi chatnya,jelas dan rinci sesi chatnya,id
Mudah untuk digunakan,mudah untuk digunakan,id
Dokter Johanes Irpan menjawab pertanyaan dgn cepat SANGAT MEMBANTU KAMI,dokter johanes irpan menjawab pertanyaan dgn cepat sangat membantu kami,id
Buat yg isoman... responya cepat dan bagus.,buat yg isoman... responya cepat dan bagus.,id
Thaks to support,thaks to support,en
"Andalankuuuu, udah langganan dari 2019👍","andalankuuuu, udah langganan dari 2019",id
Amat membantu dimasa pandemi ini,amat membantu dimasa pandemi ini,id
Dokternya cantik cantik,dokternya cantik cantik,id
"Terima kasih AloDok, saya sangat terbantu dalam menghadapi ISOMAN. Panduannya memang panjang tapi tetap salut bisa dgn segera diproses semua langkah""nya. Sukses selalu dan yuk tetap jaga kesehatan 🙏","terima kasih alodok, saya sangat terbantu dalam menghadapi isoman. panduannya memang panjang tapi tetap salut bisa dgn segera diproses semua langkah""nya. sukses selalu dan yuk tetap jaga kesehatan",id
"Cek bantuan isoman program kemenkes disini. Respon dokter cepat, ramah dan memberi banyak info bermanfaat. Ntapz!","cek bantuan isoman program kemenkes disini. respon dokter cepat, ramah dan memberi banyak info bermanfaat. ntapz!",id
"mau rubah data malah keluar aplikasi, ga bisa di klik apa apa","mau rubah data malah keluar aplikasi, ga bisa di klik apa apa",id
Terjawab secara detail dari setiap pertanyaan. Mantap! Tapi sayang aplikasinya suka error mohon tingkatkan lg ya biar chat lg nanya2 hal penting sm dokter jd lebih nyaman. Makasih,terjawab secara detail dari setiap pertanyaan. mantap! tapi sayang aplikasinya suka error mohon tingkatkan lg ya biar chat lg nanya2 hal penting sm dokter jd lebih nyaman. makasih,id
Sangat membantu....untuk diagnosis awal,sangat membantu....untuk diagnosis awal,id
"Hii, need help. Please fix, per today since 18:30 on Redmi Note 8 Pro device, this apps doesn't work WHILE I'm in the middle of PAID consultation with the doctors about my health concerns.... Previously re-install solved the issues, but suddenly it repeated and can't be solved again even though i already reinstalled the apps. The notif pop-up said that there aren't any internet connection, meanwhile I'm opening other online apps are clearly fast and speed test the internet speed above 10Mbps","hii, need help. please fix, per today since 18:30 on redmi note 8 pro device, this application does not work while i am in the middle of paid consultation with the doctors about my health concerns.... previously re-install solved the issues, but suddenly it repeated and cannot be solved again even though i already reinstalled the application. the notif pop-up said that there are not any internet connection, meanwhile i am opening other online application are clearly fast and speed test the internet speed above 10mbps",en
Ternyata cukup friendly,ternyata cukup friendly,id
Respon cukup cepat,respon cukup cepat,ro
Dokter selalu sedang menangani pasien lain setelah uang dibayarkan,dokter selalu sedang menangani pasien lain setelah uang dibayarkan,id
Sangat membantu pasien Isoman,sangat membantu pasien isoman,id
God bless this application and all the doctors!,god bless this application and all the doctors!,en
Very quick response 👍👍,very quick response,fr
"Mantap banget, kalo boleh tolong dong lokasi storenya dipisah langsung jadi bisa pesen dari 1 store aja ga biat lebih efisien","mantap banget, kalo boleh tolong dong lokasi storenya dipisah langsung jadi bisa pesen dari 1 store aja ga biat lebih efisien",id
Sangat membantu pasien isoman. Salut. Terus tingkatkan pelayanan ke masyarakat.,sangat membantu pasien isoman. salut. terus tingkatkan pelayanan ke masyarakat.,id
Dokternya ramah dan helpful. Tks,dokternya ramah dan helpful. tks,id
"Sangat membantu dan jelas dalam penjelasannya, thank you dok","sangat membantu dan jelas dalam penjelasannya, thank you dok",id
"Pertanyaan yang sama ditanya 2x, ya jadi ketik ulang lagi. Bikin repot","pertanyaan yang sama ditanya 2x, ya jadi ketik ulang lagi. bikin repot",id
penjelasan dokter sangat jelas.,penjelasan dokter sangat jelas.,id
"sangat terbantu pakai aplikasi ini, penjelasan dokter nya jelas dan detail..","sangat terbantu pakai aplikasi ini, penjelasan dokter nya jelas dan detail..",id
"Merugikan, book dokter disini berbeda jadwalnya dengan realita, udh jauh ke rs malah dokternya tidak ada jadwal!!!","merugikan, book dokter disini berbeda jadwalnya dengan realita, udh jauh ke rs malah dokternya tidak ada jadwal!!!",id
Sangat membantu sekali,sangat membantu sekali,id
Sangat membantu utk penjelasannya,sangat membantu utk penjelasannya,id
Very helpful app,very helpful application,en
"Respon cepat, jelas & akurat","respon cepat, jelas & akurat",lv
Sangat membantu dan memudahkan sekali. Thank Alodokter.,sangat membantu dan memudahkan sekali. thank alodokter.,id
Konsultasi dengan dokter untuk isoman lancar...so far Ok 👍,konsultasi dengan dokter untuk isoman lancar...so far ok,id
"Kinda disappointed with the system. When you look for the doctor, it was said that they're available.. but then after you purchased for consultation, it said that they're busy.. then after i wait for them to finish their session, they immediately went offline.. why can't we consult first then pay? Or is there any other way so that we don't waste our time like that?","kind of disappointed with the system. when you look for the doctor, it was said that they are available.. but then after you purchased for consultation, it said that they are busy.. then after i wait for them to finish their session, they immediately went offline.. why cannot we consult first then pay? or is there any other way so that we do not waste our time like that?",en
Good and quick respon,good and quick respon,en
Helpfull aps .. sekarang konsul dokter gak perlu antri keluar rumah.. aman.. tq alodokter,helpfull aps .. sekarang konsul dokter gak perlu antri keluar rumah.. aman.. tq alodokter,id
"Info Chat Dokter di apps kalau resep Isoman dikirim ke email kita, dicek sudah 2 hari ga ada email di inbox dan spam. WA ke nomor WA di apps, infonya resep diinpur langsung oleh Alo Dok di web kemenkes, cek NIK di web Kemenkes diinfokan belum terdaftar. WA lagi dengan Alo Dok, diinfokan sedang antrian dan diusahakan max 1 hari kerja. Aneh krn ga sesuai prosedur dari WA Kemenkes, tapi saya tunggu besok Rabu, 2 Feb dimana sudah Max 1 hari kerja","info chat dokter di application kalau resep isoman dikirim ke email kita, dicek sudah 2 hari ga ada email di inbox dan spam. wa ke nomor wa di application, infonya resep diinpur langsung oleh alo dok di web kemenkes, cek nik di web kemenkes diinfokan belum terdaftar. wa lagi dengan alo dok, diinfokan sedang antrian dan diusahakan max 1 hari kerja. aneh krn ga sesuai prosedur dari wa kemenkes, tapi saya tunggu besok rabu, 2 feb dimana sudah max 1 hari kerja",id
"Respon sangat cepat, penjelasan detail dan dokter yang melayani ramah","respon sangat cepat, penjelasan detail dan dokter yang melayani ramah",id
Terimakasih banyak Dok🙏,terimakasih banyak dok,id
Mantapp.. responsif dan murmerr,mantapp.. responsif dan murmerr,fr
Is this app only meant for Indonesia?am from Singapore trying to register but can't Alredy tried to register with my email and phone number for verification but can't ?,is this application only meant for indonesia?am from singapore trying to register but cannot alredy tried to register with my email and phone number for verification but cannot ?,en
It is user friendly,it is user friendly,en
Thanks dokter Rizky Nurwan,thanks dokter rizky nurwan,af
Makasi dokternya fast respon dan ramah,makasi dokternya fast respon dan ramah,id
"This is a scam app, don't even try. Don't let them have your phone number, more importantly don't let them know YOUR BANK ACCOUNT NUMBER, they can autodebit/autocharge you even without your consent. Worse, they sell your data to third parties. They do all those WITHOUT your consent.","this is a scam application, do not even try. do not let them have your phone number, more importantly do not let them know your bank account number, they can autodebit/autocharge you even without your consent. worse, they sell your data to third parties. they do all those without your consent.",en
Very helpful during this pandemic where people limit their movement,very helpful during this pandemic where people limit their movement,en
"loading terus tiap buka halaman baru, padahal internet saya lancar, sekedar membuka chat yg sudah nonaktif aja loading gak bisa kebuka, harus saya ulang2 keluar masuk baru bisa","loading terus tiap buka halaman baru, padahal internet saya lancar, sekedar membuka chat yg sudah nonaktif aja loading gak bisa kebuka, harus saya ulang2 keluar masuk baru bisa",id
Aplikasi tidak bisa dibuka walaupun di coba berkali kali loading nya lama padahal lagi butuh bantuan,aplikasi tidak bisa dibuka walaupun di coba berkali kali loading nya lama padahal lagi butuh bantuan,id
"Dokter2nya berkompeten, khusus nya ketika saya dan keluarga terpapar Covid 19","dokter2nya berkompeten, khusus nya ketika saya dan keluarga terpapar covid 19",id
Sangat fast response. Penjelasan juga sangat detail. Terimakasih Alodokter.,sangat fast response. penjelasan juga sangat detail. terimakasih alodokter.,id
Sangat membantu.terima kasih,sangat membantu.terima kasih,id
Dokternya baik sekali dan fast respond. Terimakasih Alodokter,dokternya baik sekali dan fast respond. terimakasih alodokter,id
Fast respond ...,fast respond ...,en
"Great apps, easy and believable!! You should download and get the lots information about your health from Alodokter!!","great application, easy and believable!! you should download and get the lots information about your health from alodokter!!",en
"Sangat membantu, terimakasih","sangat membantu, terimakasih",id
"I find some good doctors. Will be better if we can edit review to doctor because some doctors didn't reply and I give bad feedback, and find out they answer and having bad signal. The review box popped out before I can read the reply. So I feel bad for the review.","i find some good doctors. will be better if we can edit review to doctor because some doctors did not reply and i give bad feedback, and find out they answer and having bad signal. the review box popped out before i can read the reply. so i feel bad for the review.",en
Aplikasi yg simple dan user friendly. Dokternya menjelaskan dg detail. Tiap Chat berbayar😁,aplikasi yg simple dan user friendly. dokternya menjelaskan dg detail. tiap chat berbayar,id
Sangat membantu bgt,sangat membantu bgt,id
Bagus sekali ada aplikasi ini memudahkan konsultasi tanpa musti ke rumah sakit,bagus sekali ada aplikasi ini memudahkan konsultasi tanpa musti ke rumah sakit,id
"Keterangannya jelas, sangat membantu","keterangannya jelas, sangat membantu",id
Bagus untuk identifikasi awal penyakit,bagus untuk identifikasi awal penyakit,id
Best app ever ... 🥰,best application ever ...,en
Sangat detail dengan penjelasan dr Choirina sukses selalu,sangat detail dengan penjelasan dr choirina sukses selalu,id
Easy to use. Useful for quick n simple consultation.,easy to use. useful for quick n simple consultation.,en
The best app,the best application,en
I got a fast response from the doctor,i got a fast response from the doctor,en
Good.good for your job,good.good for your job,so
Chat fast respond & jelas penjelasannya,chat fast respond & jelas penjelasannya,id
"Ketika udah selesai bayar, baru nulis pertanyaannya, tiba"" di notif klo dokter tsb segera offline dalam 10menit. Sediiiiiiihhhh banget, kita ibu yg panik mau nanyain anak terus digituin tu rasanya nyeseeekk polll. Bukan perkara duit nya, cuma tu rasanya sediiiiihh pollll.. Kecewa aja. Saran, klo memang udah mau offline jangan 10menit di notif, 30menit min, jadi kita nya gak kecewa. Trims","ketika udah selesai bayar, baru nulis pertanyaannya, tiba"" di notif klo dokter tsb segera offline dalam 10menit. sediiiiiiihhhh banget, kita ibu yg panik mau nanyain anak terus digituin tu rasanya nyeseeekk polll. bukan perkara duit nya, cuma tu rasanya sediiiiihh pollll.. kecewa aja. saran, klo memang udah mau offline jangan 10menit di notif, 30menit min, jadi kita nya gak kecewa. trims",id
"Meskipun ada chat yang gratis, tetap dilayani dengan baik. Aplikasinya bagus 👍","meskipun ada chat yang gratis, tetap dilayani dengan baik. aplikasinya bagus",id
Memudahkan kita untuk konsultasi awal dengan dokter tanpa harus ke rumah sakit.,memudahkan kita untuk konsultasi awal dengan dokter tanpa harus ke rumah sakit.,id
Berguna sekali jika ingin konsultasi ke dokter daripada berasumsi dari artikel,berguna sekali jika ingin konsultasi ke dokter daripada berasumsi dari artikel,id
Udah hampir 1 tahun atau lebih kali. Proteksi saya statusnya masih pending.,udah hampir 1 tahun atau lebih kali. proteksi saya statusnya masih pending.,id
"Ditny, dokter : lgsg periksa lgsg ke dokter secara tatap muka, jd aplikasi ini tdk berguna hehe","ditny, dokter : lgsg periksa lgsg ke dokter secara tatap muka, jd aplikasi ini tdk berguna hehe",id
Bagus. Penjelasan dokter2nya jelas dan sangat membantu. Menghemat waktu dan biaya,bagus. penjelasan dokter2nya jelas dan sangat membantu. menghemat waktu dan biaya,id
Bbrp menu tidak bisa muncul,bbrp menu tidak bisa muncul,id
"Responsif, dan detail penjelasannya","responsif, dan detail penjelasannya",id
"alhamdulillah sangat membantu kami dokter memberikan penjelasan dengan jelas,,terimakasih dokter","alhamdulillah sangat membantu kami dokter memberikan penjelasan dengan jelas,,terimakasih dokter",id
"Saya selalu memakai aplikasi ini ketika sakit, sangat membantu. Karena tidak ada yang peduli dengan saya bahkan saat saya sudah sakit 5 hari.😊","saya selalu memakai aplikasi ini ketika sakit, sangat membantu. karena tidak ada yang peduli dengan saya bahkan saat saya sudah sakit 5 hari.",id
dokter Leonardo Alexander sangat baik menjelaskan,dokter leonardo alexander sangat baik menjelaskan,id
Terimakasih banyak.sangat membatu saya yg jauh dari faskes/dokter.sukses terus Alodokter,terimakasih banyak.sangat membatu saya yg jauh dari faskes/dokter.sukses terus alodokter,id
Useless and detrimental app! user money thief! using user data without permission and then taking money in the account at will.,useless and detrimental application! user money thief! using user data without permission and then taking money in the account at will.,en
"Dokternya ramah sekali, informasi penjelasannya juga detail & jelas, ada fitur chat gratis juga tersedia. Dokternya ramah.","dokternya ramah sekali, informasi penjelasannya juga detail & jelas, ada fitur chat gratis juga tersedia. dokternya ramah.",id
"Very good, fast response","very good, fast response",en
Mau vaksin Sinovac,mau vaksin sinovac,fi
Helpful with fair price,helpful with fair price,en
Bagus sangat membantu,bagus sangat membantu,id
So far so good ❤️,so far so good,so
"Tks , sangat membantu saya.","tks , sangat membantu saya.",id
"Cukup jelas, tidak bertele2, meskipun tidak bisa dibilang cepat balasannya","cukup jelas, tidak bertele2, meskipun tidak bisa dibilang cepat balasannya",id
"i think ini aplikasi paling good diantara yg lain, nyediain dokter umum juga, yg dokter umum no charge cmiww","i think ini aplikasi paling good diantara yg lain, nyediain dokter umum juga, yg dokter umum no charge cmiww",id
Sangat membantu saya,sangat membantu saya,id
Sangat membantu orang yg lagi sakit.,sangat membantu orang yg lagi sakit.,id
Dokternya cepat dalam menanggapi dan penjelasannya jelas serta mudah dipahami,dokternya cepat dalam menanggapi dan penjelasannya jelas serta mudah dipahami,id
Thank you so much,thank you so much,en
ini ngebantu bgt si,ini ngebantu bgt si,id
"Good app, sangat membantu","good application, sangat membantu",tl
bisa bertanya segala macam ttg kesehatan pada ahlinya,bisa bertanya segala macam ttg kesehatan pada ahlinya,id
"plis ini aplikasi bagus bgt, dokter nya ngejelasin nya lengkap dan jelas, mana gratis lagi 😭🙏🏻","plis ini aplikasi bagus bgt, dokter nya ngejelasin nya lengkap dan jelas, mana gratis lagi",id
Senang ada aplikasi ini disaat tengah malam buta diserang penyakit.akhirnya pagi2 bisa chat dr. Dan gak perlu ke rs nunggu waktu lama.thx alodokter,senang ada aplikasi ini disaat tengah malam buta diserang penyakit.akhirnya pagi2 bisa chat dr. dan gak perlu ke rs nunggu waktu lama.thanks alodokter,id
"Sangat membantu... Pilihan pertama saya ketika ada masalah dengan kesehatan sebelum lanjut ke rumah sakit. Terima kasih AloDokter, terima kasih dr. Nabilah Fajriah Barsah atas responnya. 🙏","sangat membantu... pilihan pertama saya ketika ada masalah dengan kesehatan sebelum lanjut ke rumah sakit. terima kasih alodokter, terima kasih dr. nabilah fajriah barsah atas responnya.",id
"Puas banget chat bersama dokter, maa syaa Allah. Alhamdulillah, dokternya sangata ramah dan penjelasannya sangat membantu.","puas banget chat bersama dokter, maa syaa allah. alhamdulillah, dokternya sangata ramah dan penjelasannya sangat membantu.",id
best app for medical consultation,best application for medical consultation,en
"Najis dokternya ga ada yg ramah skrg. Beda sm dulu2. Poor you, lama2 kalah lu sm aplikasi sebelah dokternya sabar jelasin","najis dokternya ga ada yg ramah skrg. beda sm dulu2. poor you, lama2 kalah lu sm aplikasi sebelah dokternya sabar jelasin",id
Sangat membantu di keadaan yang tidak memungkinkan keluar rumah.,sangat membantu di keadaan yang tidak memungkinkan keluar rumah.,id
respom yg diberikan cepat terimakasih,respom yg diberikan cepat terimakasih,id
"sangat membantu, terima kasih banyak dokter Lisa Anggriani Susanto 🙏","sangat membantu, terima kasih banyak dokter lisa anggriani susanto",id
"Beli obat dari tanggal 20, tgl 23 masih diproses. Parah lama banget","beli obat dari tanggal 20, tgl 23 masih diproses. parah lama banget",id
Beberapa kali menggunakan sangat membantu bagi qmi yg Ada di pelosok krna jarang adanya dokter spesialis,beberapa kali menggunakan sangat membantu bagi qmi yg ada di pelosok krna jarang adanya dokter spesialis,id
"Sangat membantu, respon dokternya juga cepat","sangat membantu, respon dokternya juga cepat",id
Aplikasi yang memudahkan kita ingin mengakses kesehatan ke dokter secara oll,aplikasi yang memudahkan kita ingin mengakses kesehatan ke dokter secara oll,id
Aplikasi yang bermanfaat,aplikasi yang bermanfaat,id
Bagus. Dokternya sabar. Cukup informatif. Lankutkan,bagus. dokternya sabar. cukup informatif. lankutkan,id
Terima kasih sangat membantu,terima kasih sangat membantu,id
Terima kasih sgt bagua apps ini,terima kasih sgt bagua application ini,id
Pereda kepanikan ku :),pereda kepanikan ku :),id
mnggunakan apl ini terasa berkonsultasi dgn dokter scr lngsung,mnggunakan apl ini terasa berkonsultasi dgn dokter scr lngsung,id
Sgt membantu pas sakit tp mls ngantri ke klinik atau rs...,sgt membantu pas sakit tp mls ngantri ke klinik atau rs...,id
"When you register, there is random people called you offering you an insurance. The free doctor maybe little help for not serious help like fever.","when you register, there is random people called you offering you an insurance. the free doctor maybe little help for not serious help like fever.",en
Jawaban cukup memuaskan,jawaban cukup memuaskan,id
"Sangat mudah digunakan, ada toko kesehatanya juga, Aplikasi ini sangat membantu! Terimakasih","sangat mudah digunakan, ada toko kesehatanya juga, aplikasi ini sangat membantu! terimakasih",id
this app sells our data,this application sells our data,en
"Hati-hati, aplikasi maling. Enggak ada hujan, enggak ada angin, 95k tiap bulan diauto debit dari rekening. Enggak ada akhlak.","hati-hati, aplikasi maling. enggak ada hujan, enggak ada angin, 95k tiap bulan diauto debit dari rekening. enggak ada akhlak.",id
"Kerenn gratis lg,,,makasih yaa alodokter","kerenn gratis lg,,,makasih yaa alodokter",id
"Dokternya baik bgt no judge, sangat mengedukasi","dokternya baik bgt no judge, sangat mengedukasi",id
Sangat membantu dan dokternya ramah,sangat membantu dan dokternya ramah,id
"Untuk chat dengan dokter bagus dan tidak ada kendala. Namun, saat pesan apa yang diresepkan, 2× berturut-turut gagal. Ada yang berhasil tapi ternyata paket gaada di lokasi.","untuk chat dengan dokter bagus dan tidak ada kendala. namun, saat pesan apa yang diresepkan, 2 berturut-turut gagal. ada yang berhasil tapi ternyata paket gaada di lokasi.",id
Makasiii alodoc terutama dr. Suci Zaharaa makasiii bangettt,makasiii alodoc terutama dr. suci zaharaa makasiii bangettt,id
Bagus fast respon,bagus fast respon,en
Dokternya fast respon dan menjawab dengan baik,dokternya fast respon dan menjawab dengan baik,id
Some of the doctor may be truly helpful. But don't ever purchase the medicine in this app unless you live near the capital city bcs you won't be able to track the order real time like when you shop online also the shipment would take really long time.,some of the doctor may be truly helpful. but do not ever purchase the medicine in this application unless you live near the capital city bcs you will not be able to track the order real time like when you shop online also the shipment would take really long time.,en
"Membantu sangat, thx u","membantu sangat, thanks you",id
"bintang 2 untuk pelayanan dokternya yg sangat baik dan ter arah, 3 bintang kosong nya untuk pengiriman obat yg dipesan sangat lama sampai dan tidak bisa di cancel, tau yg butuh itu org lagi sakit, mau beli di tempat lain pun sudah keburu beli di alodokter yg gabisa dicancel, mending aplikasi sebelah yang hari-h langsung sampai","bintang 2 untuk pelayanan dokternya yg sangat baik dan ter arah, 3 bintang kosong nya untuk pengiriman obat yg dipesan sangat lama sampai dan tidak bisa di cancel, tau yg butuh itu org lagi sakit, mau beli di tempat lain pun sudah keburu beli di alodokter yg gabisa dicancel, mending aplikasi sebelah yang hari-h langsung sampai",id
"Konsultasi gratis yang pertama solutif. Konsultasi gratis kedua kurang solutif ya, dokter memberikan resep obat yg sama seperti yg sudah saya sebut sebelumnya. Responnya juga lama.","konsultasi gratis yang pertama solutif. konsultasi gratis kedua kurang solutif ya, dokter memberikan resep obat yg sama seperti yg sudah saya sebut sebelumnya. responnya juga lama.",id
Thank you for the fast response of the doctor and the detail explanation.,thank you for the fast response of the doctor and the detail explanation.,en
Kenapa shopeepay bisa bayar tapi tidak bisa langsung chat dengan dokter,kenapa shopeepay bisa bayar tapi tidak bisa langsung chat dengan dokter,id
Sangat membantu di saat darurat,sangat membantu di saat darurat,id
"Sangat bermanfaat, lebih mudah untuk konsultasi lebih lanjut, sangat mudah digunakan ❤","sangat bermanfaat, lebih mudah untuk konsultasi lebih lanjut, sangat mudah digunakan",id
Dokter yang ada selalu responsif secepatnya dan memberikan penjelasan lengkap serta mudah dipahami.,dokter yang ada selalu responsif secepatnya dan memberikan penjelasan lengkap serta mudah dipahami.,id
sangat respon dan baik,sangat respon dan baik,id
Fast reply..love it,fast reply..love it,en
"Mantap, mayan membantu","mantap, mayan membantu",id
Semakin mudah dan cepat mengoperasikan apps ini. Thank you.,semakin mudah dan cepat mengoperasikan application ini. thank you.,id
"Setelah install Alodokter, mengapa ada yang menelepon menawarkan layanan konsultasi? Sangat mengganggu. Mengapa bisa seperti itu? Apakah data kami diperjualbelikan? Saya sangat sangat sangat tidak merekomendasikan Alodokter. Anda yang sangat menjaga privasi, mohon berhati-hati.","setelah install alodokter, mengapa ada yang menelepon menawarkan layanan konsultasi? sangat mengganggu. mengapa bisa seperti itu? apakah data kami diperjualbelikan? saya sangat sangat sangat tidak merekomendasikan alodokter. anda yang sangat menjaga privasi, mohon berhati-hati.",id
