content,score
Sangat membantu,5
Dokter sangat membantu memberikan pelayanan pengobatan.,5
Aplikasi sering ngelag. Tapi terbantu oleh CS yang mengembalikan saldo gopay,4
Usefully,5
Good,5
Very user friendly and suoer fast service!,5
"Bnyk bug sialan, contoh alokdokter dong lbh efisien, konsul belum kelar waktu abis, harusny sesuai kebutuhan menyebalkan 😡😡😡 BETTER ALOKDOKTER !!!",1
Good app,5
Respon aplikasi cepat dan sangat membantu di saat darurat,5
udh bayar biaya juga udah kepotong tapi dokter sedang sibuk uang tidak kembali,1
top bgt,5
Sangat membantu disaat emergency.,5
Mantap,5
Dokter yang ramah,5
Sangat menyusahkan,1
Excellent and helpfull.... Thanks Halodoc,5
"I bought medicine from Halodoc that need prescription. The medicine came has already expired, and I can't buy another one because the prescription can only be used once. The helpdesk said they would be reach me in 24 hours, but they haven't reached me until now. If my illness is chronic, I would have died from either my illness or the expired medicine. Slow customer support 😶",1
"Aplikasi jelek, asuransi kok gak sesuai polis. Dipolis bilang masa tunggu 1 tahun tapi kenyataan baru bisa claim kalau 2 tahun. Emang pantas diviralkan",1
Great app 👍🏻,5
Mantap,5
Konsultasi dgn dokter Herman. Bagus dan solusinya ok banget. Terima kasih ya dok,5
A helping hand just a click away,5
"as an apps, this is a good apps that is easy to use with complete facilities for health purpose. my only 'complaint' is the menu to get to customer service when something went wrong is not intuitive and not easy to use. you are most of the time redirected to FAQ",4
Fast response! Great!,5
Good,5
Iklan di YouTube editor nya dari Prindavan,1
"Layanan lab home servis nya ok, cepat. Dan hisa lamhaung konsultasi online. Ga report keluar2",5
Jangkauan apotik dari pembeli jaraknya seharusnya tidak lebih dari 10 atau 12 kilometer. Supaya driver instant nya tidak batalin orderan terus,3
Exellence,5
Sungguh membantu saat ingin berobat di manapun dan kapan pun. Thank you,5
Realy helpfull,5
"easy to use, profesional medical assistance",5
Ok,5
"Data tiba tiba berubah semu, pengkinian data eror",1
THE BEST HELP,5
Trima kasih.. Berkah Dalem,5
Useful and user friendly UI,5
Very responsive ans helpful,5
Awesome,5
Okay,5
"Sangat membantu sekali ketika sedang sakit dan tdk bisa pergi kedokter offline, respon dokter juga bagus",5
Kerenn,5
Very helpful,5
Apakah bisa saya memberikan tip kepada driver yg sudah mengantarkan obat?,5
Pelayanan dokternya sgt baik👍,5
Aplikasi yg simple dan bermanfaat sekali,3
"sistem buruk. tidak ada penggunaan layanan namun status diubah menjadi ""selesai"". refund diklaim sejak tgl 27 dan seluruh bukti telah diajukan. waktu proses refund maksimal 14 hari namun hingga tgl 19 tidak ada proses refund yang diterima.",1
Sangat membantu,5
"Sangat terbantu dg adanya halodoc, ngk perlu pergi2, ngk perlu ngantri, dan ngk punya cash, sangat membantu",5
Aplikasi yang sangat membantu banget.,5
Tolong tambahkan fitur untuk chat langsung ke drivernya,4
Keep a good work and uphrade for more best experience,5
helpful,5
Niceeee,5
"Awalnya lancar transaksi, makin.kesini malah error terus. Transaksi cek harga resep aja lama dan gagal terus, begitu bisa transaksi obat gak dikirim, lalu cancel dan dana (GO-PAY) ga langsung balik..suruh nunggu 1x24 jam. Ini kalo emergency butuh obatnya saat isoman gimana?? Nunggu kolaps dulu yg sakit?",1
Aplikasi sangat lelet,2
"Lelet, disaat urgent malah ga bisa dipakai.",1
CS slow response. Lama banget nunggunya,1
Sangat membantu,5
"Mantapp, saya bisa konsul teledokter. Dilayani dengan baik dan seksama. Resep keluar dan saya bisa langsung tebus obat melalui apotek online pilihan yang ada. Obat saya dapatkan dalam runtutan waktu 1 jam sejak konsul dokter. Luar biasa ini Halodoc.. bantu orang banyak tanpa harus visit langsung utk kurangi resiko apalagi sekarang lagi banhak resiko covid. sukses ya!",5
Membantu sekali apabila ketika sedang tidak orang lain di rumah,5
Dengan link nya ke asuransi semua menjadi mudah dengan halodoc,5
"Komunikatif, pelayan bagus dan sesuai harapan...",5
Sangat membantu,5
Konsuktasi dg psikolog klinis baik,5
"Dari sejak kena covid ampe sakit infeksi biasa, kebantu banget ama app ini. Konsul dokter jam 3 pagi jg bisa dan obat tiba dlm 15 menit. Terima kasih banyak.",5
Bagus,5
Simple,5
Really helpful.,5
puas dg saran dan diagnosa nya,5
👍,5
Kemudahan dan fleksibilitas memilih tenaga kerja kesehatan sesuai keinginan kita memang luar biasa 👍! Ditambah lagi kita bisa menghubungkan asuransi pribadi maupun anggota keluarga sehingga biaya pengobatan dan obat bisa langsung ditanggu asuransi!,5
"Praktis,memudahkan orang yang sakit tanpa perlu lama lama antri,",5
Sangat membantu. terima kasih,5
"Helpful, especially for covid patient",5
Good,5
Badabest mannn,5
Terima kasih halodoc. Sy bisa konsultasi dokter dan dpt obat tanpa hrs antri ke klinik..,5
Helping many things of getting better solution by Doctor immediate action,4
"Jangan pernah menggunakan aplikasi ini kalau tidak ingin kehabisa uang, saya coba mau konsultasi dokter mata, sudah bayar, terus setelah bayat tidak bisa konsultasi, keterangan di aplikasinya eror,",1
aplikasi yang sangat membantu,5
Sangat membantu,5
Great apps,5
Perfect,5
"Yess, kerennn cepat dan tanggap, trmksh dok",5
Sangat membantu,5
"Puas dengan konsultasi Dokter, detail dan Dokternya baik",5
"Variasi lengkap, harga terjangkau, puas sekali pakai halodoc. Terima kasih",5
Sungguh ngebantu banget buat calon ibu seperti saya,5
Mudah ringan d menyenangkan 💚💚💚,5
"Sangat bermanfaat, dokternya juga responsif dan ramah",5
Cepat tanggap,5
Sangat berguna disaat2 urgent tengah malam,5
Nice,5
Terrible. Mau pesen obat gak bisa². Apa gunanya jadi telemedicine?,1
Memudahkan jika kita tidak bisa ke klinik ato RS thx halodoc,5
Aplikasi ini sangat membantu terutama layanan dokter jarak jauhnya yang terintegrasi langsung dengan apotik,5
"Sangat mudah untuk digunakan. Mudah memilih dokter, juga dibantu untuk mengirimkan obat dari apotek terdekat.",5
"Keren, cepat, mantap, dan akurat. Sangat membantu sekali. Terimakasih banyak buqt tim Halodoc. Kalian hebat.",5
Awesome application and user friendly. Keep it up.,5
Good job,5
"My first contac with halodoc, surprise I can😆",5
Easy to use and verry helpfull,5
Sangat membantu saat dokter offline tutup,5
Clear explanation,5
"Appnya bagus, sangat memudahkan. Chat dokter dan tebus obat sudah terintegrasi",5
Sangat membantu saya,5
Obatnya dianter ke rumah yang salah And yeah lama banget diprosesnya,1
"Sangat membantu, praktis, hemat 👍🏻",5
Sangat membantu disaat pandemi seperti sekarang,5
"pelayanan cepat, simple, dokternya friendly",5
"Sangat membantu sekali, efisien dan cepat solusinya. Terima kasih.",5
Easy to use,5
"gbs login, no OTP udh bener, failed mulu",3
"Can't refund, my transaction got cancelled and when i input refund form it's always failed. edited : They reached out to me and sending my money back.👍🏻",5
Sangat membantu,5
Very very helpful,5
Manthul,5
Ok,5
"Sangat membantu sekali, terima kasih halo doc",5
Ini aplikasi sangat membantu banget,5
"Keren, bisa konsul dari rumah",5
Easy to use and clear,5
Sangaaat menganggu dikala penting!,5
"Cepat, tepat dan sehat..thx halodoc",5
Sangat membantu,5
"Ok, terbantu",5
👍👍👍👍,5
Dokter2nya kooperatif dan sangat membantu. Jadi ga perlu bolak balik nanya sana sini buang2 uang 😂,5
Terjawab semua keluhan saya semoga cepat sembuh ...,5
Praktis,5
Nice apps,5
Beruntung ada Halodoc ❤,5
Cepat memberi jawaban dan cukup jelas,5
very helpful apps. thx 👍👍👍👍👍,5
Cepat respon nya,5
Dokternya ramah dan mau nunggu pas koneksi internet saya terganggu,5
Good apps,5
"Wow aku br pertama kali beli obat d sini!!! Ga nyangka simple mudah cepet. Selama ini tau aplikasinya cm ga pernah coba. Muter2 cr apotek ga nemu, pake aplikasi ini, lgs ketemu, pengiriman instan cm 20rb, resep ga ada juga bs d buatin resep online sama halodoc. Bintang 5!!!!!!!!",5
Ok,5
"It's getting worse lately, selalu ngga smooth. Terakhir di payment gateway nya, masukin otp aja belum, udah gagal. Sebelumnya pas minta resep digital, sdh dpt dr dokter, lanjut pesanan, ttp dibilang perlu resep.",2
Good application,5
Aplikasi yg sangat membantu sekali,5
"Ok banget , sangat menolong",5
Bagus,5
bagus dan cukup membantu bgt,5
Nice..,5
"Apoteknya kadang jauh bangettt bukan di apotek terdekat, kasian abang gojeknya :(",4
Fasilitas di situs tidak memungkinkan untuk ganti profil untuk anak dan pasangan. Harus pakai aplikasi,5
Saya gunakan aplikasi ini untuk konsultasi covid isolasi mandiri. Good job.,5
Great Service for Online Health Service,5
Kalo bisa harganya jgn mahal² 😜,5
Pengiriman Obat cepat & tepat,5
So impressive. I have dry cough and within less than 30 minutes I got the cough syrup that I need. The app payment system is also so smooth and not complicated. The process is so easy and not convoluted like any other similar app. Well done. 👍👍,5
"Akurat, cepat, Dan mudaj",5
"Lagi bedrest dirumah orgtua, pedalaman bekasi. Apotek terdekat ga lengkap,, mana ga bs jauh² nek motor krn post op. sangat membantu sekali halodoc,, 30 menit sampai. Trmksh yah",5
Thanks Halodoc..semakin lama semakin bagus. Aplikasi yg membuat journey berobat menjadi happy...happy pun menambah imun...🥰🥰,5
Cool,5
Aplikasi jelek sistem order aneh... Sering kali sudah konsultasi dengan dokter dan melakukan cekout order obat. Sdh terkonfirmasi pembayaran dll tinggal tggu obat datang. Lamaa tidak datang datang waktu saya cek status order ternyata berubah menjadi DIBATALKAN ?????? Siapa yg membatalkan dan kenapa???? Tidak ada konfirmasi tidak ada penjelasan. Saya order ulang pemesanan obat nya namun biaya jd tidak dicover asuransi. Pdahal yg error dr sistem hallodoc. Sdh chat dgn CS tidak bs membantu. Aneh...,2
Okay banged,5
Solusi untuk konsultasi telemedicine dengan dokter dengan biaya yang terjangkau dan tidak perlu keluar rumah. resep digital dari dokter ok bgt. bisa di download dan bisa di untuk claim obat ke apotik. kekurangannya hanya harga obat lebih tinggi dan pemilihan apotiknya cukup jauh dari lokasi pemesan.,4
Very good apps. Nice and helpful doctors.,5
Menolong saya yg baru males keluar beli obat. Karena saya baru sakit perut.,5
Mudah & sangat membantu,5
"Resep ga bisa didownload, fasilitas cek harga ga bisa di akes, resep ga di proses.",1
"Sangat buruk, saya janji temu dokter tapi dokternya praktek di ER. Saya cancel untuk temu dokter selanjutnya. Sdh di cancel lwt email, CS, whatsapp, dan via live chat CS. Tapi tetap halo doc bikin janji temu dengan dokter tersebut. Saya minta refund gak ada kejelasan sampai skrng. Untuk yg mau download aplikasi ini hati2, karena refund sangat tidak mungkin. Saya sdh delete aplikasinya, gak apa2 uang hilang.",1
Good,5
"Good app, bermanfaat sekali👍",5
Sangat membantu sekali,5
Hallo doc membantu saya cpt tnggap ..dokternya bagus selalu cocok obat cepet sampe kerumah.ga perlu repot ke rs lg kecuali keadaan emergency,5
"Mudah, simple dan jelas",5
Sngt membantu,5
"Mantap,lengkap",5
So helpfull,5
"Masa sy konsul buat art sy yg +, nama sy yg ditulis jd pasien. Sy kan sdh bilang: sy - covid. PARAH APKnya.",2
Good,5
Cool,5
Good,5
Ok sgt membantu,5
Recomended,5
"Sangat membantu, lengkap dengan rekomendasi obat, catatan dokter, dan juga list harga obat sehingga mudah untuk difollow up ke faskes dan apotik terdekat.",5
"Sangat berguna, pembayaran praktis dan tidak ribet",5
"Kapan saja ,dimana saja, konsul kesehatan menjadi mudah, murah dan menyenangkan",5
Setelah menunggu lama. Pesanan obat dibatalkan. Padahal perlu banget. Tidak merekomendasikan apps ini. Work flownya tidak bagus,1
Hallo Doc makes me need Hallo Help desk. Any CC and VA were failed.,2
"Obatnya sesuai resep dokter diterima, diapotek kosong, obat gak kekirim juga 😅. Tetep aja beli obat sendiri akhirnya 😆",3
"Maaf harus kasi skor buruk. Tapi Halodoc belum bisa diandalkan. Dikasi resep sama dokter, pesen obatnya, tapi obat yang datang kurang. Dan tanpa notifikasi apapun. Biaya layanan 15k jadi terasa mahal. EDIT: Dulu saya pesan obat dalam keadaan sakit, panca indra agak berkurang. Dalam keadaan sehat, pemesanan obat lancar.",4
Sempat bermasalah dengan pemesanan obat pertama kali di Halodoc. Tapi di pemakaian2 berikutnya selalu on time dan sesuai pesanan. Sangat recommended. Terima kasih banyak.,5
Salah satu aplikasi kesehatan yg ok,5
Sangat membantu,5
Chat dgn dokter oke dan dpt resep. Tapi hang terus saat mau beli obat online,5
Sangat membantu,5
Sangat membantu,5
"This app is getting worse I can't buy anything in this app now because it keep declining my payment, please fix it",1
Thanks for everything ❤️,5
Aplikasi pelayanan medis terbaik. Sangat mudah digunakan dan terintegrasi dengan layanan lainnya,5
Harga kirim terlalu mahal. Jika saja harga kirimnya bisa sama seperti gofood/grabfood akan lebih baik lagi,3
Responnya cepat dan penjelasan sangat dimengerti,5
"Cepat responnya, dokter nya juga sabar menjawab semua pertanyaan...terima kasih ya",5
Serasa punya dokter pribadi deh!! Tenang tinggal chat aja obat dikirim.. ♥️,5
Responsif,4
"Banyak BUG, tidak bisa mengubah Data Pembayaran & saat transaksi selalu berulang jadi proses tidak efisien. Sudah menghubungi CS, tapi proses Refund cukup berbelit & sekali lagi tidak praktis karena aplikasi error'.",1
"Sangat sangat sangat membantu, thank you halodoc!",5
Sangat membantu konsultasi saat pandemi dan menghemat waktu dibandingkan konsultasi offline dan lebih hemat juga.,5
"Proses agar bisa konsul dgn dokternya lama, nggak kayak Alodokter. Refund saldo nya lama 4-5 kerja padahal Shopee aja kalo batal langsung dibalikin saat itu juga.",1
"Sangat membantu...tapi untuk biaya pengiriman obat pilihannya hanya instan, jadi mahal, tolong di study kembali terkait pengiriman obat, kalau bisa ada opsi ambil ditempat jadi tidak ada biaya tambahan, karena lumayan mahal biaya pengirimannya.",4
Good,5
Helpful banget kalo urgent..tapi pilihan apotek nya ga kira2 jauhnya sampe berkilo2 meter. Jadi lama nunggunya..,3
Oke,5
Terbaik...👍👍 great app..user friendly..😍👏👏,5
Pesan obat apa dapatnya apa.. Tp respons dr halodoc lambat! Gila aja masa ya kasi ngga sesuai pesanan dosisnya..,1
"Buat belanja obat, TOP. Buat konsul dokter, Traumatis. Saya udah jelasin gejala saya dr awal sampe skrg, termasuk penularannya ke suami n anak, tb2 ""maaf, ini 1 waktu 1 org "" lhaa. Saya cm cerita kronologi. Trus tb2 ""Jadi, keluhan utamanya apa?"" Saya jelasin puanjang di atas kayak sia2 bgt. Tb2 resep keluar, ga ada penjelasan, trus minta chat ditutup dan dikasih jempol ke atas. Males. Uninstal",2
Very good,5
Good,4
Lu kalo pasang jadwal sama jenis vaksin yg bener donk. Vaksin kaga ada lu tulis juga di sini.,1
Membantu sangat,5
"Sangat membantu, terutama disaat pandemi seperti ini. Terimakasih Halodoc.",5
"Boleh ga kalo mesen obat drivernya tuh gausah jauh jauh? Seolah gaada apotek yg deket pdhl siang siang aja banyak yg buka di daerah rumah, cuma perkara resep digital aja jd hrs mesen dr halodoc",2
solusi cepat,5
"Its getting worse, driver ask me to cancel the order due to delivery point seems to far from him (from surabaya to gresik). The chat assistance not helping, there is no option for cancellation, I should call the CS to cancellation.",3
Thank you,5
Selalu tenang ada Halodoc.,5
"Aplikasi, Pelayanan, CS dan Tim Teknis yang sangat parah. Tidak ada tanggung jawab penggantian biaya atau tindak lanjut apapun. Kesalahan aplikasi, namun yang menanggung customer. Entah sudah berapa customer yang menanggung kesalahan dari Aplikasi ini. Tujuan ada aplikasi ini mempermudah, nyatanya masih saja mempersulit bahkan merugikan customer.",1
"Mitra apotik anda, kalo apotik lagi tutup jangan open ordera dong. Yg rugi mitra driver gojek. Berpengaruh ke lamanya dapat orderan dan pengaruh ke mudahan driver dalam mendapatkan order selanjutnya bahkan ke hari hari berikutnya. Juga buang bensin dan waktu karena udah jalan 2-3 km menuju apotik yg sedang tutup itu. Apotik lagi tutup masa tetap buka orderan.",1
Sangat membantu.. Thanks halodoc,5
CS ga jelas. Ga ada response. Resep dipesan berulang kali tercancel otomatis terus,1
Sangat membantu,4
Satisfy,5
Helpful banget saat lagi ga bisa ke rumah sakit,5
Good apps,5
Good hospitality,5
Dokternya sangat baik terima kasih halodoc yg luar biasa keren,5
Top app,5
"Very practical and helpful, especially during pandemic 👍",5
Very Helpful,4
Qualifiat Dokter,5
Best apps pas lg sakit. Tkt sotoy self diagnose n kbtulan lg d bangkok subuh2 drpd k rs yg bahasa nya gw ga bs inggris mrk pas2an mending halodoc dl pertolongan pertama.. Nyokap gw jg smpt kena aritmia attack k halodoc dl n lgs ketolong.. Thanks bgt.. GOD BLESS,5
Helpfull apps,5
"Good, helpful apps, easy to use.",5
Sangat membantu,5
"Sangat membantu, respon para dokter jg cepat 👍👍",5
"aplikasi crashed setiap klik ""toko kesehatan"" android samsung A51",1
Errors most of the time... How can this app be used and got 4.8 rating???,2
Error saat unduh resep,2
"After updating the app on 2 August 2022, now it doesn't work at all. Very disappointing. please check again soon.",1
Memudahkan,5
Bagus,5
Puas,5
Nice,5
Simp Dan efficient,5
"amat sangat membantu di saat urgent, makasih halodoc",5
Friendly doctor. Explain everything,5
User friendly 👍,5
Excellent service,5
Sangat membantu di saat pandemi,5
Good service,5
"Saya tidak bisa chat dengan dokter meskipun appnya sudah mengurangi saldo, saya coba bayar pakai gopay pun tidak bisa.",1
"Penanganannya cepat, obatnya sampai cepat terimakasihh",5
Mantap dan sangat membantu,5
"Mudah penggunaannya.. Dokternya ramah, komunikatif, informatif.. jd bikin lbh tenang",5
Sangat solutif dengan harga terjangkau,5
"Sip, UI UX nya pas jd solusi untuk yg ingin cepat dan di rmh aja",5
Sekarang aneh ini app. Mau beli obat harus chat dokter. Ok saya chat. Masuk ke sesi chat aja ga bisa eror trus. Lalu masuk ke opsi bantuan. Chat di sana ga di balas balas. Sampai mau 1 jam baru di balas. saya bilang keburu sakit parah nungguin balasan nya,1
"Responnya cepat dan penjelasannya cukup menyeluruh. Bisa menggunakan asuransi cukup praktis, terutama yg sedang sakit tidak bisa keluar rumah, karena diantar langsung ke rumah",5
Fast respond and delivery,5
User friendly,5
"Sy sudah konsul dokter dan dokternya bagus, tapi applikasinya yang sangat minus. Resep dari dokter sudah sy tebus, tapi tanpa pemberitahuan sebagian besar obat di resep dokter tersebut di cancel. Dan tidak bisa dibeli lagi karna resep jadi tidak berlaku. Dari 7 item obat hanya 1 yang bisa dibeli dan yang lainnya tidak bisa dibeli. Jadi buat apa sy cape cape bayar konsul tapi resep tidak bisa dipergunakan untuk beli obat? Sudah menghubungi halodoc assistant tapi ya percuma karna tidak ada solusi",1
Good app,5
"Sangat membantu sekali, terlebih lagi klo sikon darurat sprti di hari minggu..klau ke rs/klinik/puskesmas blm tentu ada dokternya..",5
Terima kasih halodoc. Memudahkan sekali untuk berkonsultasi ke dokter dan beli obat.,5
Membantu disaat posisi jauh dan hendak mencari kebutuhan obat-obatan dan telemedicine. Ditingkatkan terus pelayanannya. Thanks,5
Tiga dulu ya,3
"Good service, details, fast and doctor are friendly.",5
User friendly👍,5
"Sangat memudahkan sekalii, untuk aku yang males k dokter 🥰",5
"Disuppport oleh dokter2 yg kompeten, fast respon.",5
keren,5
Very helpfull when we need medicine immediately,5
So help full ... thanks,5
Dokternya ramah dan cepat dalam menanggapi pesan yang dikirim. Terima kasih,5
Sangat membantu 🙏🏼🙏🏼🙏🏼,5
Sangat membantu👍,5
Very helpfull although UI need some enhancement to inline with customer experience,5
Essy,5
Dokternya menjawab pertanyan & memberi saran dgn baik.,5
Sangat membantu,5
"Janji temu dokter cuma bisa dipakai buat orang jabotabek aja kayaknya, kalo di luar jawa masak semua dokter tidak tersedia",2
"Gw sering pakai halodoc..it was helpfull...Dan yg pasti dokter2nya juga ok bgt . Alhamdulillah tiap dikasih resep dgn diagnosa yg hanya dgn chat ...orang2 dirumah sembuh.. yg penting kalau Konsul dokter, kita bilang aja kondisi kita sebenarnya spy ga salah diagnosa.beli obat2 juga ok..mau di JKT atau di luar kota bisa tinggal pencet2 aja datang deh tu barang...kereeen halo doc",5
Very very Helpful,5
Sangat membantu,5
Dokternya sabar dan telaten.,5
"Sangat membantu , dan bermanfaat sekali",5
ok,5
pelayanan dokternya ramah dan informatif,5
"Aplikasinya bagus, tp sy sempet ngebug dimana ketika sy chat, chat dokter g msk disy. Baru terlihat ketika sesinya selesai. Tolong segera perbaiki",4
Respon nya cepat. Jelas,5
Sangat membantu,5
Nice,5
Butuh fitur semisal nya ada user komen dokter tersebut bagaimana pengalaman nya. Terus yang rating nya kalau bisa jangan hanya simbol jempol terus rating semisal 100% tapi tambahkan berapa banyak pengguna yang rating itu supaya tidak ada ragu mau chat siapa,2
Sangat membantu dan cepat,5
Quick and easy to order medicine online.,5
Cara mudah dan sangat membantu untuk konsultasi kesehatan dan pesan obat secara online dari rumah.,5
"2x topup, 2x dana gak masuk. Uang dibank 2x berkurang. Dicontact chat cs gak jawab, ditlp gak angkat, diemail gak dibalas. Harus kemana komplainnya? YLKI?",1
"Appsnya tidak berjalan sama sekali sudah terhubung dengan dokter. Tapi chat tidak bisa, telepon tidak bisa, kirim gambar tidak bisa, uang sudah keluar. Tapi ga bisa apa2.",1
Lengkap dan mudah digunakan karena banyak opsi yaang disediakan,5
"Utk fasilitas cetingnya ok bgt, tp ketika di resepkan obat yg cukup banyak...ketika mencari obat yg tersedia...gagal loading, berkali2 sekitar 1 jam an. Akhirnya saya beli sendiri ke apotik. Lalu dilain waktu ketika dapat obat dari dokter dan kita tebus melalui halodoc aturan pakai obat tidak di tulis oleh apotik. Mohon jadi perhatian ke depan.",3
Good apps,5
Mantap,5
Sangat membantu.,5
Usefull apps,5
Convenience and reliable,5
"Pada pemesanan obat disana ada catatan alamat, tolong catatan nya dikirim kepada drivernya, saya berkali kali nulis catatan detail alamat tetapi tidak sampai ke driver, sehingga driver berkali kali salah alamat",3
Good application...the application is very useful for helping my family who are sick,5
"2 times cancelled and the money never refunded, worst medical app, better use another app",1
Okok,5
"Untuk pengaduan saldo yg terpotong tapi dokter tidak menjawab tolong diadakan , karena itu merigukan Thanks",3
"Fast response, delivery cepat. Privacy aman.",5
Really helpfull.. Thank u Halodoc.👍,5
really great and useful,5
Tolong perbaiki kolom lengkap alamat kirim dari app customer terlihat oleh pihak driver karena sering alamat kirim tidak sesuai dengan titik dan alamat lengkap tidak terlihat di app driver.. Sudah banyak yang komplain mengenai hal yang sama tolong di perhatikan. Obat ini sangat penting untuk pasien jangan sampai tidak tersampaikan karena salah paham driver dan cust gara gara alamat yang tidak terbaca oleh driver. Kadang obat tsb diambil dan diantarkan oleh driver dari jarak yang cukup jauh...,1
Trmksh byk Halodoc.sgt2 membantu u/Booster.bahkan disaat dilapangan trmksud anak2 sy jalur berbeda siapa yg pk halodoc ga pk antri.cpt pelayanan dilapa dan di appsnya dan akurat mlalui apps halodoc.success to u,5
Quite easy to reach the docter.. but the reply answer a little bit slow,4
"So far, the app is useful and helpful.",5
Sangat membantu,5
Sangat membantu disaat2 urgent,5
Aplikasi yang selalu membantu dan chat dengan dokternya selalu cepat,5
Very useful,5
Good application,5
i bought some medicine but not delivered to me.,1
Good,5
Great App,5
"Bagus, ngga perlu ngantre lama2 di klinik buat penyakit umum",5
Good service,5
"Terima kasih, sangat membantu dalam mencari obat dilokasi terdekat.",5
"Good apps, very helpfull",5
Easy to use and friendly user interface.. the doctors work patiently and gave a clear explanation and it help thank you,5
Very helpfull,5
"Tanggal 25/7/2022 jam 22:00an saya coba Chat Dokter, pilih dokter umum, lalu pilih salah satu dokter yang ada di layar. Setelah bayar, nunggu 2 menit tidak terlayani. Setelah 15 menit saya ulangi dgn dokter lain, bayar lagi, tidak terlayani. Saya coba dgn dokter spesialis, bayar lebih mahal, tidak terlayani. Saya cek di riwayat transaksi, kosong. Tidak ada pesan apapun, misal: dokter lagi tidak tersedia, mau diganti dokter lain? Atau, tunggu-Anda di antrian no 35, atau: mau direfund?",1
Mantab,5
"Mantap, order cepat sampai 👍",5
User friendly,5
Fast response and service excellent,5
Sangat membantu untuk konsul dan tidak ingin pergi keeumah sakit,5
Sangat membantu,5
Working very well,5
Sangat membantu,5
Good apps,5
"Beberapakali pesan halodoc ngga sampe, alasan apotik kurir susah kontak, dan juga ngga bisa kontak via WhatsApp, karena nomor tlp kita disamarkan aplikasi.. Kenapa halodoc menyamarkan nomor kita, jika kita disuruhisi nomor tlp di aplikasi,",1
"Pesan obat buat anak yang sedang sakit, berharap 1 jam kemudian bisa diterima, kenyataan peranannya dibatalkan sampai 3x, 2x oleh apotik, 1x oleh driver. Sampai pada akhirnya anak saya ketiduran, padahal rencananya mau minum obat sebelum tidur. Awal pesan adalah jam 7pm, pesanan ke 4, sudah jam 10 pm. Akhirnya datang sebelum jam 11. Saya bingung kenapa apotik dan driver butuh waktu lama untuk batalkan pesanan. Rata2 butuh 1 jam buat batalkan pesanan. Sadarkah mereka sedang melayani orang sakit?",2
Very good n fast,5
"jelek bgt ga ada solusi dari pihak halodoc. memang kesalahan saya pakai kode isoman utk bapak saya krn beliau gaptek utk masalah teknologi kyk gini. tp saya sdh ganti akun. tp kode isoman sdh dianggap hangus, pdhl resep dokter blm diberikan. kode isoman itu setau saya diberikan kemenkes secara gratis, tp blm digunakan malah dianggap hangus. bener2 jelek dan ga ada solusinya dari halodoc malah disuruh bayar",1
Sangat membantu dalam konsultasi dan dalam pembelian obat,5
Easy to use and interactive,5
Sangat membantu dan user friendly 👍👍,5
"Saya keracunan baygon saat menyemprot kecoa dikamar pukul 1pagi, alhamdulillah ada app ini. Nyawa saya terselamatkan, tks barakallah.",5
Oke,5
Good response & solution,5
"Halodoc sangat berguna buat kami yg ada di remote area , susah mendapatkan dokter dengan pengalaman yg cukup mumpuni. Terlebih untuk mendapatkan second opinion.",5
"Sudah bayar, dokter sibuk, uang tidak dikembalikan. Customer service ga bisa di call",1
Cepat,5
Sangat menolong sekali dan tiba tepat waktu,5
Okaaaay,4
Helpful,5
Sangat membantu disaat sakit dan tidak bisa ke dokter/rumah sakit.,5
Kereen,5
Bisa konsul kapan saja,5
Easy to use,5
Very Useful,5
Good. Succses,5
Ok,5
"Pesan kain kasa malam2 krn butuh urgent untuk pendarahan yg tak berhenti, status pesanan sdh diterima alamat sdh sesuai, tapi barang tak diterima. driver tak berusaha menghubungi. harga barangnya ga seberapa tp butuh urgent, di saat urgent ternyata malah dapat pengalaman seperti ini 🥲",1
Useless,1
"Dokter tidak peduli pasien sembuh atau tidak, mereka cuma ingin ngasih resep lalu dapat uangnya",1
Location of GPS feature is not accurated. Please fix this GPS Feature in this app.,3
Penjelasan dokter detail dan ramah,5
Previosly I used this app only to buy some medicines & vitamins. It's getting better now with the online doctor consultation & prescription. Very convenient.,5
good,5
Good ecperience,5
Great app with efficient service and care from the doctors,5
Great!,5
Untuk metode pembayaran konsultasi tolong dong tambahkan aplikasi DANA:),4
Helpful apps. Thank you,5
Suka bgt sm pelayanannya,5
Good job,5
Waktunya sangat singkat untuk konsultasi secara ketikan.,4
Best apps! Thank you doc..,5
Easy find information,5
"Like the interface, the fast response of doctors and ease of use",5
"cepet responsenya, keren",5
Sangat membantu saat malam dan tiba2 sakit...,5
Sangat membantu saat dibutuhkan,5
Gud app,5
Delivery cepat,5
Helpful doctor,5
"halodoc aplikasi nya bagus, mungkin tadi saya ga sabar aja sm kurang faham kalo misalnya dokter yg pertama sibuk, maaf ya halodoc",5
Sngt membantu. Ga perlu cape2 ngantri ke dokter. Tengkyu Halodoc.,5
"Pesan obat 2 macam sekaligus via instant 1 obat dikirim dalam hitungan jam, 1 lagi 2 hari berikutnya. Keburu kejang2 pasiennya, mending pake apps ojol lebih cepat. uninstall",1
"Mau komplen aj ga bs telp call center udh teken angka 3 , ngomongnya di ulang"" Lagi , aplikasi kaga bener ini.. Antibiotik cuma di kasih 1 doang.. Lawak bener",1
Terbantu dgn aplikasi ini,5
Layanan cepat,5
Good,5
"Lengkap banget dokternya, sampe psikolog pun ada. Top",5
