content,score
Sering hang,4
Sangat membantu,5
Nice,5
"Penjelasan dokter Muhamad sangat lengkap, jelas dan detail. Thanks",5
Lumayan membantu utk konsultasi dokternya. Utk pelayanan klaim asuransinya bisa ditingkatkan lebih responsif lagi 👍🙂,3
👍🏻,5
Respon cepat🙏,5
Responnya cepat terima kasih,5
"Sebagai pasien cov-19, Saya sangat terbantu.",5
"Terimakasih , aplikasi ini sangat membantu",5
Sangat membantu & responsnya cepat..,5
makin maju,5
Sangat membantu ketika harus isoman,5
Beroperasi dan terintergrasi dengan sistem.,5
Easy use,5
Respon nya lebih ditingkatkan lagi apabila perlu langsung dimunculkan resep digital,5
Lebih bagus dari yg merah menurut saya,5
Very helpful👍,5
👍👍,5
sangat membantu untuk yang sedang isoman dengan adanya program dari kemenkes..,5
tyvm alodokter .... fast response dan sangat membantu,5
Sangat membantu,5
"lg covid terus konsul lewat alodokter, dokternya ga membantu, tiba2 ilang jg. pas mau konsul lg tulisannya kapasitas penuh",2
Overall not bad. Saya hanya menyayangkan aplikasi sekelas Alodokter ini tidak memiliki fitur untuk mendownload invoice (yang harusnya merupakan fitur umum). Ini sangat menyulitkan untuk proses reimbursement ke kantor.,2
Helpfull,5
ok,5
Ok,5
"Telemedicine app yg baik, respon cepat. Memuaskan",5
Top,5
Layanan cepat dan jelas,5
Bagus,5
"Aplikasi yg bagus secara desain dan penggunaan yg simple, bagus untuk zaman covid seperti saat ini",5
Sangat mudah dan jelas,5
"First experience, thanks",5
Mantap,5
Kerrren abis di saat pandemi...gak perlu gerak sudah 86,5
Ini gimana ya maksudnya? Ditungguin ga bales2. Tau2 tertutup otomatis karena saya ga bales2 (?),1
Very good and quick respon,5
Hhh,1
Semuanya baik dan jelas,5
Very helpfull,5
👍👍👍👍👍👍,5
Thankyou.. Cepat pelayanannya,5
Banyak membantu,5
Sangat membantu,5
Good job,5
Siff ... Cepat dan jelas,5
"Cukup membantu, tapi lama loadingnya",4
Cool,5
Sangat membantu 👍🏻,5
Very helpful,5
dokternya ok.. namanya dr nydya paramitha.. makasi dok,5
Thanks a lot,5
"Pake kode isoman gak dibales2, pake yang bayar baru dibales dan itupun ditanyain detail lagi padahal udah dijelasin dan datanya sudah isi di form",3
Sangat membantu,5
Useful 👍👍,5
"Saya ubah penilaian nya.. Pelayanan dokter nya kurang banget.jwban nya tdk memuaskan, Sy mnt obat disaranin ke dokter langsung, buat apa sy konsultasi ke dokter online kl dsruh ke dokter offline..",2
sangat membantu,5
Ok,4
Penjelasan dokter panjang lebar dan cukup jelas untuk sy pahami,5
"sangat membatu,terima kasih",5
Fast and detail,5
Membantu sekali,5
Sangat berguna,5
"Pelayanan layanan konsultasi online dokternya sangat baik, akan tetapi sangat perlu meningkatkan koordinasi antara farmasi, kurir dan alodoc dalam pemesanan obatnya. Saya membeli obat yang urgent di alodoc karena obat ini kosong di beberapa apotik dekat rumah, akan tetapi tiba tiba kurir info kalau stok di farmasi kosong. Mungkin kedepannya bisa dari alodok untuk mengalokasikan pesanan pembeli ke farmasi lain otomatis tanpa pembeli berkali kali follow up.",2
Well informed,5
Great,5
ok,5
Penjelasannya mudah,5
TERIMA KASIIIHHH :),5
Kami sangat terbantu...semoga tambah keren,5
Saya dilayani oleh dr.rosyida avicennianing tyas. Informasi yang diberikan sangat akurat dan cepat. Pelayanan sangat baik dan ramah Aplikasi ini sangat membantu Terima kasih alodokter.,5
Nice app,5
"Obat yang ditunggu tidak kunjung datang, malah statusnya dibatalkan. Padahall chat dengan dokternya sudah selesai, resep sudah ditulua dan katanya obat akan diantar. Tetapi sampai skarang saya tidak terima obat apa2. Mohon dicek ya. Terima kasih.",3
Bagus banget sangat membantu. Diteruskan tingkat,5
Dokter menjelaskan secara rinci,5
Tepat dan respon nya cepat,5
Membantu,5
"Lucu ya, nulis review jelek ke seorang dokter, pas ditampilin reviewnya berubah jadi bagus",1
cepat responnya,5
Respon cepat dan sangat membantu permasalahan yang sedanng saya hadapi,5
Helpful,5
Cpt dan sigap,5
Cepat responnya dan dokter jwb lengkap. Terimakasih,5
Sangat membantu sekali di masa pendemi ini. Cuma tetep dengan bertemu langsung dengan dokternya pemerikasaan lebih bisa maksimal.,5
Fast response.,5
Luar biasa,5
Kadang janjian sama dokter tidak akurat,5
Menjelaskan dengan detail,5
Terimakasih sangat membantu sekali,5
Dokter menjawab dengan jelas.,5
Aplikasi bagus dan sangat membantu. Terima kasih buat semua dokter yg bertugas tentunya..,5
Bagus,5
Pelayanan memuaskan,5
I got covid 19 and Kemenkes suggested me to install Alodokter to get free consultation and medicine. I am so happy that now a days it's easy to access health service from your bed.,5
Good,5
Good advice,5
8rg .b 8 i v tr Vbvn .d?wsl..6.m,3
Sangat membantu,5
Fast respon,5
Terima kasih banyak,5
Good,5
Sangat membantu sekali,5
terimakasih dokter sangat membantu,4
"Helpfull, thankyou alodokter",5
Good,5
Good app,5
Good,5
Responsive and interactive!,5
Beli obatnya kurang berguna. Dapat resep langsung beli tapi obat terpisah di berbagai kota. GILA Butuh obat segara pas disuruh nunggu. Gk masuk akal,1
"Did the long review but they somehow removed my post, well anyway i'll make it short this one.. this will be my first and last using this app! Better book directly to the hospital for the Dr's appoitnment",1
Merasa sangat terbantu dengan adanya telemedicine. Bangga jadi warga Indonesia,5
"Sangat membantu, dan dokter nya juga sangat menolong & terbuka untuk menanggapi setiap masalah yg ada.",5
Sales nya nipu. Katanya ga akan langganan sblm saya setujui. Rekening uda kepotong 2 bulan. Mau berhenti langganan pun ribet bgt pdhl itu rekening saya sendiri,1
Excellent,5
Sejauh ini kelewatan mudah penggunaan aplikasinya,5
Pelayanan dokter sangat baik,5
Bagus,5
Sangat baik Dan di sarankan,5
"respon cepat dan ramah, terima kasih dok",5
Really helpfully 🙏🙏🙏,5
very helpful,5
Bad services,3
Good services,4
Mudah dan sangat membantu,5
Uda msukin vocer isoman tp abis chat ga dikasi resep berdasarkan kemenkes. Jadi gunanya apa.,1
Good,5
Penjelasannya ok,5
Membantu isoman bgt. Dokternya pun cepat menanggapi,5
Sangat membantu semua informasinya,5
"It seems a chat bot, so quick to ask with template question",2
"Deskripsi standard yg diberikan via aplikasi terlalu cepat, pasien blm sempat membaca sdh muncul deskripsi lain sehingga kurang nyaman.",4
Excellent 👍👏👏,5
Fast response,5
Mantapp aplikasi ini untuk layanan isoman,5
It really helps when i needed medicine to cure my sickness and validate any information around internet. Thank you Alodokter,5
Oke,5
Sangat Mudah digunakan,5
"Jangan pernah beli obat disini, pengiriman lama. Konsul sama dokter juga kayak konsul sama bot",1
Cepat dan membantu,4
"Dokternya salah menuliskan judul resep yang mengakibatkan saya menerima obat yang tidak sesuai, mengecewakan",1
Layanan nya OK kok,5
New aplication need to study first,5
Good,5
"Good aplication, sangat memudahkan dalam konsultasi bila dari rumah",4
Harga estimasi jauh banget dari yang dicantum.,1
Pelayanan mengecewakan,1
Nice app,5
Good aplication,5
Respon cepat,5
Sangat membantu,5
Okayyyy,4
Thx,5
"Pelayanan cukup cepat, pengiriman obat cukup relatif cepat juga",4
Dokternya ramah & pertanyaan lengkap ke pasien. Terima kasih membantu.,5
Great app..,5
FuRQAn BNN Indonesia,5
Lengkap Dokter mantap,5
So helpful and fast response,5
Luar biasa membantu..,5
Penjelasan oke,5
Respon cepat,5
"Halo.. sebenernya ini bisa jadi aplikasi bagus.. tapi, pas saya lagi sign in paka nomer telfon yang benar, itu tetap saja bilang "" invalid "" gitu ... walaupun sudah benar.",3
Tdk terjadi komunikasi hanya rentetan informasi,3
"Sangat membantu, terima kasih",5
Good,5
nice app,5
Pelayanan yg baik dan cepat...Good..,5
"it's worthed, interactive chat with options available doctors. many thanks 🙏 the rest would be wish and pray to GOD 🤲.",5
"Data bocor, abis daftar langsung ada penipu nelpon katanya dari alodokter",2
Goodjob,5
easy to use,5
"Saya ingin meminta resep obat untuk isoman , tetapi ketika ingin chat, selalu terhalang oleh survey form, yang ketika diisi selalu ditulis terjadi gangguan",1
Instruksinya tidak dapat saya ikuti,1
🙏,5
jelas dan rinci sesi chatnya,5
Mudah untuk digunakan,5
Dokter Johanes Irpan menjawab pertanyaan dgn cepat SANGAT MEMBANTU KAMI,5
Buat yg isoman... responya cepat dan bagus.,5
Pelayanan buruk,1
Thaks to support,5
👍,5
"Andalankuuuu, udah langganan dari 2019👍",5
Good,4
Sangat membantu,5
Good,5
Amat membantu dimasa pandemi ini,5
Dokternya cantik cantik,5
"Terima kasih AloDok, saya sangat terbantu dalam menghadapi ISOMAN. Panduannya memang panjang tapi tetap salut bisa dgn segera diproses semua langkah""nya. Sukses selalu dan yuk tetap jaga kesehatan 🙏",5
"Cek bantuan isoman program kemenkes disini. Respon dokter cepat, ramah dan memberi banyak info bermanfaat. Ntapz!",5
Terimakasih alodok,5
"mau rubah data malah keluar aplikasi, ga bisa di klik apa apa",1
ok kok,5
Terjawab secara detail dari setiap pertanyaan. Mantap! Tapi sayang aplikasinya suka error mohon tingkatkan lg ya biar chat lg nanya2 hal penting sm dokter jd lebih nyaman. Makasih,5
Sangat membantu....untuk diagnosis awal,5
Mantap Dok,5
Good,5
Sangat membantu,5
"Hii, need help. Please fix, per today since 18:30 on Redmi Note 8 Pro device, this apps doesn't work WHILE I'm in the middle of PAID consultation with the doctors about my health concerns.... Previously re-install solved the issues, but suddenly it repeated and can't be solved again even though i already reinstalled the apps. The notif pop-up said that there aren't any internet connection, meanwhile I'm opening other online apps are clearly fast and speed test the internet speed above 10Mbps",1
Sangat membantu,5
Ternyata cukup friendly,5
Membantu,5
Fast respons,5
Respon cukup cepat,4
Very helpfully...,5
Respon cepat,5
Keren,5
Dokter selalu sedang menangani pasien lain setelah uang dibayarkan,1
Sangat membantu pasien Isoman,5
Sangat membantu,5
God bless this application and all the doctors!,5
Very quick response 👍👍,5
"Mantap banget, kalo boleh tolong dong lokasi storenya dipisah langsung jadi bisa pesen dari 1 store aja ga biat lebih efisien",5
Cool apps,5
Sangat membantu pasien isoman. Salut. Terus tingkatkan pelayanan ke masyarakat.,5
Good,5
Sangat memmbantu,5
Dokternya ramah dan helpful. Tks,5
Good,5
Good idea,5
"Sangat membantu dan jelas dalam penjelasannya, thank you dok",5
Ok,5
"Pertanyaan yang sama ditanya 2x, ya jadi ketik ulang lagi. Bikin repot",4
Berguna sekali,5
penjelasan dokter sangat jelas.,5
Great service,5
"sangat terbantu pakai aplikasi ini, penjelasan dokter nya jelas dan detail..",5
Good application,5
"Merugikan, book dokter disini berbeda jadwalnya dengan realita, udh jauh ke rs malah dokternya tidak ada jadwal!!!",1
Sangat membantu sekali,5
Fast respon,5
Great,5
Sangat membantu utk penjelasannya,5
Helpfull,5
Sangat membantu,5
respon cepat,5
Very helpful app,5
good,5
"Respon cepat, jelas & akurat",5
Nice,5
Sangat membantu dan memudahkan sekali. Thank Alodokter.,5
Konsultasi dengan dokter untuk isoman lancar...so far Ok 👍,5
"Kinda disappointed with the system. When you look for the doctor, it was said that they're available.. but then after you purchased for consultation, it said that they're busy.. then after i wait for them to finish their session, they immediately went offline.. why can't we consult first then pay? Or is there any other way so that we don't waste our time like that?",4
good,5
Good,5
"Good dokter,semangat",5
Good,5
Fast respons,5
Aplikasi mudah,5
Thank dokter,5
Ok,5
Good and quick respon,5
Great app,5
Helpfull aps .. sekarang konsul dokter gak perlu antri keluar rumah.. aman.. tq alodokter,5
Very good,5
Ok,4
"Info Chat Dokter di apps kalau resep Isoman dikirim ke email kita, dicek sudah 2 hari ga ada email di inbox dan spam. WA ke nomor WA di apps, infonya resep diinpur langsung oleh Alo Dok di web kemenkes, cek NIK di web Kemenkes diinfokan belum terdaftar. WA lagi dengan Alo Dok, diinfokan sedang antrian dan diusahakan max 1 hari kerja. Aneh krn ga sesuai prosedur dari WA Kemenkes, tapi saya tunggu besok Rabu, 2 Feb dimana sudah Max 1 hari kerja",3
"Respon sangat cepat, penjelasan detail dan dokter yang melayani ramah",5
Sangat membantu,5
Terimakasih banyak Dok🙏,5
Mantapp.. responsif dan murmerr,5
Top,5
Good,5
Is this app only meant for Indonesia?am from Singapore trying to register but can't Alredy tried to register with my email and phone number for verification but can't ?,5
It is user friendly,5
Cepat,5
Thanks dokter Rizky Nurwan,5
Cepat tanggap,5
Makasi dokternya fast respon dan ramah,5
"This is a scam app, don't even try. Don't let them have your phone number, more importantly don't let them know YOUR BANK ACCOUNT NUMBER, they can autodebit/autocharge you even without your consent. Worse, they sell your data to third parties. They do all those WITHOUT your consent.",1
Very helpful during this pandemic where people limit their movement,5
"loading terus tiap buka halaman baru, padahal internet saya lancar, sekedar membuka chat yg sudah nonaktif aja loading gak bisa kebuka, harus saya ulang2 keluar masuk baru bisa",3
Aplikasi tidak bisa dibuka walaupun di coba berkali kali loading nya lama padahal lagi butuh bantuan,1
The best,5
Oke,5
"Dokter2nya berkompeten, khusus nya ketika saya dan keluarga terpapar Covid 19",5
Ok cepat,5
Ok,5
Respon cepat,5
Sangat fast response. Penjelasan juga sangat detail. Terimakasih Alodokter.,5
Sangat membantu.terima kasih,5
Dokternya baik sekali dan fast respond. Terimakasih Alodokter,5
sangat membantu,5
Totally helpful,5
good...very helpful,5
Fast respond ...,5
"Great apps, easy and believable!! You should download and get the lots information about your health from Alodokter!!",5
"Sangat membantu, terimakasih",5
Bermanfaat!,5
"I find some good doctors. Will be better if we can edit review to doctor because some doctors didn't reply and I give bad feedback, and find out they answer and having bad signal. The review box popped out before I can read the reply. So I feel bad for the review.",4
Aplikasi yg simple dan user friendly. Dokternya menjelaskan dg detail. Tiap Chat berbayar😁,3
Sangat membantu,5
Sangat membantu bgt,5
Bagus sekali ada aplikasi ini memudahkan konsultasi tanpa musti ke rumah sakit,5
"Keterangannya jelas, sangat membantu",5
Bagus,5
Bagus untuk identifikasi awal penyakit,4
Best app ever ... 🥰,5
SANGAT MEMBANTU,5
Sangat detail dengan penjelasan dr Choirina sukses selalu,5
Easy to use. Useful for quick n simple consultation.,5
Slow response,1
Tx,5
mantap pelayanannya,5
Good response,5
Madep lah,5
The best app,5
I got a fast response from the doctor,5
Good,5
Good.good for your job,5
Mantap,5
Chat fast respond & jelas penjelasannya,5
"Ketika udah selesai bayar, baru nulis pertanyaannya, tiba"" di notif klo dokter tsb segera offline dalam 10menit. Sediiiiiiihhhh banget, kita ibu yg panik mau nanyain anak terus digituin tu rasanya nyeseeekk polll. Bukan perkara duit nya, cuma tu rasanya sediiiiihh pollll.. Kecewa aja. Saran, klo memang udah mau offline jangan 10menit di notif, 30menit min, jadi kita nya gak kecewa. Trims",1
Sangat bermanfaat,5
Mayan bagus,5
"Meskipun ada chat yang gratis, tetap dilayani dengan baik. Aplikasinya bagus 👍",5
Memudahkan kita untuk konsultasi awal dengan dokter tanpa harus ke rumah sakit.,5
Berguna sekali jika ingin konsultasi ke dokter daripada berasumsi dari artikel,5
Udah hampir 1 tahun atau lebih kali. Proteksi saya statusnya masih pending.,1
"Ditny, dokter : lgsg periksa lgsg ke dokter secara tatap muka, jd aplikasi ini tdk berguna hehe",1
Lumayan membantu,4
Makasih dok,5
Bagus. Penjelasan dokter2nya jelas dan sangat membantu. Menghemat waktu dan biaya,5
Good doctors!,5
mantap,5
Bbrp menu tidak bisa muncul,2
"Responsif, dan detail penjelasannya",5
Sangat membantu,5
Good,5
"alhamdulillah sangat membantu kami dokter memberikan penjelasan dengan jelas,,terimakasih dokter",5
"Saya selalu memakai aplikasi ini ketika sakit, sangat membantu. Karena tidak ada yang peduli dengan saya bahkan saat saya sudah sakit 5 hari.😊",5
Good,5
Helpful,5
Autodebit,1
dokter Leonardo Alexander sangat baik menjelaskan,5
Very good,4
Terimakasih banyak.sangat membatu saya yg jauh dari faskes/dokter.sukses terus Alodokter,5
Useless and detrimental app! user money thief! using user data without permission and then taking money in the account at will.,1
Good,5
Good app,5
"Dokternya ramah sekali, informasi penjelasannya juga detail & jelas, ada fitur chat gratis juga tersedia. Dokternya ramah.",4
Sangat membantu,5
"Very good, fast response",5
Mau vaksin Sinovac,4
Helpful with fair price,5
fast response,5
Bagus sangat membantu,5
So far so good ❤️,5
